sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4528.0,0.0006625441696113075,3.0,1389.612793803215,0.0021588747695603285
Buildings (Residential or Commercial),15.0,4528.0,0.0033127208480565372,1.006851,1389.612793803215,0.0007245550735355287
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4528.0,0.00022084805653710247,1.5e-05,1389.612793803215,1.0794373847801642e-08
Chemical and Pharmaceutical Manufacturing,1.0,4528.0,0.00022084805653710247,1.5e-05,1389.612793803215,1.0794373847801642e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45428.0,0.0001320771330456987,0.0,93.75983941870814,0.0
"Colleges, Universities, and Professional Schools",7.0,49956.0,0.00014012330851149012,2.000015,1483.3726332219233,0.0013482889971186244
Computer and Network Security,1623.0,49956.0,0.032488589959164066,0.019963,1483.3726332219233,1.3457845690896869e-05
Electronics and Computer Components,2.0,4528.0,0.00044169611307420494,1.000015,1389.612793803215,0.000719635717560624
Elementary and Secondary Schools,1.0,4528.0,0.00022084805653710247,1.0,1389.612793803215,0.0007196249231867761
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45428.0,0.00011006427753808225,0.0,93.75983941870814,0.0
Hosting and Cloud Provider,16286.0,49956.0,0.32600688605973255,14.346557,1483.3726332219233,0.009671579937968057
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,45428.0,8.805142203046579e-05,0.0,93.75983941870814,0.0
Insurance Carriers and Agencies,1.0,4528.0,0.00022084805653710247,1.5e-05,1389.612793803215,1.0794373847801642e-08
Internet Service Provider (ISP),6283.0,49956.0,0.1257706781968132,219.76366,1483.3726332219233,0.1481513512371249
"Investment, Portfolio Management, Pensions and Funds",17.0,49956.0,0.00034029946352790455,15.000015,1483.3726332219233,0.010112101749794038
"Law Enforcement, Public Safety, and Justice",3.0,45428.0,6.603856652284935e-05,0.0,93.75983941870814,0.0
"Law, Business, and Consulting Services",133.0,49956.0,0.002662342861718312,1004.0002589999999,1483.3726332219233,0.6768361748856628
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4528.0,0.0006625441696113075,3.0,1389.612793803215,0.0021588747695603285
"Military, Defense, National Security, and International Affairs",36.0,45428.0,0.0007924627982741922,3.1e-05,93.75983941870814,3.3063196558562463e-07
None,9095.0,49956.0,0.18206021298742894,176.25789300000002,1483.3726332219233,0.11882239772562297
Online Informational Content,18.0,49956.0,0.000360317079029546,0.008027,1483.3726332219233,5.411317305055811e-06
Online Music and Video Streaming Services,12775.0,49956.0,0.25572503803346947,0.04319,1483.3726332219233,2.9116082522157778e-05
Other,97.0,49956.0,0.0019417087036592202,7.177718000000001,1483.3726332219233,0.004838782811039067
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4528.0,0.002871024734982332,0.006836,1389.612793803215,4.919355974904802e-06
Phone Provider,11.0,45428.0,0.00024214141058378092,10.0,93.75983941870814,0.10665547276955632
Real Estate (Residential and/or Commercial),3.0,4528.0,0.0006625441696113075,4.6e-05,1389.612793803215,3.31027464665917e-08
"Recreation, Sports, and Performing Arts",6.0,45428.0,0.0001320771330456987,0.0,93.75983941870814,0.0
Software Development,3508.0,49956.0,0.07022179517975818,25.741500000000002,1483.3726332219233,0.017353360459461092
