sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4536.0,0.0006613756613756613,3.0,1393.5501412153244,0.0021527750679883537
Buildings (Residential or Commercial),15.0,4536.0,0.0033068783068783067,1.006851,1393.5501412153244,0.0007225079099930473
Chemical and Pharmaceutical Manufacturing,1.0,4536.0,0.0002204585537918871,1.5e-05,1393.5501412153244,1.0763875339941769e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45311.0,0.0001324181766017082,0.0,92.70143977705462,0.0
"Colleges, Universities, and Professional Schools",7.0,49847.0,0.0001404297149276787,2.000015,1486.251580992379,0.0013456772901560702
Computer and Network Security,1610.0,49847.0,0.0322988344333661,0.019948,1486.251580992379,1.3421684629381926e-05
Electronics and Computer Components,2.0,4536.0,0.0004409171075837742,1.000015,1393.5501412153244,0.0007176024532047913
Elementary and Secondary Schools,1.0,4536.0,0.0002204585537918871,1.0,1393.5501412153244,0.0007175916893294512
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45311.0,0.00011034848050142349,0.0,92.70143977705462,0.0
Hosting and Cloud Provider,16294.0,49847.0,0.32688025357594236,14.346649,1486.251580992379,0.009652907477764065
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,45311.0,8.82787844011388e-05,0.0,92.70143977705462,0.0
Insurance Carriers and Agencies,1.0,4536.0,0.0002204585537918871,1.5e-05,1393.5501412153244,1.0763875339941769e-08
Internet Service Provider (ISP),6190.0,49847.0,0.12417999077176159,221.70521399999998,1486.251580992379,0.14917071701411821
"Investment, Portfolio Management, Pensions and Funds",17.0,49847.0,0.00034104359339579113,15.000015,1486.251580992379,0.010092514074894641
"Law Enforcement, Public Safety, and Justice",3.0,45311.0,6.62090883008541e-05,0.0,92.70143977705462,0.0
"Law, Business, and Consulting Services",133.0,49847.0,0.0026681645836258952,1004.0002589999999,1486.251580992379,0.6755251074852502
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4536.0,0.0006613756613756613,3.0,1393.5501412153244,0.0021527750679883537
"Military, Defense, National Security, and International Affairs",36.0,45311.0,0.0007945090596102491,3.1e-05,92.70143977705462,3.3440688811904617e-07
None,9103.0,49847.0,0.18261881356952275,176.195211,1486.251580992379,0.11855005791304417
Online Informational Content,18.0,49847.0,0.00036110498124260237,0.008027,1486.251580992379,5.400835297776654e-06
Online Music and Video Streaming Services,12751.0,49847.0,0.25580275643469014,0.04319,1486.251580992379,2.905968313329684e-05
Other,97.0,49847.0,0.0019459546211406905,7.177718000000001,1486.251580992379,0.004829409833298476
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4536.0,0.0028659611992945325,0.006836,1393.5501412153244,4.905456788256129e-06
Phone Provider,11.0,45311.0,0.0002427666571031317,10.0,92.70143977705462,0.10787318971582134
Real Estate (Residential and/or Commercial),3.0,4536.0,0.0006613756613756613,4.6e-05,1393.5501412153244,3.300921770915476e-08
"Recreation, Sports, and Performing Arts",6.0,45311.0,0.0001324181766017082,0.0,92.70143977705462,0.0
Software Development,3514.0,49847.0,0.0704957168936947,26.741516,1486.251580992379,0.017992590448344236
