org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as
20i Limited,2,4523,0.00044218439089100157,3.1e-05,1387.550034403801,2.2341536687950862e-08,[48254]
21vianet(China) Inc.,3,45359,6.61390242289292e-05,0.0,93.73252504844292,0.0,[17428]
23M GmbH,2,49882,4.0094623311013995e-05,1.0,1481.282559452244,0.0006750906460208274,[47447]
24 SHELLS,15,49882,0.00030070967483260497,2.7e-05,1481.282559452244,1.822744744256234e-08,[55081]
34SP.com Limited,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[41357]
3xK Tech GmbH,12,49882,0.00024056773986608397,12.0,1481.282559452244,0.008101087752249929,"[200373, 198571]"
AEZA INTERNATIONAL LTD,3,45359,6.61390242289292e-05,3.0,93.73252504844292,0.032005965895504654,[210644]
AKILE LTD,2,4523,0.00044218439089100157,0.003922,1387.550034403801,2.826564738391719e-06,[61112]
ALKON SAS,3,45359,6.61390242289292e-05,0.0,93.73252504844292,0.0,[266768]
ANS ACADEMY LIMITED,5,49882,0.00010023655827753498,1.5e-05,1481.282559452244,1.0126359690312411e-08,[61323]
ARLINK S.A.,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[28075]
ARTERIA Networks Corporation,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[2519]
"AT&T Services, Inc.",3,4523,0.0006632765863365023,3.0,1387.550034403801,0.002162084195608148,[7018]
Adrian Paschkowski,1,4523,0.00022109219544550078,0.003906,1387.550034403801,2.815033622681809e-06,[205987]
Akamai International B.V.,12716,49882,0.25492161501142696,0.039145,1481.282559452244,2.6426423338485287e-05,"[33905, 20940, 21342]"
"Akamai Technologies, Inc.",1280,49882,0.025660558919048955,0.018585,1481.282559452244,1.2546559656297078e-05,"[36183, 16625, 63949]"
Akenes SA,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[61098]
Al Asmary Abdullah Ibrahim A,2,4523,0.00044218439089100157,2.0,1387.550034403801,0.0014413894637387652,[210499]
Alex Liu,1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[206368]
"Alibaba (US) Technology Co., Ltd.",2,4523,0.00044218439089100157,3.1e-05,1387.550034403801,2.2341536687950862e-08,[37963]
Alliance LLC,3,4523,0.0006632765863365023,4.6e-05,1387.550034403801,3.31519576659916e-08,[39900]
Allo Communications LLC,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[15108]
Altinea SAS,142,45359,0.0031305804801693158,0.100867,93.73252504844292,0.001076115253993956,[41405]
AltusHost B.V.,6,49882,0.00012028386993304198,6.1e-05,1481.282559452244,4.118052940727047e-08,[51430]
"Amazon.com, Inc.",13239,49882,0.2654063590072571,0.021,1481.282559452244,1.4176903566437376e-05,[16509]
Anillc Network,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[142055]
"Anthropic, PBC",1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[399358]
Aperture Science Limited,2,4523,0.00044218439089100157,3.1e-05,1387.550034403801,2.2341536687950862e-08,[38008]
Arcade Solutions AG,7,45359,0.0001543243898675015,0.0,93.73252504844292,0.0,[51873]
Arcus Novus UAB,1,4523,0.00022109219544550078,1.0,1387.550034403801,0.0007206947318693826,[51259]
Arelion Sweden AB,75,45359,0.0016534756057232302,0.0,93.73252504844292,0.0,[1299]
Art of Automation B.V.,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[60893]
ArtPlanet LLC,7,49882,0.000140331181588549,6.0,1481.282559452244,0.0040505438761249644,[49542]
Artfiles LLC,1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[394923]
"Ashton Holmes, Sole Proprietorship",12,49882,0.00024056773986608397,3.1e-05,1481.282559452244,2.092781002664565e-08,[33760]
Astute Internet,1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[63213]
"Atria Convergence Technologies Pvt. Ltd.,",17,45359,0.00037478780396393217,0.0,93.73252504844292,0.0,[24309]
"Automattic, Inc",2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[2635]
BAI Communications Inc.,1,4523,0.00022109219544550078,1.0,1387.550034403801,0.0007206947318693826,[396113]
BIT BV,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[12859]
BWE CAPITAL LIMITED,3,49882,6.014193496652099e-05,0.007812,1481.282559452244,5.273808126714704e-06,[197730]
Bach Kim Network solutions Join stock company,5,45359,0.00011023170704821535,0.0,93.73252504844292,0.0,[135967]
Baoshuo Network,1,4523,0.00022109219544550078,0.0625,1387.550034403801,4.504342074183641e-05,[151814]
"Beijing Baidu Netcom Science and Technology Co., Ltd.",1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[38365]
"Beijing Educational Information Network Service Center Co., Ltd",8,45359,0.00017637073127714455,0.0,93.73252504844292,0.0,[9806]
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",5,45359,0.00011023170704821535,0.0,93.73252504844292,0.0,[131486]
Beijing Jingdong Shangke Information Technology Co. Ltd.,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[137753]
Belcloud LTD,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[44901]
Bell Canada,36,45359,0.0007936682907471505,1.5e-05,93.73252504844292,1.6002982947752327e-07,[577]
Bharat Sanchar Nigam Ltd,67,45359,0.0014771048744460858,0.0,93.73252504844292,0.0,[9829]
Bharti Airtel Limited,246,49882,0.0049316386672547214,0.039659,1481.282559452244,2.6773419930539993e-05,"[45609, 9498]"
Black Mesa Corporation,11,49882,0.00022052042821057695,0.004516999999999999,1481.282559452244,3.0493844480760766e-06,[46997]
Blacknight Internet Solutions Limited,10,45359,0.0002204634140964307,0.0,93.73252504844292,0.0,[39122]
Bouygues Telecom SA,104,45359,0.002292819506602879,0.001015,93.73252504844292,1.0828685127979076e-05,[5410]
CAT Telecom Public Company Limited,19,45359,0.00041888048678321834,0.0,93.73252504844292,0.0,[4651]
CERN - European Organization for Nuclear Research,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[513]
CERNET2 IX at South China University of Technology,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[24357]
CHINA UNICOM Industrial Internet Backbone,42,45359,0.0009259463392050089,0.0,93.73252504844292,0.0,"[9929, 4837]"
CHINANET Guangdong province network,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[58466]
CHINANET Jiangx province IDC network,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[134238]
CHINANET Liaoning province Dalian MAN network,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[134762]
CHINANET SHAANXI province Cloud Base network,5,45359,0.00011023170704821535,0.0,93.73252504844292,0.0,[134768]
"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , Jiangsu Province, P.R.China.",1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[137697]
"CHUAN KAI INTERNATIONAL CO., LTD",1,4523,0.00022109219544550078,1.0,1387.550034403801,0.0007206947318693826,[133375]
CLARO S.A.,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[4230]
CLDIN B.V.,11,45359,0.00024250975550607376,0.0,93.73252504844292,0.0,[48635]
CMC Telecom Infrastructure Company,1,4523,0.00022109219544550078,0.003906,1387.550034403801,2.815033622681809e-06,[38732]
COMMUNITY NETWORK CENTER INCORPORATED.,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[9354]
CORK INTERNET EXCHANGE LIMITED,1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[47720]
"CacheNetworks, Inc.",1,4523,0.00022109219544550078,1.5e-05,1387.550034403801,1.081042097804074e-08,[30081]
Cellcom Fixed Line Communication L.P,1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[1680]
CentralNic Ltd,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,"[203961, 204055]"
Charter Communications Inc,2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[11426]
"Charter Communications, Inc",2,45359,4.4092682819286136e-05,0.0,93.73252504844292,0.0,[33363]
China Education and Research Network (CERNET),1,45359,2.2046341409643068e-05,0.0,93.73252504844292,0.0,[38255]
China Education and Research Network Center,2,49882,4.0094623311013995e-05,1.0,1481.282559452244,0.0006750906460208274,[4538]
China Mobile,43,45359,0.000947992680614652,0.0,93.73252504844292,0.0,"[9808, 24547, 24444, 24400]"
China Mobile Communications Corporation,29,45359,0.000639343900879649,0.0,93.73252504844292,0.0,"[56046, 56040, 56041]"
China Mobile International Limited,19,49882,0.00038089892145463293,0.0,1481.282559452244,0.0,[58453]
China Telecom,29,45359,0.000639343900879649,0.0,93.73252504844292,0.0,"[140903, 140061, 134756, 139203, 137702]"
China Telecom (Group),5,45359,0.00011023170704821535,0.0,93.73252504844292,0.0,"[4835, 4812, 4811]"
