sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4524.0,0.000663129973474801,3.0,1390.546112895012,0.002157425756815951
Buildings (Residential or Commercial),15.0,4524.0,0.0033156498673740055,1.006851,1390.546112895012,0.000724068760225299
Chemical and Pharmaceutical Manufacturing,1.0,4524.0,0.00022104332449160034,1.5e-05,1390.546112895012,1.0787128784079755e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45349.0,0.00013230721735870693,0.0,93.73651967560014,0.0
"Colleges, Universities, and Professional Schools",7.0,49873.0,0.00014035650552403104,2.000015,1484.2826325706121,0.0013474623741545752
Computer and Network Security,1609.0,49873.0,0.03226194534116656,0.019948,1484.2826325706121,1.3439488923650805e-05
Electronics and Computer Components,2.0,4524.0,0.0004420866489832007,1.000015,1390.546112895012,0.0007191527060674345
Elementary and Secondary Schools,1.0,4524.0,0.00022104332449160034,1.0,1390.546112895012,0.0007191419189386504
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45349.0,0.0001102560144655891,0.0,93.73651967560014,0.0
Hosting and Cloud Provider,16284.0,49873.0,0.32650933370761737,14.346527,1484.2826325706121,0.009665630173920053
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,45349.0,8.820481157247128e-05,0.0,93.73651967560014,0.0
Insurance Carriers and Agencies,1.0,4524.0,0.00022104332449160034,1.5e-05,1390.546112895012,1.0787128784079755e-08
Internet Service Provider (ISP),6254.0,49873.0,0.12539851222104145,220.73640500000002,1484.2826325706121,0.1487158848026869
"Investment, Portfolio Management, Pensions and Funds",17.0,49873.0,0.00034086579912978967,15.000015,1484.2826325706121,0.010105902117861236
"Law Enforcement, Public Safety, and Justice",3.0,45349.0,6.615360867935346e-05,0.0,93.73651967560014,0.0
"Law, Business, and Consulting Services",133.0,49873.0,0.00266677360495659,1004.0002589999999,1484.2826325706121,0.6764212131628754
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4524.0,0.000663129973474801,3.0,1390.546112895012,0.002157425756815951
"Military, Defense, National Security, and International Affairs",36.0,45349.0,0.0007938433041522415,3.1e-05,93.73651967560014,3.3071422010635397e-07
None,9097.0,49873.0,0.18240330439315863,175.19521,1484.2826325706121,0.11803359155161805
Online Informational Content,18.0,49873.0,0.00036091672849036555,0.008027,1484.2826325706121,5.407999678671797e-06
Online Music and Video Streaming Services,12732.0,49873.0,0.25528843261885187,0.04319,1484.2826325706121,2.9098231733130052e-05
Other,97.0,49873.0,0.0019449401479758586,7.177718000000001,1484.2826325706121,0.004835816200024515
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4524.0,0.0028735632183908046,0.006836,1390.546112895012,4.916054157864614e-06
Phone Provider,11.0,45349.0,0.000242563231824296,10.0,93.73651967560014,0.10668200648592062
Real Estate (Residential and/or Commercial),3.0,4524.0,0.000663129973474801,4.6e-05,1390.546112895012,3.3080528271177914e-08
"Recreation, Sports, and Performing Arts",6.0,45349.0,0.00013230721735870693,0.0,93.73651967560014,0.0
Software Development,3512.0,49873.0,0.07041886391434243,26.741501000000003,1484.2826325706121,0.018016448089597802
