sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4541.0,0.0006606474344857961,3.0,1390.7379463911057,0.002157128169102488
Buildings (Residential or Commercial),15.0,4541.0,0.0033032371724289805,1.006851,1390.7379463911057,0.0007239688847296697
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4541.0,0.00022021581149526536,1.5e-05,1390.7379463911057,1.0785640845512441e-08
Chemical and Pharmaceutical Manufacturing,1.0,4541.0,0.00022021581149526536,1.5e-05,1390.7379463911057,1.0785640845512441e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45390.0,0.00013218770654329148,0.0,93.75986700541412,0.0
"Colleges, Universities, and Professional Schools",7.0,49931.0,0.00014019346698443852,2.000015,1484.4978133965199,0.00134726705688032
Computer and Network Security,1623.0,49931.0,0.032504856702249105,0.019948,1484.4978133965199,1.3437540843767985e-05
Electronics and Computer Components,2.0,4541.0,0.0004404316229905307,1.000015,1390.7379463911057,0.0007190535086750082
Elementary and Secondary Schools,1.0,4541.0,0.00022021581149526536,1.0,1390.7379463911057,0.0007190427230341627
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45390.0,0.00011015642211940956,0.0,93.75986700541412,0.0
Hosting and Cloud Provider,16314.0,49931.0,0.3267308886263043,14.346542,1484.4978133965199,0.00966423922658075
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",3.0,45390.0,6.609385327164574e-05,0.0,93.75986700541412,0.0
Insurance Carriers and Agencies,1.0,4541.0,0.00022021581149526536,1.5e-05,1390.7379463911057,1.0785640845512441e-08
Internet Service Provider (ISP),6239.0,49931.0,0.124952434359416,219.763764,1484.4978133965199,0.14803912947313957
"Investment, Portfolio Management, Pensions and Funds",17.0,49931.0,0.00034046984839077927,15.000015,1484.4978133965199,0.010104437247825969
"Law Enforcement, Public Safety, and Justice",3.0,45390.0,6.609385327164574e-05,0.0,93.75986700541412,0.0
"Law, Business, and Consulting Services",134.0,49931.0,0.002683703510844966,1004.000275,1484.4978133965199,0.6763231753793256
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4541.0,0.0006606474344857961,3.0,1390.7379463911057,0.002157128169102488
"Military, Defense, National Security, and International Affairs",36.0,45390.0,0.0007931262392597488,3.1e-05,93.75986700541412,3.3063186830469717e-07
None,9095.0,49931.0,0.1821513688890669,176.38293900000005,1484.4978133965199,0.11881657043093732
Online Informational Content,18.0,49931.0,0.00036049748653141334,0.008027,1484.4978133965199,5.407215778670825e-06
Online Music and Video Streaming Services,12760.0,49931.0,0.2555526626744908,0.043191,1484.4978133965199,2.909468751670258e-05
Other,97.0,49931.0,0.0019426808996415052,7.177718000000001,1484.4978133965199,0.004835115239124156
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4541.0,0.0028628055494384495,0.006836,1390.7379463911057,4.915376054661536e-06
Phone Provider,11.0,45390.0,0.00024234412866270104,10.0,93.75986700541412,0.10665544138861198
Real Estate (Residential and/or Commercial),3.0,4541.0,0.0006606474344857961,4.6e-05,1390.7379463911057,3.307596525957148e-08
"Recreation, Sports, and Performing Arts",6.0,45390.0,0.00013218770654329148,0.0,93.75986700541412,0.0
Software Development,3514.0,49931.0,0.07037712042618814,26.741516,1484.4978133965199,0.018013846675068935
