as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
397165,62,4536,0.013668,992.0,1393.550141,0.711851,EpicUp Holdings Inc,US,Service,"Law, Business, and Consulting Services"
204916,95,4536,0.020944,60.3125,1393.550141,0.04328,"RACKTECH CO., LTD.",TH,None,None
396356,2,4536,0.000441,32.0,1393.550141,0.022963,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
44812,30,4536,0.006614,30.0,1393.550141,0.021528,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
210107,21,4536,0.00463,21.0,1393.550141,0.015069,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
396319,1,4536,0.00022,16.0,1393.550141,0.011481,Oxylabs,US,Computer and Information Technology,Internet Service Provider (ISP)
30633,14,4536,0.003086,13.000015,1393.550141,0.009329,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
209968,13,4536,0.002866,13.0,1393.550141,0.009329,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
20473,15,4536,0.003307,12.000046,1393.550141,0.008611,"The Constant Company, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
62240,32,4536,0.007055,9.00058,1393.550141,0.006459,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
200373,9,4536,0.001984,9.0,1393.550141,0.006458,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
59504,11,4536,0.002425,8.1875,1393.550141,0.005875,LLC Vpsville,RU,Computer and Information Technology,Software Development
198231,9,4536,0.001984,8.003906,1393.550141,0.005744,SIXNET OPERATION LTD,GB,None,None
49581,8,4536,0.001764,7.003906,1393.550141,0.005026,Ferdinand Zink trading as Tube-Hosting,DE,Computer and Information Technology,Software Development
47596,9,4536,0.001984,7.000031,1393.550141,0.005023,IT Express Ltd.,UA,Service,"Law, Business, and Consulting Services"
210695,7,4536,0.001543,7.0,1393.550141,0.005023,Dmitrii Vladimirovich Malkov,RU,None,None
49542,6,4536,0.001323,6.0,1393.550141,0.004306,ArtPlanet LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
51659,6,4536,0.001323,6.0,1393.550141,0.004306,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
51837,6,4536,0.001323,6.0,1393.550141,0.004306,Netex Limited,HK,Computer and Information Technology,Software Development
61317,12,4536,0.002646,5.009033,1393.550141,0.003594,Hivelocity Inc,US,Computer and Information Technology,None
60781,5,4536,0.001102,5.0,1393.550141,0.003588,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
62217,8,4536,0.001764,4.000519,1393.550141,0.002871,Vinters IT Ltd,GB,Computer and Information Technology,None
207990,4,4536,0.000882,4.0,1393.550141,0.00287,HostRoyale Technologies Pvt Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
204490,4,4536,0.000882,4.0,1393.550141,0.00287,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
209242,16,4536,0.003527,3.000198,1393.550141,0.002153,"Cloudflare London, LLC",US,Service,"Law, Business, and Consulting Services"
213220,6,4536,0.001323,3.000046,1393.550141,0.002153,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
52041,4,4536,0.000882,3.000015,1393.550141,0.002153,"Scaleblade, Ltd.",GB,Computer and Information Technology,Internet Service Provider (ISP)
208626,4,4536,0.000882,3.000015,1393.550141,0.002153,ServTech LTD,RU,Computer and Information Technology,Internet Service Provider (ISP)
206873,3,4536,0.000661,3.0,1393.550141,0.002153,GalaxyStar LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
199669,3,4536,0.000661,3.0,1393.550141,0.002153,Okay-Telecom Ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
44477,3,4536,0.000661,3.0,1393.550141,0.002153,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
29182,3,4536,0.000661,3.0,1393.550141,0.002153,JSC IOT,RU,Computer and Information Technology,None
48108,3,4536,0.000661,3.0,1393.550141,0.002153,Sole trader Malkov Dmitrii Vladimirovich,RU,Computer and Information Technology,None
60389,3,4536,0.000661,3.0,1393.550141,0.002153,Manir LLC,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
7018,3,4536,0.000661,3.0,1393.550141,0.002153,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
209641,3,4536,0.000661,3.0,1393.550141,0.002153,I-SERVERS LTD,GB,Education and Research,None
212477,3,4536,0.000661,3.0,1393.550141,0.002153,RoyaleHosting BV,NL,Computer and Information Technology,None
3175,3,4536,0.000661,3.0,1393.550141,0.002153,Citytelecom LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
211027,4,4536,0.000882,2.125,1393.550141,0.001525,Perfect Cloud Technologies LLC,RU,"Media, Publishing, and Broadcasting",Other
49392,4,4536,0.000882,2.000031,1393.550141,0.001435,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
212521,3,4536,0.000661,2.000015,1393.550141,0.001435,Malkov D.V.,RU,Computer and Information Technology,Internet Service Provider (ISP)
56534,3,4536,0.000661,2.000015,1393.550141,0.001435,Comfortel Ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
202888,3,4536,0.000661,2.000015,1393.550141,0.001435,UPSTREAM NETWORK LTD,GB,None,None
210852,2,4536,0.000441,2.0,1393.550141,0.001435,Dmitrii Vladimirovich Malkov,RU,None,None
50902,2,4536,0.000441,2.0,1393.550141,0.001435,DNS0.EU A.D.,FR,Computer and Information Technology,Internet Service Provider (ISP)
51126,2,4536,0.000441,2.0,1393.550141,0.001435,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
42692,2,4536,0.000441,2.0,1393.550141,0.001435,Overweb Srl,IT,None,None
198571,2,4536,0.000441,2.0,1393.550141,0.001435,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
58061,2,4536,0.000441,2.0,1393.550141,0.001435,Scalaxy B.V.,LV,Computer and Information Technology,Hosting and Cloud Provider
1239,2,4536,0.000441,2.0,1393.550141,0.001435,Sprint,US,Computer and Information Technology,Internet Service Provider (ISP)
56849,2,4536,0.000441,2.0,1393.550141,0.001435,Kew Solutions Unipessoal Lda,PT,"Freight, Shipment, and Postal Services",Other
22773,2,4536,0.000441,2.0,1393.550141,0.001435,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
210499,2,4536,0.000441,2.0,1393.550141,0.001435,Al Asmary Abdullah Ibrahim A,SA,Computer and Information Technology,Software Development
54113,150,4536,0.033069,1.439896,1393.550141,0.001033,"Fastly, Inc.",US,Computer and Information Technology,Software Development
50113,2,4536,0.000441,1.000015,1393.550141,0.000718,NTX Technologies s.r.o.,CZ,Computer and Information Technology,Internet Service Provider (ISP)
51259,1,4536,0.00022,1.0,1393.550141,0.000718,Arcus Novus UAB,LT,Manufacturing,Electronics and Computer Components
396113,1,4536,0.00022,1.0,1393.550141,0.000718,BAI Communications Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
49981,1,4536,0.00022,1.0,1393.550141,0.000718,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
