sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4546.0,0.0006599208095028596,3.0,1391.6054696440697,0.0021557834209772896
Buildings (Residential or Commercial),15.0,4546.0,0.0032996040475142983,1.006851,1391.6054696440697,0.0007235175643981349
Chemical and Pharmaceutical Manufacturing,1.0,4546.0,0.0002199736031676199,1.5e-05,1391.6054696440697,1.0778917104886447e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45301.0,0.00013244740734200128,0.0,96.75985275943836,0.0
"Colleges, Universities, and Professional Schools",7.0,49847.0,0.0001404297149276787,2.000015,1488.3653224035081,0.0013437661909310322
Computer and Network Security,1619.0,49847.0,0.0324793869239874,0.019932999999999902,1488.3653224035081,1.3392545297824334e-05
Electronics and Computer Components,2.0,4546.0,0.0004399472063352398,1.000015,1391.6054696440697,0.0007186052525762015
Elementary and Secondary Schools,1.0,4546.0,0.0002199736031676199,1.0,1391.6054696440697,0.0007185944736590965
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45301.0,0.00011037283945166773,0.0,96.75985275943836,0.0
Hosting and Cloud Provider,16328.0,49847.0,0.32756234076273394,14.284117,1488.3653224035081,0.00959718476706585
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,45301.0,8.829827156133418e-05,0.0,96.75985275943836,0.0
Insurance Carriers and Agencies,1.0,4546.0,0.0002199736031676199,1.5e-05,1391.6054696440697,1.0778917104886447e-08
Internet Service Provider (ISP),6260.0,49847.0,0.12558428792103837,226.759767,1488.3653224035081,0.15235491151716282
"Investment, Portfolio Management, Pensions and Funds",17.0,49847.0,0.00034104359339579113,15.000015,1488.3653224035081,0.010078180923872245
"Law Enforcement, Public Safety, and Justice",3.0,45301.0,6.622370367100064e-05,0.0,96.75985275943836,0.0
"Law, Business, and Consulting Services",133.0,49847.0,0.0026681645836258952,1003.000275,1488.3653224035081,0.6738938753156991
"Metal, Glass, Wood, and Paper Manufacturing",4.0,49847.0,8.024555138724497e-05,3.0,1488.3653224035081,0.00201563416914028
"Military, Defense, National Security, and International Affairs",36.0,45301.0,0.0007946844440520077,3.1e-05,96.75985275943836,3.203808099736503e-07
None,8992.0,49847.0,0.1803919995185267,174.31677600000006,1488.3653224035081,0.11711961665332414
Online Informational Content,18.0,49847.0,0.00036110498124260237,0.008027,1488.3653224035081,5.393165158563009e-06
Online Music and Video Streaming Services,12750.0,49847.0,0.25578269504684337,0.043221,1488.3653224035081,2.9039241474804014e-05
Other,96.0,49847.0,0.0019258932332938794,6.177718000000001,1488.3653224035081,0.0041506731627043185
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4546.0,0.0028596568411790586,0.006836,1391.6054696440697,4.912311821933584e-06
Phone Provider,12.0,45301.0,0.00026489481468400255,11.0,96.75985275943836,0.11368351321645655
Real Estate (Residential and/or Commercial),3.0,4546.0,0.0006599208095028596,4.6e-05,1391.6054696440697,3.305534578831844e-08
"Recreation, Sports, and Performing Arts",6.0,45301.0,0.00013244740734200128,0.0,96.75985275943836,0.0
Software Development,3512.0,49847.0,0.07045559411800108,26.741516,1488.3653224035081,0.017967037794737167
