sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4535.0,0.000661521499448732,3.0,1392.609177529812,0.0021542296635739195
Buildings (Residential or Commercial),15.0,4535.0,0.0033076074972436605,1.006851,1392.609177529812,0.0007229960969996882
Chemical and Pharmaceutical Manufacturing,1.0,4535.0,0.0002205071664829107,1.5e-05,1392.609177529812,1.0771148317869598e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,45393.0,0.00013217897032582115,0.0,93.75951546024604,0.0
"Colleges, Universities, and Professional Schools",7.0,49928.0,0.0001402018907226406,2.000015,1486.3686929900582,0.0013455712633294661
Computer and Network Security,1621.0,49928.0,0.032466752123057205,0.019948,1486.3686929900582,1.3420627125744652e-05
Electronics and Computer Components,2.0,4535.0,0.0004410143329658214,1.000015,1392.609177529812,0.0007180873256729579
Elementary and Secondary Schools,1.0,4535.0,0.0002205071664829107,1.0,1392.609177529812,0.0007180765545246399
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,45393.0,0.0001101491419381843,0.0,93.75951546024604,0.0
Hosting and Cloud Provider,16312.0,49928.0,0.3267104630668162,14.283994999999999,1486.3686929900582,0.00960999452381196
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,45393.0,8.811931355054744e-05,0.0,93.75951546024604,0.0
Insurance Carriers and Agencies,1.0,4535.0,0.0002205071664829107,1.5e-05,1392.609177529812,1.0771148317869598e-08
Internet Service Provider (ISP),6276.0,49928.0,0.1257010094536132,222.763701,1486.3686929900582,0.1498710932560593
"Investment, Portfolio Management, Pensions and Funds",17.0,49928.0,0.00034049030604069863,15.000015,1486.3686929900582,0.010091718878863879
"Law Enforcement, Public Safety, and Justice",3.0,45393.0,6.608948516291058e-05,0.0,93.75951546024604,0.0
"Law, Business, and Consulting Services",133.0,49928.0,0.0026638359237301716,1003.000275,1486.3686929900582,0.6747991125824316
"Metal, Glass, Wood, and Paper Manufacturing",4.0,49928.0,8.01153661272232e-05,3.0,1486.3686929900582,0.0020183417574310184
"Military, Defense, National Security, and International Affairs",36.0,45393.0,0.000793073821954927,3.1e-05,93.75951546024604,3.306331079872525e-07
None,9088.0,49928.0,0.1820221118410511,176.31673100000006,1486.3686929900582,0.11862247357034408
Online Informational Content,18.0,49928.0,0.0003605191475725044,0.008027,1486.3686929900582,5.400409762299594e-06
Online Music and Video Streaming Services,12733.0,49928.0,0.2550272392244833,0.04319,1486.3686929900582,2.9057393501148563e-05
Other,97.0,49928.0,0.0019427976285851627,7.177718000000001,1486.3686929900582,0.004829029320821419
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4535.0,0.002866593164277839,0.006836,1392.609177529812,4.908771326730438e-06
Phone Provider,11.0,45393.0,0.00024232811226400545,10.0,93.75951546024604,0.10665584128621049
Real Estate (Residential and/or Commercial),3.0,4535.0,0.000661521499448732,4.6e-05,1392.609177529812,3.3031521508133434e-08
"Recreation, Sports, and Performing Arts",6.0,45393.0,0.00013217897032582115,0.0,93.75951546024604,0.0
Software Development,3512.0,49928.0,0.07034129145970197,26.741255000000002,1486.3686929900582,0.017990997204203673
