org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
I-SERVERS LTD,32,45311,0.000706,32.0,92.70143977705462,0.345194,[209641],['GB'],['Education and Research'],['None']
HOSTKEY,11,45311,0.000243,10.0,92.70143977705462,0.107873,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
JSC IOT,10,45311,0.000221,7.0,92.70143977705462,0.075511,[29182],['RU'],['Computer and Information Technology'],['None']
Delta Ltd,37,45311,0.000817,6.500015,92.70143977705462,0.070118,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,8,45311,0.000177,6.0,92.70143977705462,0.064724,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DEFSOLUTION LLC,10,45311,0.000221,5.0,92.70143977705462,0.053937,[197992],['US'],['None'],['None']
ScaleUp Technologies GmbH & Co. KG,4,45311,8.8e-05,4.0,92.70143977705462,0.043149,[29014],['DE'],['Computer and Information Technology'],['None']
HOSTKEY B.V.,6,45311,0.000132,4.0,92.70143977705462,0.043149,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
AEZA INTERNATIONAL LTD,3,45311,6.6e-05,3.0,92.70143977705462,0.032362,[210644],['GB'],['None'],['None']
"RACKTECH CO., LTD.",138,45311,0.003046,3.0,92.70143977705462,0.032362,[204916],['TH'],['None'],['None']
UPSTREAM NETWORK LTD,3,45311,6.6e-05,2.000015,92.70143977705462,0.021575,[202888],['GB'],['None'],['None']
socialimprove LLC,4,45311,8.8e-05,2.0,92.70143977705462,0.021575,[48261],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Phan Nhat Nghi,3,45311,6.6e-05,2.0,92.70143977705462,0.021575,[199925],['VG'],['Construction and Real Estate'],['Other']
FranTech Solutions,113,45311,0.002494,1.001709,92.70143977705462,0.010806,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
LeaseWeb Netherlands B.V.,53,45311,0.00117,1.000002,92.70143977705462,0.010787,[60781],['NL'],['Computer and Information Technology'],['None']
Telnab Networks LLC,2,45311,4.4e-05,1.0,92.70143977705462,0.010787,[197619],['US'],['None'],['None']
3xK Tech GmbH,1,45311,2.2e-05,1.0,92.70143977705462,0.010787,[198571],['DE'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Sprious LLC,12,45311,0.000265,0.75,92.70143977705462,0.00809,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
VisualViet Company Limited,76,45311,0.001677,0.589844,92.70143977705462,0.006363,[135981],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,45311,0.000177,0.5,92.70143977705462,0.005394,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Megacore Technology Company Limited,32,45311,0.000706,0.125,92.70143977705462,0.001348,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,2013,45311,0.044426,0.10936,92.70143977705462,0.001179,"[36492, 396982, 15169]",['US'],"['Computer and Information Technology'
 'Media, Publishing, and Broadcasting']","['Software Development' 'Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Altinea SAS,142,45311,0.003134,0.100867,92.70143977705462,0.001088,[41405],['FR'],['Computer and Information Technology'],['None']
Hurricane Electric LLC,753,45311,0.016618,0.007901,92.70143977705462,8.5e-05,[6939],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Super Godzilla Communications GK,2,45311,4.4e-05,0.007812,92.70143977705462,8.4e-05,[138652],['JP'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
RADISHCLOUD TECHNOLOGY LLC,1,45311,2.2e-05,0.003906,92.70143977705462,4.2e-05,[201217],['US'],['None'],['None']
Bouygues Telecom SA,106,45311,0.002339,0.001045,92.70143977705462,1.1e-05,[5410],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kirino LLC,16,45311,0.000353,0.000702,92.70143977705462,8e-06,[41378],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Web2Objects LLC,2,45311,4.4e-05,0.000488,92.70143977705462,5e-06,[62874],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"GALAXYGATE, LLC",28,45311,0.000618,0.000427,92.70143977705462,5e-06,[397031],['US'],['Other'],['None']
"Nocix, LLC",18,45311,0.000397,0.000259,92.70143977705462,3e-06,[33387],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Latitude.sh,162,45311,0.003575,0.000183,92.70143977705462,2e-06,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UK-2 Limited,179,45311,0.00395,0.000171,92.70143977705462,2e-06,[13213],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
MonoCloud Pty Ltd,13,45311,0.000287,0.000168,92.70143977705462,2e-06,[149485],['AU'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
M247 Europe SRL,213,45311,0.004701,0.000154,92.70143977705462,2e-06,[9009],['RO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Datacamp Limited,11,45311,0.000243,0.000122,92.70143977705462,1e-06,"[60068, 212238]",['GB'],"['Media, Publishing, and Broadcasting'
 'Computer and Information Technology']","['Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
LoudTronix Inc.,8,45311,0.000177,0.000122,92.70143977705462,1e-06,[205212],['CA'],['Community Groups and Nonprofits'],['Other']
Black Mesa Corporation,8,45311,0.000177,0.000122,92.70143977705462,1e-06,[46997],['US'],['Health Care Services'],['Other']
Akamai International B.V.,12726,45311,0.280859,8.4e-05,92.70143977705462,1e-06,"[20940, 21342]",['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
"Amazon.com, Inc.",12016,45311,0.265189,8.1e-05,92.70143977705462,1e-06,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Cloudflare, Inc.",2375,45311,0.052414999999999996,6.2e-05,92.70143977705462,1e-06,"[13335, 395747]",['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Bharti Airtel Limited,80,45311,0.001766,6.2e-05,92.70143977705462,1e-06,"[45609, 9498]",['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
WideOpenWest Finance LLC,3,45311,6.6e-05,4.6e-05,92.70143977705462,0.0,[16724],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
AltusHost B.V.,5,45311,0.00011,4.6e-05,92.70143977705462,0.0,[51430],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Vinters IT Ltd,16,45311,0.000353,4.6e-05,92.70143977705462,0.0,[62217],['GB'],['Computer and Information Technology'],['None']
Hivelocity Inc,3,45311,6.6e-05,4.6e-05,92.70143977705462,0.0,[61317],['US'],['Computer and Information Technology'],['None']
Latitude.sh LTDA,36,45311,0.000795,3.4e-05,92.70143977705462,0.0,[262287],['BR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Eons Data Communications Limited,4,45311,8.8e-05,3.1e-05,92.70143977705462,0.0,[138997],['HK'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
