sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4530.0,0.0006622516556291391,3.0,1384.815674722195,0.0021663532950707133
Buildings (Residential or Commercial),15.0,4530.0,0.0033112582781456954,1.006851,1384.815674722195,0.0007270649938317475
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",2.0,4530.0,0.0004415011037527594,3.1e-05,1384.815674722195,2.2385650715730704e-08
Chemical and Pharmaceutical Manufacturing,1.0,4530.0,0.0002207505518763797,1.5e-05,1384.815674722195,1.0831766475353567e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,27034.0,0.00022194273877339647,0.0,88.33261990313,0.0
"Colleges, Universities, and Professional Schools",16.0,31564.0,0.000506906602458497,2.000008,1473.148294625325,0.001357642002028502
Computer and Network Security,1597.0,31564.0,0.050595615257888735,0.019902000000000003,1473.148294625325,1.3509841522819536e-05
Electronics and Computer Components,2.0,4530.0,0.0004415011037527594,1.000015,1384.815674722195,0.0007221285967900465
Elementary and Secondary Schools,1.0,4530.0,0.0002207505518763797,1.0,1384.815674722195,0.0007221177650235711
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,27034.0,0.00018495228231116373,0.0,88.33261990313,0.0
Hosting and Cloud Provider,8017.0,31564.0,0.2539918894943607,14.348681,1473.148294625325,0.009740147039066008
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",3.0,27034.0,0.00011097136938669824,0.0,88.33261990313,0.0
Internet Service Provider (ISP),5485.0,31564.0,0.1737739196553035,210.657514,1473.148294625325,0.14299817253196348
"Investment, Portfolio Management, Pensions and Funds",17.0,31564.0,0.000538588265112153,15.000015,1473.148294625325,0.010182284468390907
"Law Enforcement, Public Safety, and Justice",3.0,27034.0,0.00011097136938669824,0.0,88.33261990313,0.0
"Law, Business, and Consulting Services",133.0,31564.0,0.004213661132936256,1004.0002589999999,1473.148294625325,0.6815337346980085
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4530.0,0.0006622516556291391,3.0,1384.815674722195,0.0021663532950707133
"Military, Defense, National Security, and International Affairs",37.0,27034.0,0.0013686468891026115,1.5e-05,88.33261990313,1.6981269225853095e-07
None,2795.0,31564.0,0.0885502471169687,175.441998,1473.148294625325,0.11909323632935492
Online Informational Content,20.0,31564.0,0.0006336332530731213,0.007956999999999999,1473.148294625325,5.401357099641997e-06
Online Music and Video Streaming Services,9887.0,31564.0,0.3132365986566975,0.043184,1473.148294625325,2.9314088851444015e-05
Other,96.0,31564.0,0.0030414396147509823,6.1738110000000015,1473.148294625325,0.0041908957995095975
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4530.0,0.002869757174392936,0.006836,1384.815674722195,4.936397041701132e-06
Phone Provider,168.0,27034.0,0.006214396685655101,9.672119,88.33261990313,0.10949657114899268
Real Estate (Residential and/or Commercial),3.0,4530.0,0.0006622516556291391,4.6e-05,1384.815674722195,3.321741719108427e-08
"Recreation, Sports, and Performing Arts",6.0,27034.0,0.00022194273877339647,0.0,88.33261990313,0.0
Software Development,3230.0,31564.0,0.10233177037130908,26.769023,1473.148294625325,0.018171302303824296
