sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4523.0,0.0006632765863365023,3.0,1387.6164101362228,0.002161980773710718
Buildings (Residential or Commercial),15.0,4523.0,0.0033163829316825116,1.006851,1387.6164101362228,0.00072559750133047
Chemical and Pharmaceutical Manufacturing,1.0,4523.0,0.00022109219544550078,1.5e-05,1387.6164101362228,1.080990386855359e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26771.0,0.0002241231182996526,0.0,87.33235606785561,0.0
"Colleges, Universities, and Professional Schools",16.0,31294.0,0.0005112801175944271,2.000008,1474.9487662040785,0.0013559847269456087
Computer and Network Security,1604.0,31294.0,0.05125583178884131,0.019979,1474.9487662040785,1.3545555247602169e-05
Electronics and Computer Components,2.0,4523.0,0.00044218439089100157,1.000015,1387.6164101362228,0.0007206710678074413
Elementary and Secondary Schools,1.0,4523.0,0.00022109219544550078,1.0,1387.6164101362228,0.0007206602579035727
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26771.0,0.0001867692652497105,0.0,87.33235606785561,0.0
Hosting and Cloud Provider,7915.0,31294.0,0.25292388317249315,14.344713,1474.9487662040785,0.00972556696794119
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26771.0,0.0001494154121997684,0.0,87.33235606785561,0.0
Insurance Carriers and Agencies,1.0,4523.0,0.00022109219544550078,1.5e-05,1387.6164101362228,1.080990386855359e-08
Internet Service Provider (ISP),5429.0,31294.0,0.17348373490125904,215.65770999999998,1474.9487662040785,0.14621369564925002
"Investment, Portfolio Management, Pensions and Funds",17.0,31294.0,0.0005432351249440787,15.000015,1474.9487662040785,0.010169854942557748
"Law Enforcement, Public Safety, and Justice",3.0,26771.0,0.0001120615591498263,0.0,87.33235606785561,0.0
"Law, Business, and Consulting Services",133.0,31294.0,0.004250015977503675,1004.0002589999999,1474.9487662040785,0.6807017857195748
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4523.0,0.0006632765863365023,3.0,1387.6164101362228,0.002161980773710718
"Military, Defense, National Security, and International Affairs",37.0,26771.0,0.0013820925628478579,1.5e-05,87.33235606785561,1.717576471696845e-07
None,2787.0,31294.0,0.08905860548347926,171.24250300000006,1474.9487662040785,0.1161006449333891
Online Informational Content,20.0,31294.0,0.0006391001469930338,0.007956999999999999,1474.9487662040785,5.394763657098475e-06
Online Music and Video Streaming Services,9770.0,31294.0,0.31220042180609703,0.043183,1474.9487662040785,2.9277627121337625e-05
Other,98.0,31294.0,0.0031315907202658657,7.177718000000001,1474.9487662040785,0.004866418525487189
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4523.0,0.00287419854079151,0.006836,1387.6164101362228,4.9264335230288225e-06
Phone Provider,168.0,26771.0,0.006275447312390273,9.672119,87.33235606785561,0.11075069350568012
Real Estate (Residential and/or Commercial),3.0,4523.0,0.0006632765863365023,4.6e-05,1387.6164101362228,3.315037186356434e-08
"Recreation, Sports, and Performing Arts",6.0,26771.0,0.0002241231182996526,0.0,87.33235606785561,0.0
Software Development,3234.0,31294.0,0.10334249376877357,26.768795000000004,1474.9487662040785,0.018148965993505017
