org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as
20i Limited,2,4517,0.00044277175116227583,3.1e-05,1382.815506875515,2.2418030348853116e-08,[48254]
21vianet(China) Inc.,3,26902,0.00011151587242584194,0.0,87.33237514154567,0.0,[17428]
23M GmbH,2,31419,6.365574970559216e-05,1.0,1470.1478820170607,0.0006802036803454002,[47447]
24 SHELLS,15,31419,0.0004774181227919412,2.7e-05,1470.1478820170607,1.8365499369325807e-08,[55081]
34SP.com Limited,2,26902,7.43439149505613e-05,0.0,87.33237514154567,0.0,[41357]
3xK Tech GmbH,15,31419,0.0004774181227919412,9.0,1470.1478820170607,0.0061218331231086024,"[200373, 198571]"
AEZA INTERNATIONAL LTD,3,26902,0.00011151587242584194,3.0,87.33237514154567,0.03435152193144513,[210644]
AKILE LTD,2,4517,0.00044277175116227583,0.003922,1382.815506875515,2.836242420264578e-06,[61112]
ALKON SAS,3,26902,0.00011151587242584194,0.0,87.33237514154567,0.0,[266768]
ANS ACADEMY LIMITED,5,31419,0.00015913937426398038,1.5e-05,1470.1478820170607,1.0203055205181004e-08,[61323]
"AT&T Services, Inc.",3,4517,0.0006641576267434137,3.0,1382.815506875515,0.0021694868079535274,[7018]
Adrian Paschkowski,1,4517,0.00022138587558113792,0.003906,1382.815506875515,2.8246718239554928e-06,[205987]
Akamai International B.V.,9866,31419,0.31401381329768613,0.03914,1470.1478820170607,2.6623172048718966e-05,"[33905, 20940, 21342]"
"Akamai Technologies, Inc.",1276,31419,0.040612368312167794,0.018585,1470.1478820170607,1.2641585399219264e-05,"[36183, 16625, 63949]"
Al Asmary Abdullah Ibrahim A,1,4517,0.00022138587558113792,1.0,1382.815506875515,0.0007231622693178425,[210499]
Alex Liu,1,4517,0.00022138587558113792,1.5e-05,1382.815506875515,1.0847434039767637e-08,[206368]
"Alibaba (US) Technology Co., Ltd.",2,4517,0.00044277175116227583,3.1e-05,1382.815506875515,2.2418030348853116e-08,[37963]
Alliance LLC,3,4517,0.0006641576267434137,4.6e-05,1382.815506875515,3.326546438862075e-08,[39900]
Allo Communications LLC,1,26902,3.717195747528065e-05,0.0,87.33237514154567,0.0,[15108]
Altinea SAS,52,26902,0.0019329417887145937,0.085693,87.33237514154567,0.0009812283229571094,[41405]
AltusHost B.V.,10,31419,0.00031827874852796077,3e-05,1470.1478820170607,2.040611041036201e-08,[51430]
"Amazon.com, Inc.",5929,31419,0.18870747000222796,0.020881,1470.1478820170607,1.4203333049292303e-05,[16509]
"Anthropic, PBC",1,4517,0.00022138587558113792,1.5e-05,1382.815506875515,1.0847434039767637e-08,[399358]
Aperture Science Limited,2,4517,0.00044277175116227583,3.1e-05,1382.815506875515,2.2418030348853116e-08,[38008]
Arcade Solutions AG,7,26902,0.0002602037023269645,0.0,87.33237514154567,0.0,[51873]
Arelion Sweden AB,73,26902,0.002713552895695487,0.0,87.33237514154567,0.0,[1299]
