sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4513.0,0.0006647462884998893,3.0,1382.6904915571213,0.002169682961095321
Buildings (Residential or Commercial),15.0,4513.0,0.003323731442499446,1.006851,1382.6904915571213,0.0007281824863539283
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4513.0,0.00022158209616662973,1.5e-05,1382.6904915571213,1.0848414805476606e-08
Chemical and Pharmaceutical Manufacturing,1.0,4513.0,0.00022158209616662973,1.5e-05,1382.6904915571213,1.0848414805476606e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26864.0,0.00022334723049434186,0.0,87.33261935085571,0.0
"Colleges, Universities, and Professional Schools",16.0,31377.0,0.0005099276540140868,2.000008,1470.023110907977,0.0013605282700383339
Computer and Network Security,1597.0,31377.0,0.050897153966281035,0.019902000000000003,1470.023110907977,1.353856266090082e-05
Electronics and Computer Components,1.0,4513.0,0.00022158209616662973,1.5e-05,1382.6904915571213,1.0848414805476606e-08
Elementary and Secondary Schools,1.0,4513.0,0.00022158209616662973,1.0,1382.6904915571213,0.0007232276536984403
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26864.0,0.00018612269207861823,0.0,87.33261935085571,0.0
Hosting and Cloud Provider,7882.0,31377.0,0.2512031105586895,14.348648999999998,1470.023110907977,0.009760832257349604
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26864.0,0.0001488981536628946,0.0,87.33261935085571,0.0
Internet Service Provider (ISP),5465.0,31377.0,0.1741721643241865,208.657499,1470.023110907977,0.14194164530591646
"Investment, Portfolio Management, Pensions and Funds",17.0,31377.0,0.0005417981323899672,15.000015,1470.023110907977,0.010203931413523876
"Law Enforcement, Public Safety, and Justice",3.0,26864.0,0.00011167361524717093,0.0,87.33261935085571,0.0
"Law, Business, and Consulting Services",133.0,31377.0,0.004238773623992096,1004.0002589999999,1470.023110907977,0.6829826358171113
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4513.0,0.0006647462884998893,3.0,1382.6904915571213,0.002169682961095321
"Military, Defense, National Security, and International Affairs",37.0,26864.0,0.0013773079213817748,1.5e-05,87.33261935085571,1.7175712936924555e-07
None,2784.0,31377.0,0.08872741179845109,175.31690600000005,1470.023110907977,0.11926132636902116
Online Informational Content,20.0,31377.0,0.0006374095675176085,0.007956999999999999,1470.023110907977,5.412840070987227e-06
Online Music and Video Streaming Services,9867.0,31377.0,0.3144660101348121,0.043184,1470.023110907977,2.9376408901032105e-05
Other,96.0,31377.0,0.0030595659240845205,6.1738110000000015,1470.023110907977,0.0041998054004652174
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4513.0,0.0028805672501661865,0.006836,1382.6904915571213,4.943984240682538e-06
Phone Provider,168.0,26864.0,0.006253722453841573,9.672119,87.33261935085571,0.11075035962384919
Real Estate (Residential and/or Commercial),3.0,4513.0,0.0006647462884998893,4.6e-05,1382.6904915571213,3.3268472070128255e-08
"Recreation, Sports, and Performing Arts",6.0,26864.0,0.00022334723049434186,0.0,87.33261935085571,0.0
Software Development,3230.0,31377.0,0.10294164515409376,26.768993,1470.023110907977,0.01820991302882702
