as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
209641,47,26902,0.001747,30.0,87.332375,0.343515,I-SERVERS LTD,GB,Education and Research,None
395839,168,26902,0.006245,9.672119,87.332375,0.110751,HOSTKEY,US,Computer and Information Technology,Phone Provider
29182,10,26902,0.000372,7.0,87.332375,0.080154,JSC IOT,RU,Computer and Information Technology,None
213220,33,26902,0.001227,6.500015,87.332375,0.074428,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
44812,8,26902,0.000297,6.0,87.332375,0.068703,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
197992,9,26902,0.000335,5.0,87.332375,0.057253,DEFSOLUTION LLC,US,None,None
57043,6,26902,0.000223,4.0,87.332375,0.045802,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
29014,4,26902,0.000149,4.0,87.332375,0.045802,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
210644,3,26902,0.000112,3.0,87.332375,0.034352,AEZA INTERNATIONAL LTD,GB,None,None
204916,4,26902,0.000149,3.0,87.332375,0.034352,"RACKTECH CO., LTD.",TH,None,None
48261,4,26902,0.000149,2.0,87.332375,0.022901,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
199925,2,26902,7.4e-05,2.0,87.332375,0.022901,Phan Nhat Nghi,VG,Construction and Real Estate,Other
53667,21,26902,0.000781,1.000015,87.332375,0.011451,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
60781,36,26902,0.001338,1.0,87.332375,0.011451,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
197619,2,26902,7.4e-05,1.0,87.332375,0.011451,Telnab Networks LLC,US,None,None
64267,12,26902,0.000446,0.75,87.332375,0.008588,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
135981,178,26902,0.006617,0.551773,87.332375,0.006318,VisualViet Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,26902,0.000297,0.5,87.332375,0.005725,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
36492,1550,26902,0.057617,0.128812,87.332375,0.001475,Google LLC,US,Computer and Information Technology,Software Development
140810,32,26902,0.00119,0.125,87.332375,0.001431,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
41405,52,26902,0.001933,0.085693,87.332375,0.000981,Altinea SAS,FR,Computer and Information Technology,None
138652,2,26902,7.4e-05,0.007812,87.332375,8.9e-05,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
396982,4,26902,0.000149,0.003937,87.332375,4.5e-05,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
201217,1,26902,3.7e-05,0.003906,87.332375,4.5e-05,RADISHCLOUD TECHNOLOGY LLC,US,None,None
41378,16,26902,0.000595,0.000702,87.332375,8e-06,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,26902,7.4e-05,0.000488,87.332375,6e-06,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
397031,27,26902,0.001004,0.000412,87.332375,5e-06,"GALAXYGATE, LLC",US,Other,None
13213,179,26902,0.006654,0.000171,87.332375,2e-06,UK-2 Limited,GB,Computer and Information Technology,Hosting and Cloud Provider
9009,167,26902,0.006208,0.000151,87.332375,2e-06,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
46997,8,26902,0.000297,0.000122,87.332375,1e-06,Black Mesa Corporation,US,Health Care Services,Other
205212,8,26902,0.000297,0.000122,87.332375,1e-06,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
60068,9,26902,0.000335,0.000107,87.332375,1e-06,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
149485,15,26902,0.000558,9.8e-05,87.332375,1e-06,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
20940,9853,26902,0.366255,7.8e-05,87.332375,1e-06,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
13335,1400,26902,0.052041,6.1e-05,87.332375,1e-06,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
45609,37,26902,0.001375,6.1e-05,87.332375,1e-06,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
56630,3,26902,0.000112,4.6e-05,87.332375,1e-06,Melbikomas UAB,LT,Computer and Information Technology,None
61317,3,26902,0.000112,4.6e-05,87.332375,1e-06,Hivelocity Inc,US,Computer and Information Technology,None
62217,12,26902,0.000446,4.6e-05,87.332375,1e-06,Vinters IT Ltd,GB,Computer and Information Technology,None
396356,40,26902,0.001487,4.4e-05,87.332375,1e-06,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
262287,36,26902,0.001338,3.4e-05,87.332375,0.0,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
6939,588,26902,0.021857,3.2e-05,87.332375,0.0,Hurricane Electric LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
