sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4524.0,0.000663129973474801,3.0,1386.6281136274338,0.0021635216901465877
Buildings (Residential or Commercial),15.0,4524.0,0.0033156498673740055,1.006851,1386.6281136274338,0.0007261146590819272
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,26741.0,3.739575932089301e-05,0.0,88.33258820836014,0.0
Chemical and Pharmaceutical Manufacturing,1.0,4524.0,0.00022104332449160034,1.5e-05,1386.6281136274338,1.0817608450732938e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26741.0,0.00022437455592535805,0.0,88.33258820836014,0.0
"Colleges, Universities, and Professional Schools",16.0,31265.0,0.0005117543579082041,2.000008,1474.960701835794,0.0013559737540876251
Computer and Network Security,1600.0,31265.0,0.05117543579082041,0.019948,1474.960701835794,1.3524428125557471e-05
Electronics and Computer Components,2.0,4524.0,0.0004420866489832007,1.000015,1386.6281136274338,0.00072118471432398
Elementary and Secondary Schools,1.0,4524.0,0.00022104332449160034,1.0,1386.6281136274338,0.0007211738967155292
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26741.0,0.00018697879660446506,0.0,88.33258820836014,0.0
Hosting and Cloud Provider,7857.0,31265.0,0.2513033743802975,14.344683,1474.960701835794,0.00972546792748176
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26741.0,0.00014958303728357204,0.0,88.33258820836014,0.0
Insurance Carriers and Agencies,1.0,4524.0,0.00022104332449160034,1.5e-05,1386.6281136274338,1.0817608450732938e-08
Internet Service Provider (ISP),5454.0,31265.0,0.17444426675195907,216.657759,1474.960701835794,0.14689052984960158
"Investment, Portfolio Management, Pensions and Funds",17.0,31265.0,0.0005437390052774668,15.000015,1474.960701835794,0.010169772646369759
"Law Enforcement, Public Safety, and Justice",3.0,26741.0,0.00011218727796267903,0.0,88.33258820836014,0.0
"Law, Business, and Consulting Services",133.0,31265.0,0.004253958100111946,1004.0002589999999,1474.960701835794,0.6806962773654794
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4524.0,0.000663129973474801,3.0,1386.6281136274338,0.0021635216901465877
"Military, Defense, National Security, and International Affairs",37.0,26741.0,0.0013836430948730414,1.5e-05,88.33258820836014,1.698127531893189e-07
None,2779.0,31265.0,0.0888853350391812,170.25417800000005,1474.960701835794,0.11542963672733451
Online Informational Content,20.0,31265.0,0.0006396929473852551,0.007956999999999999,1474.960701835794,5.394720001757609e-06
Online Music and Video Streaming Services,9783.0,31265.0,0.31290580521349753,0.043184,1474.960701835794,2.927806818598726e-05
Other,98.0,31265.0,0.0031344954421877497,7.177718000000001,1474.960701835794,0.004866379145604579
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4524.0,0.0028735632183908046,0.006836,1386.6281136274338,4.929944757947358e-06
Phone Provider,168.0,26741.0,0.006282487565910026,9.672119,88.33258820836014,0.10949661043764813
Real Estate (Residential and/or Commercial),3.0,4524.0,0.000663129973474801,4.6e-05,1386.6281136274338,3.317399924891434e-08
"Recreation, Sports, and Performing Arts",6.0,26741.0,0.00022437455592535805,0.0,88.33258820836014,0.0
Software Development,3236.0,31265.0,0.10350231888693427,26.769069000000002,1474.960701835794,0.01814900489666075
