sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4517.0,0.0006641576267434137,3.0,1382.815506875515,0.0021694868079535274
Buildings (Residential or Commercial),15.0,4517.0,0.003320788133717069,1.006851,1382.815506875515,0.0007281166540249389
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4517.0,0.00022138587558113792,1.5e-05,1382.815506875515,1.0847434039767637e-08
Chemical and Pharmaceutical Manufacturing,1.0,4517.0,0.00022138587558113792,1.5e-05,1382.815506875515,1.0847434039767637e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26902.0,0.00022303174485168388,0.0,87.33237514154567,0.0
"Colleges, Universities, and Professional Schools",16.0,31419.0,0.0005092459976447373,2.000008,1470.1478820170607,0.001360412802320243
Computer and Network Security,1597.0,31419.0,0.05082911613991534,0.019902000000000003,1470.1478820170607,1.3537413646234159e-05
Electronics and Computer Components,1.0,4517.0,0.00022138587558113792,1.5e-05,1382.815506875515,1.0847434039767637e-08
Elementary and Secondary Schools,1.0,4517.0,0.00022138587558113792,1.0,1382.815506875515,0.0007231622693178425
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26902.0,0.00018585978737640325,0.0,87.33237514154567,0.0
Hosting and Cloud Provider,7912.0,31419.0,0.2518221458353226,14.348650000000001,1470.1478820170607,0.009760004537988028
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26902.0,0.0001486878299011226,0.0,87.33237514154567,0.0
Internet Service Provider (ISP),5460.0,31419.0,0.1737801966962666,209.657499,1470.1478820170607,0.14260980243181207
"Investment, Portfolio Management, Pensions and Funds",17.0,31419.0,0.0005410738724975333,15.000015,1470.1478820170607,0.01020306540823621
"Law Enforcement, Public Safety, and Justice",3.0,26902.0,0.00011151587242584194,0.0,87.33237514154567,0.0
"Law, Business, and Consulting Services",133.0,31419.0,0.004233107355421878,1004.0002589999999,1470.1478820170607,0.682924671239535
"Metal, Glass, Wood, and Paper Manufacturing",2.0,4517.0,0.00044277175116227583,2.0,1382.815506875515,0.001446324538635685
"Military, Defense, National Security, and International Affairs",37.0,26902.0,0.001375362426585384,1.5e-05,87.33237514154567,1.7175760965722568e-07
None,2790.0,31419.0,0.08879977083930106,175.44192200000003,1470.1478820170607,0.11933624103127066
Online Informational Content,20.0,31419.0,0.0006365574970559215,0.007956999999999999,1470.1478820170607,5.412380684508349e-06
Online Music and Video Streaming Services,9880.0,31419.0,0.31445940354562524,0.043184,1470.1478820170607,2.9373915732035764e-05
Other,96.0,31419.0,0.0030554759858684236,6.1738110000000015,1470.1478820170607,0.004199448963956917
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4517.0,0.002878016382554793,0.006836,1382.815506875515,4.943537273056771e-06
Phone Provider,168.0,26902.0,0.006244888855847149,9.672119,87.33237514154567,0.11075066931734907
Real Estate (Residential and/or Commercial),3.0,4517.0,0.0006641576267434137,4.6e-05,1382.815506875515,3.326546438862075e-08
"Recreation, Sports, and Performing Arts",6.0,26902.0,0.00022303174485168388,0.0,87.33237514154567,0.0
Software Development,3229.0,31419.0,0.10277220789967854,26.768749,1470.1478820170607,0.018208201588042254
