as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,3,26771,0.0001120615591498263,0.0,87.332356,0.0,University of Illinois
174,9,31294,0.0002875950661468652,0.015656,1474.948766,1.061460598557496e-05,Cogent Communications
513,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,CERN - European Organization for Nuclear Research
577,30,26771,0.001120615591498263,8e-06,87.332356,9.160407856167305e-08,Bell Canada
680,3,26771,0.0001120615591498263,0.0,87.332356,0.0,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
701,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,Verizon Business
812,40,26771,0.001494154121997684,0.0,87.332356,0.0,Rogers Communications Canada Inc.
835,1,26771,3.73538530499421e-05,1.5e-05,87.332356,1.7175764730313698e-07,GoCodeIT Inc
852,25,26771,0.0009338463262485526,0.0,87.332356,0.0,TELUS Communications Inc.
949,5,4523,0.001105460977227504,7.6e-05,1387.61641,5.477017960604833e-08,xTom
1221,40,26771,0.001494154121997684,0.0,87.332356,0.0,Telstra Corporation Limited
1239,2,4523,0.00044218439089100157,2.0,1387.61641,0.0014413205159486402,Sprint
1257,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,Tele2 Sverige AB
1299,73,26771,0.0027268312726457735,0.0,87.332356,0.0,Arelion Sweden AB
1547,9,26771,0.0003361846774494789,0.0,87.332356,0.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom"""
1653,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,Vetenskapsradet / SUNET
1659,10,26771,0.000373538530499421,8e-06,87.332356,9.160407856167305e-08,National Chung Hsing University
1680,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,Cellcom Fixed Line Communication L.P
1921,9,4523,0.001989829759009507,0.000137,1387.61641,9.873045534248186e-08,ipcom GmbH
1930,17,26771,0.0006350155018490157,0.0,87.332356,0.0,"Fundacao para a Ciencia e a Tecnologia, I.P."
1955,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,KIFU (Governmental Info Tech Development Agency)
2497,4,26771,0.0001494154121997684,0.0,87.332356,0.0,Internet Initiative Japan Inc.
2519,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,ARTERIA Networks Corporation
2527,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,Sony Network Communications Inc.
2635,2,26771,7.47077060998842e-05,0.0,87.332356,0.0,"Automattic, Inc"
2860,11,26771,0.0004108923835493631,0.0,87.332356,0.0,"NOS COMUNICACOES, S.A."
3175,3,4523,0.0006632765863365023,3.0,1387.61641,0.0021619807739229604,Citytelecom LLC
3214,3,26771,0.0001120615591498263,0.0,87.332356,0.0,xTom GmbH
3292,3,26771,0.0001120615591498263,0.0,87.332356,0.0,TDC Holding A/S
3303,15,26771,0.0005603077957491315,0.0,87.332356,0.0,Swisscom (Schweiz) AG
3320,2,26771,7.47077060998842e-05,0.0,87.332356,0.0,Deutsche Telekom AG
3389,13,26771,0.0004856000896492473,0.0,87.332356,0.0,Ford Motor Company
3462,3,26771,0.0001120615591498263,0.0,87.332356,0.0,"Chunghwa Telecom Co., Ltd."
3741,9,26771,0.0003361846774494789,0.0,87.332356,0.0,Dimension Data
4134,13,26771,0.0004856000896492473,0.0,87.332356,0.0,"No.31,Jin-rong Street"
4230,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,CLARO S.A.
4538,2,31294,6.391001469930338e-05,1.0,1474.948766,0.0006779896516080071,China Education and Research Network Center
4637,13,26771,0.0004856000896492473,0.0,87.332356,0.0,Telstra International Limited
4651,19,26771,0.0007097232079489,0.0,87.332356,0.0,CAT Telecom Public Company Limited
4657,19,31294,0.0006071451396433822,0.0,1474.948766,0.0,Starhub Ltd.
4739,15,26771,0.0005603077957491315,0.0,87.332356,0.0,iiNet Limited
4761,3,4523,0.0006632765863365023,0.0,1387.61641,0.0,PT. INDOSAT Tbk
4788,13,31294,0.00041541509554547196,0.0,1474.948766,0.0,TM TECHNOLOGY SERVICES SDN BHD
4802,1,26771,3.73538530499421e-05,0.0,87.332356,0.0,iiNet Limited
