as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,2,26902,7.43439149505613e-05,0.0,87.332375,0.0,University of Illinois
174,11,31419,0.0003501066233807569,0.015656,1470.147882,1.064926881961117e-05,Cogent Communications
513,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,CERN - European Organization for Nuclear Research
577,30,26902,0.0011151587242584195,8e-06,87.332375,9.160405863232278e-08,Bell Canada
680,2,26902,7.43439149505613e-05,0.0,87.332375,0.0,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
701,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,Verizon Business
812,40,26902,0.001486878299011226,0.0,87.332375,0.0,Rogers Communications Canada Inc.
835,1,26902,3.717195747528065e-05,1.5e-05,87.332375,1.717576099356052e-07,GoCodeIT Inc
852,25,26902,0.0009292989368820163,0.0,87.332375,0.0,TELUS Communications Inc.
906,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,DMIT Cloud Services
949,6,4517,0.0013283152534868275,9.2e-05,1382.815507,6.65309287712522e-08,xTom
1221,40,26902,0.001486878299011226,0.0,87.332375,0.0,Telstra Corporation Limited
1239,2,4517,0.00044277175116227583,2.0,1382.815507,0.0014463245385054825,Sprint
1257,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,Tele2 Sverige AB
1299,73,26902,0.002713552895695487,0.0,87.332375,0.0,Arelion Sweden AB
1547,10,26902,0.0003717195747528065,0.0,87.332375,0.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom"""
1653,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,Vetenskapsradet / SUNET
1659,10,26902,0.0003717195747528065,8e-06,87.332375,9.160405863232278e-08,National Chung Hsing University
1680,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,Cellcom Fixed Line Communication L.P
1921,9,4517,0.0019924728802302415,0.000137,1382.815507,9.907323088762556e-08,ipcom GmbH
1930,17,26902,0.0006319232770797711,0.0,87.332375,0.0,"Fundacao para a Ciencia e a Tecnologia, I.P."
1955,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,KIFU (Governmental Info Tech Development Agency)
2497,4,26902,0.0001486878299011226,0.0,87.332375,0.0,Internet Initiative Japan Inc.
2527,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,Sony Network Communications Inc.
2635,2,26902,7.43439149505613e-05,0.0,87.332375,0.0,"Automattic, Inc"
2860,11,26902,0.0004088915322280871,0.0,87.332375,0.0,"NOS COMUNICACOES, S.A."
3175,3,4517,0.0006641576267434137,3.0,1382.815507,0.002169486807758224,Citytelecom LLC
3214,3,26902,0.00011151587242584194,0.0,87.332375,0.0,xTom GmbH
3292,3,26902,0.00011151587242584194,0.0,87.332375,0.0,TDC Holding A/S
3303,15,26902,0.0005575793621292098,0.0,87.332375,0.0,Swisscom (Schweiz) AG
3320,2,26902,7.43439149505613e-05,0.0,87.332375,0.0,Deutsche Telekom AG
3389,13,26902,0.00048323544717864843,0.0,87.332375,0.0,Ford Motor Company
3462,3,26902,0.00011151587242584194,0.0,87.332375,0.0,"Chunghwa Telecom Co., Ltd."
3741,9,26902,0.00033454761727752584,0.0,87.332375,0.0,Dimension Data
4134,13,26902,0.00048323544717864843,0.0,87.332375,0.0,"No.31,Jin-rong Street"
4230,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,CLARO S.A.
4538,2,31419,6.365574970559216e-05,1.0,1470.147882,0.0006802036803532939,China Education and Research Network Center
4637,13,26902,0.00048323544717864843,0.0,87.332375,0.0,Telstra International Limited
4651,19,26902,0.0007062671920303323,0.0,87.332375,0.0,CAT Telecom Public Company Limited
4657,19,31419,0.0006047296222031255,0.0,1470.147882,0.0,Starhub Ltd.
4739,15,26902,0.0005575793621292098,0.0,87.332375,0.0,iiNet Limited
4761,3,4517,0.0006641576267434137,0.0,1382.815507,0.0,PT. INDOSAT Tbk
4788,13,31419,0.000413762373086349,0.0,1470.147882,0.0,TM TECHNOLOGY SERVICES SDN BHD
4802,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,iiNet Limited
4808,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,China Unicom
4811,2,26902,7.43439149505613e-05,0.0,87.332375,0.0,China Telecom (Group)
4812,1,26902,3.717195747528065e-05,0.0,87.332375,0.0,China Telecom (Group)
