sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio,as
None,2700,37577,0.071858,12.000107000000002,18.0229904217014,0.6658219999999999,"[29182, 204916, 197992, 62217, 61317, 202888, 41717, 62282, 149151, 140824, 58777, 44901, 60781, 61098, 61323, 51115, 51468, 48581, 55990, 56630, 38, 134756, 208058, 205544, 209641, 397031, 216435, 210644, 210403, 200827, 137697, 137702, 138421, 138915, 198068, 197695, 197619, 197598, 149042, 140903, 140716, 140061, 38365, 41405, 8888, 7679, 6724, 11917, 11426, 9354, 9806, 9605, 2497, 513, 3389, 12876, 29222, 29097, 29066, 29014, 27823, 32934, 38631, 33363, 35492, 33760, 21100, 17511]"
Internet Service Provider (ISP),4423,37577,0.117724,2.94692,18.0229904217014,0.16350800000000001,"[57043, 64267, 30721, 138652, 41378, 62874, 140810, 45609, 9009, 138997, 30633, 46841, 268972, 55081, 396356, 133480, 46562, 12167, 11990, 9498, 397373, 134094, 6939, 11878, 26527, 59437, 58542, 50113, 59605, 45474, 58541, 58487, 44974, 58057, 44812, 60294, 44066, 60893, 43766, 42846, 58453, 45758, 45727, 55644, 51430, 51873, 53356, 49544, 55410, 55818, 49981, 55836, 48261, 56040, 56041, 56046, 47447, 56655, 45899, 209453, 207996, 207375, 206774, 205766, 204957, 200738, 210107, 397423, 266768, 213220, 212238, 211786, 63023, 136959, 136188, 135981, 134771, 134238, 133798, 131445, 63835, 63410, 199752, 199274, 199244, 147049, 42487, 5606, 8943, 8781, 8697, 8657, 8560, 8422, 8342, 7922, 6805, 6762, 6718, 6697, 6315, 9002, 9121, 9312, 9924, 12360, 12306, 10474, 9929, 9829, 9824, 9808, 9534, 9500, 9381, 5432, 41000, 5410, 1955, 1930, 1680, 1653, 1547, 1299, 1257, 852, 835, 812, 701, 680, 577, 2860, 3214, 3292, 4651, 4837, 4835, 4812, 4811, 4808, 4788, 4657, 4637, 3303, 4230, 4134, 3741, 3462, 3320, 12849, 12859, 12874, 30781, 29789, 29413, 29075, 28890, 28573, 28075, 27947, 24961, 30798, 30860, 40630, 174, 38266, 38255, 35826, 34665, 33387, 24547, 24444, 24400, 15133, 15943, 15802, 15600, 15169, 17185, 15108, 14522, 14080, 13999, 13030, 17378, 24309, 24203, 23724, 22822, 22697, 21859, 21575, 20853, 20473, 18001, 17501, 398565]"
Phone Provider,11,37577,0.000293,2.0,18.0229904217014,0.110969,[395839]
"Investment, Portfolio Management, Pensions and Funds",2,37577,5.4e-05,1.0,18.0229904217014,0.055485,"[209968, 134762]"
Software Development,2870,37577,0.076376,0.075294,18.0229904217014,0.004177,"[36492, 54113, 45027, 58466, 59504, 47583, 209622, 205125, 63949, 25923, 25532, 36351, 39122, 34762, 17428]"
Computer and Network Security,289,37577,0.007691,0.000277,18.0229904217014,1.5e-05,"[36183, 8100, 212772, 11019, 33438, 16625, 19551]"
Hosting and Cloud Provider,2055,37577,0.05469,0.000196,18.0229904217014,1.1e-05,"[13213, 262287, 16509, 40676, 53667, 49542, 54455, 48635, 202505, 395747, 213192, 200487, 135967, 142055, 8283, 6233, 35470, 16276, 14340, 13335]"
Online Music and Video Streaming Services,23020,37577,0.612609,0.00010099999999999999,18.0229904217014,4.9999999999999996e-06,"[60068, 20940, 396982, 43614, 21342]"
Other,2096,37577,0.055778,9.2e-05,18.0229904217014,5e-06,"[205212, 45090, 46997, 209114, 200351, 199925, 25148, 40994]"
"Recreation, Sports, and Performing Arts",6,37577,0.00016,0.0,18.0229904217014,0.0,"[137753, 131486]"
Online Informational Content,3,37577,8e-05,0.0,18.0229904217014,0.0,[149485]
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5,37577,0.000133,0.0,18.0229904217014,0.0,"[210079, 16345]"
"Military, Defense, National Security, and International Affairs",35,37577,0.0009310000000000001,0.0,18.0229904217014,0.0,"[62571, 397232, 397226, 397220, 19969]"
"Colleges, Universities, and Professional Schools",5,37577,0.000134,0.0,18.0229904217014,0.0,"[204679, 1659, 4538, 24357]"
"Law Enforcement, Public Safety, and Justice",3,37577,8e-05,0.0,18.0229904217014,0.0,[15130]
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4,37577,0.000106,0.0,18.0229904217014,0.0,[208492]
"Government and Regulatory Agencies, Administrations, Departments, and Services",5,37577,0.000133,0.0,18.0229904217014,0.0,[134768]
"Law, Business, and Consulting Services",45,37577,0.001198,0.0,18.0229904217014,0.0,"[205100, 210083, 1221, 15967]"
