org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as
20i Limited,2,4384,0.0004562043795620438,3.1e-05,1391.5470128655434,2.227736448239952e-08,[48254]
21vianet(China) Inc.,3,37595,7.979784545817262e-05,0.0,20.022754284862607,0.0,[17428]
23M GmbH,2,41979,4.7642869053574406e-05,1.0,1411.569767150406,0.0007084311546419283,[47447]
24 SHELLS,16,41979,0.00038114295242859525,2.6000000000000002e-05,1411.569767150406,1.8419210020690138e-08,[55081]
3xK Tech GmbH,4,4384,0.0009124087591240876,4.0,1391.5470128655434,0.00287449864289026,"[198571, 200373]"
AEZA INTERNATIONAL LTD,124,37595,0.0032983109456044685,0.0,20.022754284862607,0.0,[210644]
AKILE LTD,2,4384,0.0004562043795620438,0.003922,1391.5470128655434,2.8184459193539003e-06,[61112]
ALKON SAS,3,37595,7.979784545817262e-05,0.0,20.022754284862607,0.0,[266768]
ANS ACADEMY LIMITED,5,41979,0.00011910717263393602,1.5e-05,1411.569767150406,1.0626467319628925e-08,[61323]
ARLINK S.A.,4,37595,0.00010639712727756351,0.0,20.022754284862607,0.0,[28075]
"AT&T Services, Inc.",7,4384,0.0015967153284671533,7.0,1391.5470128655434,0.005030372625057956,[7018]
Adrian Paschkowski,1,4384,0.0002281021897810219,0.003906,1391.5470128655434,2.8069479247823395e-06,[205987]
Akamai International B.V.,14184,41979,0.3378832273279497,0.039086,1411.569767150406,2.768974011033441e-05,[33905]
"Akamai Technologies, Inc.",1189,41979,0.028323685652349984,0.017395,1411.569767150406,1.2323159934996343e-05,"[36183, 16625]"
Al Asmary Abdullah Ibrahim A,3,4384,0.0006843065693430657,3.0,1391.5470128655434,0.0021558739821676953,[210499]
"Alibaba (US) Technology Co., Ltd.",2,4384,0.0004562043795620438,3.1e-05,1391.5470128655434,2.227736448239952e-08,[37963]
Alliance LLC,3,4384,0.0006843065693430657,4.6e-05,1391.5470128655434,3.3056734393237995e-08,[39900]
