org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
JSC IOT,9,37562,0.00024,7.0,17.022715834511622,0.411215,[29182],['RU'],['Computer and Information Technology'],['None']
"RACKTECH CO., LTD.",3,37562,8e-05,3.0,17.022715834511622,0.176235,[204916],['TH'],['None'],['None']
HOSTKEY B.V.,6,37562,0.00016,2.0,17.022715834511622,0.11749,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DEFSOLUTION LLC,8,37562,0.000213,2.0,17.022715834511622,0.11749,[197992],['US'],['None'],['None']
HOSTKEY,11,37562,0.000293,2.0,17.022715834511622,0.11749,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
Sprious LLC,8,37562,0.000213,0.5,17.022715834511622,0.029373,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,37562,0.000213,0.4375,17.022715834511622,0.025701,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,10771,37562,0.28675300000000004,0.075307,17.022715834511622,0.004424,"[36492, 396982, 15169]",['US'],"['Computer and Information Technology'
 'Media, Publishing, and Broadcasting']","['Software Development' 'Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Super Godzilla Communications GK,2,37562,5.3e-05,0.007812,17.022715834511622,0.000459,[138652],['JP'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kirino LLC,17,37562,0.000453,0.000641,17.022715834511622,3.8e-05,[41378],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Web2Objects LLC,2,37562,5.3e-05,0.000488,17.022715834511622,2.9e-05,[62874],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Megacore Technology Company Limited,6,37562,0.00016,0.000244,17.022715834511622,1.4e-05,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UK-2 Limited,190,37562,0.005058,0.000159,17.022715834511622,9e-06,[13213],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
LoudTronix Inc.,12,37562,0.000319,9.2e-05,17.022715834511622,5e-06,[205212],['CA'],['Community Groups and Nonprofits'],['Other']
Bharti Airtel Limited,70,37562,0.001864,6.2e-05,17.022715834511622,4e-06,"[45609, 9498]",['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Datacamp Limited,13,37562,0.000346,6.1e-05,17.022715834511622,4e-06,"[60068, 212238]",['GB'],"['Media, Publishing, and Broadcasting'
 'Computer and Information Technology']","['Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Vinters IT Ltd,12,37562,0.000319,4.6e-05,17.022715834511622,3e-06,[62217],['GB'],['Computer and Information Technology'],['None']
M247 Europe SRL,245,37562,0.006523,4.5e-05,17.022715834511622,3e-06,[9009],['RO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Eons Data Communications Limited,4,37562,0.000106,3.1e-05,17.022715834511622,2e-06,[138997],['HK'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Hivelocity Inc,4,37562,0.000106,3.1e-05,17.022715834511622,2e-06,[61317],['US'],['Computer and Information Technology'],['None']
Latitude.sh LTDA,35,37562,0.000932,2.8e-05,17.022715834511622,2e-06,[262287],['BR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"Leaseweb USA, Inc.",69,37562,0.001837,2.6e-05,17.022715834511622,2e-06,[30633],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Akamai International B.V.,14160,37562,0.37697600000000003,2.4e-05,17.022715834511622,1e-06,"[20940, 21342]",['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
ERBCOM TELECOMUNICACOES EIRELI - ME,1,37562,2.7e-05,1.5e-05,17.022715834511622,1e-06,[268972],['BR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
UPSTREAM NETWORK LTD,1,37562,2.7e-05,1.5e-05,17.022715834511622,1e-06,[202888],['GB'],['None'],['None']
"Fork Networking, LLC",2,37562,5.3e-05,1.5e-05,17.022715834511622,1e-06,[46841],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
24 SHELLS,15,37562,0.000399,1.1e-05,17.022715834511622,1e-06,[55081],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Latitude.sh,33,37562,0.000879,1e-05,17.022715834511622,1e-06,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Telfly Technology Limited,9,37562,0.00024,8e-06,17.022715834511622,0.0,[41717],['HK'],['None'],['None']
Intergrid Group Pty Ltd,7,37562,0.000186,7e-06,17.022715834511622,0.0,[133480],['AU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Amazon.com, Inc.",808,37562,0.021511,6e-06,17.022715834511622,0.0,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
LightWave Networks,4,37562,0.000107,4e-06,17.022715834511622,0.0,"[12167, 26527]",['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Fastly, Inc.",3,37562,8e-05,3e-06,17.022715834511622,0.0,[54113],['US'],['Computer and Information Technology'],['Software Development']
Psychz Networks,3,37562,8e-05,3e-06,17.022715834511622,0.0,[40676],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
