sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4359.0,0.0006882312456985547,3.0,1391.48391777277,0.0021559717375690874
Buildings (Residential or Commercial),16.0,4359.0,0.003670566643725625,2.006851,1391.48391777277,0.001442238012504087
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4359.0,0.00022941041523285156,1.5e-05,1391.48391777277,1.0779858687845437e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5.0,37562.0,0.00013311325275544434,0.0,17.022715834511622,0.0
"Colleges, Universities, and Professional Schools",6.0,41921.0,0.00014312635671858974,1.0,1408.5066336072816,0.0007099718071181048
Computer and Network Security,1492.0,41921.0,0.03559075403735598,0.0186329999999999,1408.5066336072816,1.3228904682031575e-05
Electronics and Computer Components,2.0,4359.0,0.0004588208304657031,1.000015,1391.48391777277,0.0007186680257150504
Elementary and Secondary Schools,1.0,4359.0,0.00022941041523285156,1.0,1391.48391777277,0.0007186572458563624
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,37562.0,0.00013311325275544434,0.0,17.022715834511622,0.0
Hosting and Cloud Provider,3516.0,41921.0,0.08387204503709358,13.351835000000001,1408.5066336072816,0.009479426423292761
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,37562.0,0.00010649060220435547,0.0,17.022715834511622,0.0
Internet Service Provider (ISP),5050.0,41921.0,0.12046468357147969,202.104615,1408.5066336072816,0.14348857873845883
"Investment, Portfolio Management, Pensions and Funds",17.0,41921.0,0.0004055246773693376,15.000015,1408.5066336072816,0.010649587756348678
"Law Enforcement, Public Safety, and Justice",3.0,37562.0,7.986795165326659e-05,0.0,17.022715834511622,0.0
"Law, Business, and Consulting Services",137.0,41921.0,0.0032680518117411323,1004.000275,1408.5066336072816,0.7128118895888241
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4359.0,0.0006882312456985547,3.0,1391.48391777277,0.0021559717375690874
"Military, Defense, National Security, and International Affairs",35.0,37562.0,0.0009317927692881103,0.0,17.022715834511622,0.0
None,3062.0,41921.0,0.07304215071205362,127.08947900000004,1408.5066336072816,0.09022994707132845
Online Informational Content,8.0,41921.0,0.00019083514229145296,0.007859,1408.5066336072816,5.579668432141185e-06
Online Music and Video Streaming Services,23045.0,41921.0,0.5497244817633167,0.039164,1408.5066336072816,2.7805335853973453e-05
Other,2167.0,41921.0,0.05169246916819732,5.1736900000000015,1408.5066336072816,0.0036731740387688683
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4359.0,0.0029823353980270705,0.006836,1391.48391777277,4.912740932674094e-06
Phone Provider,11.0,37562.0,0.00029284915606197755,2.0,17.022715834511622,0.11749006559489333
Real Estate (Residential and/or Commercial),3.0,4359.0,0.0006882312456985547,4.6e-05,1391.48391777277,3.3058233309392676e-08
"Recreation, Sports, and Performing Arts",6.0,37562.0,0.00015973590330653318,0.0,17.022715834511622,0.0
Software Development,3310.0,41921.0,0.07895804012308867,28.707297,1408.5066336072816,0.020381371528566148
