as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
397165,62,4384,0.014142,992.0,1391.547013,0.712876,EpicUp Holdings Inc,US,Service,"Law, Business, and Consulting Services"
204916,100,4384,0.02281,64.375,1391.547013,0.046261,"RACKTECH CO., LTD.",TH,None,None
396356,2,4384,0.000456,32.0,1391.547013,0.022996,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
44812,29,4384,0.006615,29.0,1391.547013,0.02084,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
210107,23,4384,0.005246,23.0,1391.547013,0.016528,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
396319,1,4384,0.000228,16.0,1391.547013,0.011498,Oxylabs,US,Computer and Information Technology,Internet Service Provider (ISP)
20473,17,4384,0.003878,13.000061,1391.547013,0.009342,"The Constant Company, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
30633,14,4384,0.003193,13.000015,1391.547013,0.009342,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
209968,13,4384,0.002965,13.0,1391.547013,0.009342,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
1239,10,4384,0.002281,10.0,1391.547013,0.007186,Sprint,US,Computer and Information Technology,Internet Service Provider (ISP)
59504,12,4384,0.002737,9.1875,1391.547013,0.006602,LLC Vpsville,RU,Computer and Information Technology,Software Development
62240,30,4384,0.006843,9.000549,1391.547013,0.006468,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
47596,9,4384,0.002053,7.000031,1391.547013,0.00503,IT Express Ltd.,UA,Service,"Law, Business, and Consulting Services"
49581,7,4384,0.001597,7.0,1391.547013,0.00503,Ferdinand Zink trading as Tube-Hosting,DE,Computer and Information Technology,Software Development
