sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",2.0,4357.0,0.0004590314436538903,2.0,1387.5455175042152,0.0014413941559174286
Buildings (Residential or Commercial),16.0,4357.0,0.0036722515492311225,2.006851,1387.5455175042152,0.001446331651598524
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5.0,37445.0,0.00013352917612498332,0.0,20.022785014083787,0.0
"Colleges, Universities, and Professional Schools",6.0,41802.0,0.00014353380221042057,1.0,1407.568302518299,0.0007104450975564644
Computer and Network Security,1490.0,41802.0,0.035644227548921104,0.018602999999999998,1407.568302518299,1.3216410149842905e-05
Electronics and Computer Components,2.0,4357.0,0.0004590314436538903,1.000015,1387.5455175042152,0.0007207078884148838
Elementary and Secondary Schools,1.0,4357.0,0.00022951572182694515,1.0,1387.5455175042152,0.0007206970779587143
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,37445.0,0.00013352917612498332,0.0,20.022785014083787,0.0
Hosting and Cloud Provider,3534.0,41802.0,0.08454140950193771,13.348097,1407.568302518299,0.00948309007535815
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,37445.0,0.00010682334089998664,0.0,20.022785014083787,0.0
Internet Service Provider (ISP),4966.0,41802.0,0.11879814362949141,202.10361699999999,1407.568302518299,0.1435835238960793
"Investment, Portfolio Management, Pensions and Funds",17.0,41802.0,0.00040667910626285823,15.000015,1407.568302518299,0.010656687120023428
"Law Enforcement, Public Safety, and Justice",2.0,37445.0,5.341167044999332e-05,0.0,20.022785014083787,0.0
"Law, Business, and Consulting Services",137.0,41802.0,0.003277355150471269,1004.000275,1407.568302518299,0.713287073319092
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4357.0,0.0006885471654808355,3.0,1387.5455175042152,0.002162091233876143
"Military, Defense, National Security, and International Affairs",35.0,37445.0,0.0009347042328748832,0.0,20.022785014083787,0.0
None,3051.0,41802.0,0.07298693842399885,127.15591700000002,1407.568302518299,0.0903372978579467
Online Informational Content,8.0,41802.0,0.0001913784029472274,0.007859,1407.568302518299,5.583388021696254e-06
Online Music and Video Streaming Services,23022.0,41802.0,0.5507391990813837,0.0391629999999999,1407.568302518299,2.7823161355603745e-05
Other,2168.0,41802.0,0.05186354719869863,5.1736900000000015,1407.568302518299,0.003675622696776905
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4357.0,0.002983704383750287,0.006836,1387.5455175042152,4.926685224925771e-06
Phone Provider,11.0,37445.0,0.0002937641874749633,2.0,20.022785014083787,0.09988620457110357
Real Estate (Residential and/or Commercial),3.0,4357.0,0.0006885471654808355,4.6e-05,1387.5455175042152,3.315206558610086e-08
"Recreation, Sports, and Performing Arts",6.0,37445.0,0.00016023501134997998,0.0,20.022785014083787,0.0
Software Development,3295.0,41802.0,0.07882397971388928,28.707298,1407.568302518299,0.020394959128192496
