as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
29182,9,37190,0.000242,7.0,23.960513,0.292147,JSC IOT,RU,Computer and Information Technology,None
209968,4,37190,0.000108,4.0,23.960513,0.166941,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
204916,3,37190,8.1e-05,3.0,23.960513,0.125206,"RACKTECH CO., LTD.",TH,None,None
395839,11,37190,0.000296,2.0,23.960513,0.083471,HOSTKEY,US,Computer and Information Technology,Phone Provider
197992,8,37190,0.000215,2.0,23.960513,0.083471,DEFSOLUTION LLC,US,None,None
57043,6,37190,0.000161,2.0,23.960513,0.083471,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
51126,1,37190,2.7e-05,1.0,23.960513,0.041735,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
52042,1,37190,2.7e-05,1.0,23.960513,0.041735,Kew Solutions Unipessoal Lda,PT,Construction and Real Estate,Buildings (Residential or Commercial)
44812,8,37190,0.000215,1.0,23.960513,0.041735,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
64267,8,37190,0.000215,0.5,23.960513,0.020868,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,37190,0.000215,0.4375,23.960513,0.018259,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
36492,1642,37190,0.044152,0.01279,23.960513,0.000534,Google LLC,US,Computer and Information Technology,Software Development
138652,2,37190,5.4e-05,0.007812,23.960513,0.000326,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
41378,17,37190,0.000457,0.000641,23.960513,2.7e-05,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,37190,5.4e-05,0.000488,23.960513,2e-05,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
36183,18,37190,0.000484,0.000275,23.960513,1.1e-05,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
140810,6,37190,0.000161,0.000244,23.960513,1e-05,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
13213,190,37190,0.005109,0.000159,23.960513,7e-06,UK-2 Limited,GB,Computer and Information Technology,Hosting and Cloud Provider
205212,12,37190,0.000323,9.2e-05,23.960513,4e-06,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
60068,12,37190,0.000323,6.1e-05,23.960513,3e-06,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
45609,37,37190,0.000995,6.1e-05,23.960513,3e-06,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
62217,12,37190,0.000323,4.6e-05,23.960513,2e-06,Vinters IT Ltd,GB,Computer and Information Technology,None
16509,810,37190,0.02178,3.7e-05,23.960513,2e-06,"Amazon.com, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
138997,4,37190,0.000108,3.1e-05,23.960513,1e-06,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
61317,4,37190,0.000108,3.1e-05,23.960513,1e-06,Hivelocity Inc,US,Computer and Information Technology,None
9009,178,37190,0.004786,3e-05,23.960513,1e-06,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
262287,35,37190,0.000941,2.8e-05,23.960513,1e-06,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
20940,13906,37190,0.373918,2.3e-05,23.960513,1e-06,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
30633,61,37190,0.00164,1.9e-05,23.960513,1e-06,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
396982,8861,37190,0.238263,1.7e-05,23.960513,1e-06,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
46841,2,37190,5.4e-05,1.5e-05,23.960513,1e-06,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
268972,1,37190,2.7e-05,1.5e-05,23.960513,1e-06,ERBCOM TELECOMUNICACOES EIRELI - ME,BR,Computer and Information Technology,Internet Service Provider (ISP)
40509,1,37190,2.7e-05,1.5e-05,23.960513,1e-06,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
202888,1,37190,2.7e-05,1.5e-05,23.960513,1e-06,UPSTREAM NETWORK LTD,GB,None,None
55081,15,37190,0.000403,1.1e-05,23.960513,0.0,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
396356,32,37190,0.00086,9e-06,23.960513,0.0,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
41717,9,37190,0.000242,8e-06,23.960513,0.0,Telfly Technology Limited,HK,None,None
133480,7,37190,0.000188,7e-06,23.960513,0.0,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
54113,5,37190,0.000134,5e-06,23.960513,0.0,"Fastly, Inc.",US,Computer and Information Technology,Software Development
46562,14,37190,0.000376,3e-06,23.960513,0.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
12167,3,37190,8.1e-05,3e-06,23.960513,0.0,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
40676,3,37190,8.1e-05,3e-06,23.960513,0.0,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
62282,3,37190,8.1e-05,3e-06,23.960513,0.0,UAB Rakrejus,LT,Computer and Information Technology,None
11990,2,37190,5.4e-05,2e-06,23.960513,0.0,"Unlimited Net, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
149151,2,37190,5.4e-05,2e-06,23.960513,0.0,VNSUN CLOUD COMPANY LIMITED,VN,None,None
140824,2,37190,5.4e-05,2e-06,23.960513,0.0,VNIDC TECHNOLOGY COMPANY LIMITED,VN,None,None
