sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4335.0,0.0006920415224913495,3.0,1387.4797216057775,0.002162193762751356
Buildings (Residential or Commercial),16.0,4335.0,0.003690888119953864,2.006851,1387.4797216057775,0.001446400238323774
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",5.0,37577.0,0.0001330601165606621,0.0,18.0229904217014,0.0
"Colleges, Universities, and Professional Schools",6.0,41912.0,0.00014315709104790992,1.0,1405.502712027479,0.000711489199873169
Computer and Network Security,1492.0,41912.0,0.03559839664058027,0.018618,1405.502712027479,1.3246505923238658e-05
Electronics and Computer Components,2.0,4335.0,0.000461361014994233,1.000015,1387.4797216057775,0.0007207420652192659
Elementary and Secondary Schools,1.0,4335.0,0.0002306805074971165,1.0,1387.4797216057775,0.000720731254250452
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,37577.0,0.0001330601165606621,0.0,18.0229904217014,0.0
Hosting and Cloud Provider,3509.0,41912.0,0.08372303874785264,13.347884,1405.502712027479,0.009496875307159874
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,37577.0,0.00010644809324852969,0.0,18.0229904217014,0.0
Internet Service Provider (ISP),5061.0,41912.0,0.120753006298912,200.100694,1405.502712027479,0.14236948266812582
"Investment, Portfolio Management, Pensions and Funds",17.0,41912.0,0.0004056117579690781,15.000015,1405.502712027479,0.010672348670435532
"Law Enforcement, Public Safety, and Justice",3.0,37577.0,7.983606993639726e-05,0.0,18.0229904217014,0.0
"Law, Business, and Consulting Services",137.0,41912.0,0.003268753578927276,1004.000275,1405.502712027479,0.7143353523321916
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4335.0,0.0006920415224913495,3.0,1387.4797216057775,0.002162193762751356
"Military, Defense, National Security, and International Affairs",35.0,37577.0,0.0009314208159246348,0.0,18.0229904217014,0.0
None,3066.0,41912.0,0.07315327352548197,126.09344700000004,1405.502712027479,0.08971412571527987
Online Informational Content,8.0,41912.0,0.0001908761213972132,0.007859,1405.502712027479,5.591593621803234e-06
Online Music and Video Streaming Services,23030.0,41912.0,0.5494846344722275,0.0391629999999999,1405.502712027479,2.7864051534632843e-05
Other,2168.0,41912.0,0.05172742889864478,5.1736900000000015,1405.502712027479,0.0036810245584918164
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4335.0,0.0029988465974625142,0.006836,1387.4797216057775,4.92691885405609e-06
Phone Provider,11.0,37577.0,0.00029273225643345664,2.0,18.0229904217014,0.11096937595837643
Real Estate (Residential and/or Commercial),3.0,4335.0,0.0006920415224913495,4.6e-05,1387.4797216057775,3.315363769552079e-08
"Recreation, Sports, and Performing Arts",6.0,37577.0,0.00015967213987279452,0.0,18.0229904217014,0.0
Software Development,3308.0,41912.0,0.07892727619774766,28.707311999999998,1405.502712027479,0.02042494244538942
