org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
I-SERVERS LTD,47,27900,0.001685,30.0,90.33271710436489,0.332106,[209641],['GB'],['Education and Research'],['None']
HOSTKEY,168,27900,0.006022,9.672119,90.33271710436489,0.107072,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
JSC IOT,10,27900,0.000358,7.0,90.33271710436489,0.077491,[29182],['RU'],['Computer and Information Technology'],['None']
IP SERVER LLC,9,27900,0.000323,7.0,90.33271710436489,0.077491,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Delta Ltd,35,27900,0.001254,6.500015,90.33271710436489,0.071956,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DEFSOLUTION LLC,9,27900,0.000323,5.0,90.33271710436489,0.055351,[197992],['US'],['None'],['None']
HOSTKEY B.V.,6,27900,0.000215,4.0,90.33271710436489,0.044281,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ScaleUp Technologies GmbH & Co. KG,4,27900,0.000143,4.0,90.33271710436489,0.044281,[29014],['DE'],['Computer and Information Technology'],['None']
"RACKTECH CO., LTD.",4,27900,0.000143,3.0,90.33271710436489,0.033211,[204916],['TH'],['None'],['None']
AEZA INTERNATIONAL LTD,3,27900,0.000108,3.0,90.33271710436489,0.033211,[210644],['GB'],['None'],['None']
Phan Nhat Nghi,2,27900,7.2e-05,2.0,90.33271710436489,0.02214,[199925],['VG'],['Construction and Real Estate'],['Other']
socialimprove LLC,4,27900,0.000143,2.0,90.33271710436489,0.02214,[48261],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",63,27900,0.002258,1.000017,90.33271710436489,0.01107,[30633],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FranTech Solutions,21,27900,0.000753,1.000015,90.33271710436489,0.01107,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
SYN LTD,1,27900,3.6e-05,1.0,90.33271710436489,0.01107,[64080],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
LeaseWeb Netherlands B.V.,36,27900,0.00129,1.0,90.33271710436489,0.01107,[60781],['NL'],['Computer and Information Technology'],['None']
Telnab Networks LLC,2,27900,7.2e-05,1.0,90.33271710436489,0.01107,[197619],['US'],['None'],['None']
Sprious LLC,12,27900,0.00043,0.75,90.33271710436489,0.008303,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
VisualViet Company Limited,178,27900,0.00638,0.551773,90.33271710436489,0.006108,[135981],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,27900,0.000287,0.5,90.33271710436489,0.005535,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,1833,27900,0.065698,0.132993,90.33271710436489,0.001473,"[36492, 396982, 15169]",['US'],"['Computer and Information Technology'
 'Media, Publishing, and Broadcasting']","['Software Development' 'Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Megacore Technology Company Limited,32,27900,0.001147,0.125,90.33271710436489,0.001384,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Altinea SAS,52,27900,0.001864,0.085693,90.33271710436489,0.000949,[41405],['FR'],['Computer and Information Technology'],['None']
