as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
29182,9,37989,0.000237,7.0,31.086095,0.225181,JSC IOT,RU,Computer and Information Technology,None
209968,5,37989,0.000132,5.0,31.086095,0.160844,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
204916,4,37989,0.000105,3.0625,31.086095,0.098517,"RACKTECH CO., LTD.",TH,None,None
51659,3,37989,7.9e-05,3.0,31.086095,0.096506,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
202888,3,37989,7.9e-05,2.000015,31.086095,0.064338,UPSTREAM NETWORK LTD,GB,None,None
395839,11,37989,0.00029,2.0,31.086095,0.064337,HOSTKEY,US,Computer and Information Technology,Phone Provider
197992,8,37989,0.000211,2.0,31.086095,0.064337,DEFSOLUTION LLC,US,None,None
57043,6,37989,0.000158,2.0,31.086095,0.064337,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
62240,1,37989,2.6e-05,1.0,31.086095,0.032169,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
51126,1,37989,2.6e-05,1.0,31.086095,0.032169,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
52042,1,37989,2.6e-05,1.0,31.086095,0.032169,Kew Solutions Unipessoal Lda,PT,Construction and Real Estate,Buildings (Residential or Commercial)
44812,9,37989,0.000237,1.0,31.086095,0.032169,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
64267,8,37989,0.000211,0.5,31.086095,0.016084,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,37989,0.000211,0.4375,31.086095,0.014074,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
36492,1652,37989,0.043486,0.07529,31.086095,0.002422,Google LLC,US,Computer and Information Technology,Software Development
138652,2,37989,5.3e-05,0.007812,31.086095,0.000251,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
41378,17,37989,0.000447,0.000641,31.086095,2.1e-05,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
16509,851,37989,0.022401,0.000586,31.086095,1.9e-05,"Amazon.com, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
62874,2,37989,5.3e-05,0.000488,31.086095,1.6e-05,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
36183,18,37989,0.000474,0.000275,31.086095,9e-06,"Akamai Technologies, Inc.",US,Computer and Information Technology,Computer and Network Security
140810,6,37989,0.000158,0.000244,31.086095,8e-06,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
13213,190,37989,0.005001,0.000159,31.086095,5e-06,UK-2 Limited,GB,Computer and Information Technology,Hosting and Cloud Provider
205212,12,37989,0.000316,9.2e-05,31.086095,3e-06,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
45609,37,37989,0.000974,6.1e-05,31.086095,2e-06,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
60068,12,37989,0.000316,6.1e-05,31.086095,2e-06,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
62217,12,37989,0.000316,4.6e-05,31.086095,1e-06,Vinters IT Ltd,GB,Computer and Information Technology,None
9009,254,37989,0.006686,4.5e-05,31.086095,1e-06,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
138997,4,37989,0.000105,3.1e-05,31.086095,1e-06,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
61317,4,37989,0.000105,3.1e-05,31.086095,1e-06,Hivelocity Inc,US,Computer and Information Technology,None
30633,78,37989,0.002053,3e-05,31.086095,1e-06,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
262287,35,37989,0.000921,2.8e-05,31.086095,1e-06,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
20940,14187,37989,0.37345,2.4e-05,31.086095,1e-06,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
396982,8861,37989,0.233252,1.7e-05,31.086095,1e-06,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
40509,1,37989,2.6e-05,1.5e-05,31.086095,0.0,"Fly.io, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
268972,1,37989,2.6e-05,1.5e-05,31.086095,0.0,ERBCOM TELECOMUNICACOES EIRELI - ME,BR,Computer and Information Technology,Internet Service Provider (ISP)
46841,2,37989,5.3e-05,1.5e-05,31.086095,0.0,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
55081,15,37989,0.000395,1.1e-05,31.086095,0.0,24 SHELLS,US,Computer and Information Technology,Internet Service Provider (ISP)
396356,33,37989,0.000869,1e-05,31.086095,0.0,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
54113,8,37989,0.000211,8e-06,31.086095,0.0,"Fastly, Inc.",US,Computer and Information Technology,Software Development
41717,9,37989,0.000237,8e-06,31.086095,0.0,Telfly Technology Limited,HK,None,None
133480,7,37989,0.000184,7e-06,31.086095,0.0,Intergrid Group Pty Ltd,AU,Computer and Information Technology,Internet Service Provider (ISP)
62282,3,37989,7.9e-05,3e-06,31.086095,0.0,UAB Rakrejus,LT,Computer and Information Technology,None
12167,3,37989,7.9e-05,3e-06,31.086095,0.0,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
46562,14,37989,0.000369,3e-06,31.086095,0.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
40676,3,37989,7.9e-05,3e-06,31.086095,0.0,Psychz Networks,US,Computer and Information Technology,Hosting and Cloud Provider
11990,2,37989,5.3e-05,2e-06,31.086095,0.0,"Unlimited Net, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
8100,8,37989,0.000211,2e-06,31.086095,0.0,QuadraNet Enterprises LLC,US,Computer and Information Technology,Computer and Network Security
140824,2,37989,5.3e-05,2e-06,31.086095,0.0,VNIDC TECHNOLOGY COMPANY LIMITED,VN,None,None
149151,2,37989,5.3e-05,2e-06,31.086095,0.0,VNSUN CLOUD COMPANY LIMITED,VN,None,None
6939,611,37989,0.016084,1e-06,31.086095,0.0,Hurricane Electric LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
26527,1,37989,2.6e-05,1e-06,31.086095,0.0,LightWave Networks,US,Computer and Information Technology,Internet Service Provider (ISP)
45027,2,37989,5.3e-05,1e-06,31.086095,0.0,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
9498,33,37989,0.000869,1e-06,31.086095,0.0,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
134094,1,37989,2.6e-05,1e-06,31.086095,0.0,"SERVERFIELD CO., LTD.",TW,Computer and Information Technology,Internet Service Provider (ISP)
11878,1,37989,2.6e-05,1e-06,31.086095,0.0,"tzulo, inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
397373,5,37989,0.000132,1e-06,31.086095,0.0,H4Y Technologies LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
55410,1,37989,2.6e-05,0.0,31.086095,0.0,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
205544,1,37989,2.6e-05,0.0,31.086095,0.0,LEASEWEB UK LIMITED,GB,Computer and Information Technology,None
212238,1,37989,2.6e-05,0.0,31.086095,0.0,Datacamp Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
54455,1,37989,2.6e-05,0.0,31.086095,0.0,MadeIT inc.,US,Computer and Information Technology,Hosting and Cloud Provider
212772,1,37989,2.6e-05,0.0,31.086095,0.0,AdGuard Software Limited,CY,Computer and Information Technology,Computer and Network Security
53667,10,37989,0.000263,0.0,31.086095,0.0,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
53356,1,37989,2.6e-05,0.0,31.086095,0.0,Free Range Cloud Hosting Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
213192,1,37989,2.6e-05,0.0,31.086095,0.0,NetBase BV,NL,Computer and Information Technology,Hosting and Cloud Provider
51873,8,37989,0.000211,0.0,31.086095,0.0,Arcade Solutions AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
55430,1,37989,2.6e-05,0.0,31.086095,0.0,Starhub Ltd.,SG,Computer and Information Technology,Internet Service Provider (ISP)
55990,3,37989,7.9e-05,0.0,31.086095,0.0,Huawei,CN,Computer and Information Technology,None
55644,3,37989,7.9e-05,0.0,31.086095,0.0,Vodafone Idea Ltd. (VIL),IN,Computer and Information Technology,Internet Service Provider (ISP)
55818,2,37989,5.3e-05,0.0,31.086095,0.0,Corporate / Direct Member IDNIC,ID,Computer and Information Technology,Internet Service Provider (ISP)
58777,1,37989,2.6e-05,0.0,31.086095,0.0,ChinaTelecom Cybersecurity Tech,CN,Computer and Information Technology,None
210644,124,37989,0.003264,0.0,31.086095,0.0,AEZA INTERNATIONAL LTD,GB,None,None
58542,9,37989,0.000237,0.0,31.086095,0.0,"Tianjij,300000",CN,Computer and Information Technology,Internet Service Provider (ISP)
58541,2,37989,5.3e-05,0.0,31.086095,0.0,"Qingdao,266000",CN,Computer and Information Technology,Internet Service Provider (ISP)
58487,123,37989,0.003238,0.0,31.086095,0.0,Rumahweb,ID,Computer and Information Technology,Internet Service Provider (ISP)
58466,1,37989,2.6e-05,0.0,31.086095,0.0,CHINANET Guangdong province network,CN,Computer and Information Technology,Software Development
58453,6,37989,0.000158,0.0,31.086095,0.0,China Mobile International Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
58057,10,37989,0.000263,0.0,31.086095,0.0,Securebit AG,CH,Computer and Information Technology,Internet Service Provider (ISP)
211786,1,37989,2.6e-05,0.0,31.086095,0.0,KaasHosting B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
56655,1,37989,2.6e-05,0.0,31.086095,0.0,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
56630,1,37989,2.6e-05,0.0,31.086095,0.0,Melbikomas UAB,LT,Computer and Information Technology,None
56046,7,37989,0.000184,0.0,31.086095,0.0,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
56041,3,37989,7.9e-05,0.0,31.086095,0.0,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
56040,19,37989,0.0005,0.0,31.086095,0.0,China Mobile Communications Corporation,CN,Computer and Information Technology,Internet Service Provider (ISP)
55836,60,37989,0.001579,0.0,31.086095,0.0,Reliance Jio Infocomm Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
213220,55,37989,0.001448,0.0,31.086095,0.0,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
51115,6,37989,0.000158,0.0,31.086095,0.0,HLL LLC,RU,Computer and Information Technology,None
51468,28,37989,0.000737,0.0,31.086095,0.0,One.com A/S,DK,Computer and Information Technology,None
44974,2,37989,5.3e-05,0.0,31.086095,0.0,RegioNet Schweinfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
45727,4,37989,0.000105,0.0,31.086095,0.0,"Hutchison CP Telecommunications, PT",ID,Computer and Information Technology,Internet Service Provider (ISP)
397031,1,37989,2.6e-05,0.0,31.086095,0.0,"GALAXYGATE, LLC",US,Other,None
397220,16,37989,0.000421,0.0,31.086095,0.0,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
397226,4,37989,0.000105,0.0,31.086095,0.0,Neustar Security Services,US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
45474,3,37989,7.9e-05,0.0,31.086095,0.0,NEXUSGUARD LIMITED,HK,Computer and Information Technology,Internet Service Provider (ISP)
45090,2,37989,5.3e-05,0.0,31.086095,0.0,Shenzhen Tencent Computer Systems Company Limited,CN,Computer and Information Technology,Other
44901,1,37989,2.6e-05,0.0,31.086095,0.0,Belcloud LTD,BG,Computer and Information Technology,None
