org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as
20i Limited,2,4402,0.00045433893684688776,3.1e-05,1387.4972234368324,2.2342387052287542e-08,[48254]
21vianet(China) Inc.,3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[17428]
23M GmbH,2,30903,6.471863573115878e-05,1.0,1476.8259447843168,0.0006771278656985168,[47447]
24 SHELLS,15,30903,0.0004853897679836909,2.7e-05,1476.8259447843168,1.828245237385995e-08,[55081]
34SP.com Limited,2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[41357]
3xK Tech GmbH,10,4402,0.002271694684234439,10.0,1387.4972234368324,0.007207221629770175,"[200373, 198571]"
AEZA INTERNATIONAL LTD,3,26501,0.00011320327534810007,3.0,89.32872134748428,0.03358382337445702,[210644]
AKILE LTD,2,4402,0.00045433893684688776,0.003922,1387.4972234368324,2.826672323195863e-06,[61112]
ALKON SAS,3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[266768]
ANS ACADEMY LIMITED,5,30903,0.00016179658932789697,1.5e-05,1476.8259447843168,1.0156917985477752e-08,[61323]
ARLINK S.A.,3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[28075]
ARTERIA Networks Corporation,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[2519]
"AT&T Services, Inc.",3,4402,0.0006815084052703317,3.0,1387.4972234368324,0.0021621664889310524,[7018]
Adrian Paschkowski,1,4402,0.00022716946842344388,0.003906,1387.4972234368324,2.8151407685882305e-06,[205987]
Akamai International B.V.,9618,30903,0.31123191923114263,0.03914,1476.8259447843168,2.6502784663439948e-05,"[33905, 20940, 21342]"
"Akamai Technologies, Inc.",1190,30903,0.03850758826003948,0.017303,1476.8259447843168,1.1716343460181434e-05,"[36183, 16625, 63949]"
Akenes SA,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[61098]
Alex Liu,1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[206368]
"Alibaba (US) Technology Co., Ltd.",2,4402,0.00045433893684688776,3.1e-05,1387.4972234368324,2.2342387052287542e-08,[37963]
Alliance LLC,3,4402,0.0006815084052703317,4.6e-05,1387.4972234368324,3.315321949694281e-08,[39900]
Allo Communications LLC,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[15108]
Altinea SAS,52,26501,0.0019621901060337347,0.085693,89.32872134748428,0.0009592995254757817,[41405]
AltusHost B.V.,10,30903,0.00032359317865579394,3e-05,1476.8259447843168,2.0313835970955505e-08,[51430]
"Amazon.com, Inc.",6169,30903,0.19962463191275928,0.021004,1476.8259447843168,1.4222393691131645e-05,[16509]
"Anthropic, PBC",1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[399358]
Aperture Science Limited,2,4402,0.00045433893684688776,3.1e-05,1387.4972234368324,2.2342387052287542e-08,[38008]
Arcade Solutions AG,8,26501,0.0003018754009282669,0.0,89.32872134748428,0.0,[51873]
Arcus Novus UAB,1,4402,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175,[51259]
Arelion Sweden AB,73,26501,0.002754613033470435,0.0,89.32872134748428,0.0,[1299]
Art of Automation B.V.,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[60893]
ArtPlanet LLC,7,30903,0.00022651522505905575,6.0,1476.8259447843168,0.004062767194191101,[49542]
Artfiles LLC,1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[394923]
"Ashton Holmes, Sole Proprietorship",12,30903,0.00038831181438695275,3.1e-05,1476.8259447843168,2.099096383665402e-08,[33760]
Astute Internet,1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[63213]
"Atria Convergence Technologies Pvt. Ltd.,",14,26501,0.000528281951624467,0.0,89.32872134748428,0.0,[24309]
BAI Communications Inc.,1,4402,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175,[396113]
BIT BV,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[12859]
BWE CAPITAL LIMITED,3,30903,9.707795359673819e-05,0.007812,1476.8259447843168,5.289722886836813e-06,[197730]
Bach Kim Network solutions Join stock company,2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[135967]
Baoshuo Network,1,4402,0.00022716946842344388,0.0625,1387.4972234368324,4.5045135186063597e-05,[151814]
"Beijing Baidu Netcom Science and Technology Co., Ltd.",1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[38365]
"Beijing Educational Information Network Service Center Co., Ltd",7,26501,0.0002641409758122335,0.0,89.32872134748428,0.0,[9806]
"Beijing Jingdong 360 Degree E-commerce Co., Ltd.",5,26501,0.0001886721255801668,0.0,89.32872134748428,0.0,[131486]
Beijing Jingdong Shangke Information Technology Co. Ltd.,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[137753]
Belcloud LTD,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[44901]
Bell Canada,30,26501,0.0011320327534810007,8e-06,89.32872134748428,8.955686233188538e-08,[577]
Bharat Sanchar Nigam Ltd,40,26501,0.0015093770046413343,0.0,89.32872134748428,0.0,[9829]
Bharti Airtel Limited,245,30903,0.007928032877066952,0.039659,1476.8259447843168,2.6854214025737475e-05,"[45609, 9498]"
Black Mesa Corporation,10,30903,0.00032359317865579394,0.00061,1476.8259447843168,4.130479980760952e-07,[46997]
Blacknight Internet Solutions Limited,11,26501,0.0004150786762763669,0.0,89.32872134748428,0.0,[39122]
Bouygues Telecom SA,21,26501,0.0007924229274367006,8e-06,89.32872134748428,8.955686233188538e-08,[5410]
CAT Telecom Public Company Limited,19,26501,0.0007169540772046338,0.0,89.32872134748428,0.0,[4651]
CERN - European Organization for Nuclear Research,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[513]
CERNET2 IX at South China University of Technology,2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[24357]
CHINA UNICOM Industrial Internet Backbone,42,26501,0.0015848458548734011,0.0,89.32872134748428,0.0,[4837]
CHINANET Guangdong province network,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[58466]
CHINANET Jiangx province IDC network,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[134238]
CHINANET Liaoning province Dalian MAN network,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[134762]
CHINANET SHAANXI province Cloud Base network,5,26501,0.0001886721255801668,0.0,89.32872134748428,0.0,[134768]
"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , Jiangsu Province, P.R.China.",1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[137697]
"CHUAN KAI INTERNATIONAL CO., LTD",1,4402,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175,[133375]
CLARO S.A.,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[4230]
CLDIN B.V.,11,26501,0.0004150786762763669,0.0,89.32872134748428,0.0,[48635]
COMMUNITY NETWORK CENTER INCORPORATED.,2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[9354]
CORK INTERNET EXCHANGE LIMITED,1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[47720]
"CacheNetworks, Inc.",1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[30081]
Cellcom Fixed Line Communication L.P,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[1680]
Charter Communications Inc,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[11426]
"Charter Communications, Inc",2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[33363]
China Education and Research Network (CERNET),1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[38255]
China Education and Research Network Center,2,30903,6.471863573115878e-05,1.0,1476.8259447843168,0.0006771278656985168,[4538]
China Mobile,33,26501,0.0012452360288291008,0.0,89.32872134748428,0.0,"[9808, 24547, 24444, 24400]"
China Mobile Communications Corporation,28,26501,0.001056563903248934,0.0,89.32872134748428,0.0,"[56040, 56041, 56046]"
China Mobile International Limited,19,30903,0.0006148270394460085,0.0,1476.8259447843168,0.0,[58453]
China Telecom,22,26501,0.0008301573525527338,0.0,89.32872134748428,0.0,"[140061, 140903, 137702, 134756]"
China Telecom (Group),5,26501,0.0001886721255801668,0.0,89.32872134748428,0.0,"[4835, 4812, 4811]"
China Unicom,6,26501,0.00022640655069620014,0.0,89.32872134748428,0.0,"[140716, 138421, 136959, 4808]"
ChinaTelecom Cybersecurity Tech,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[58777]
"ChoicePoint, Inc.",14,30903,0.0004530304501181115,1.5e-05,1476.8259447843168,1.0156917985477752e-08,[25923]
Christopher Mountford,1,4402,0.00022716946842344388,0.000244,1387.4972234368324,1.7585620776639225e-07,[206981]
"Chunghwa Telecom Co., Ltd.",3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[3462]
Citytelecom LLC,3,4402,0.0006815084052703317,3.0,1387.4972234368324,0.0021621664889310524,[3175]
Claro NXT Telecomunicacoes Ltda,196,30903,0.0063424263016535615,0.003906,1476.8259447843168,2.6448614434184066e-06,[28573]
"Cloudflare London, LLC",16,4402,0.003634711494775102,3.000198,1387.4972234368324,0.002162309191919322,[209242]
"Cloudflare, Inc.",1610,30903,0.05209850176358282,0.010025000000000001,1476.8259447843168,6.788206853627631e-06,"[13335, 395747]"
Clouvider Limited,32,4402,0.007269422989550204,9.00058,1387.4972234368324,0.0064869174856476836,[62240]
Cogent Communications,9,30903,0.00029123386079021456,0.015656,1476.8259447843168,1.0601113865375979e-05,[174]
Combell NV,214,26501,0.008075166974831138,0.0,89.32872134748428,0.0,[34762]
"Comcast Cable Communications, LLC",44,26501,0.0016603147051054677,0.0,89.32872134748428,0.0,[7922]
Comfortel Ltd.,3,4402,0.0006815084052703317,2.000015,1387.4972234368324,0.0014414551367864796,[56534]
Corporate / Direct Member IDNIC,3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[55818]
Cox Communications Inc.,2,4402,0.00045433893684688776,2.0,1387.4972234368324,0.001441444325954035,[22773]
Cr0bar Limited,4,4402,0.0009086778736937755,6.1e-05,1387.4972234368324,4.3964051941598063e-08,[56758]
DEFSOLUTION LLC,9,26501,0.00033960982604430023,5.0,89.32872134748428,0.05597303895742836,[197992]
DGN TEKNOLOJI A.S.,1,4402,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175,[43260]
DMIT Cloud Services,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[906]
DNS0.EU A.D.,2,4402,0.00045433893684688776,2.0,1387.4972234368324,0.001441444325954035,[50902]
DNT Solutions,1,4402,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175,[147057]
Daniel Cid,3,4402,0.0006815084052703317,4.6e-05,1387.4972234368324,3.315321949694281e-08,[205157]
Data102,8,26501,0.0003018754009282669,0.0,89.32872134748428,0.0,[17185]
Datacamp Limited,18,30903,0.0005824677215804291,0.000244,1476.8259447843168,1.652191992304381e-07,"[212238, 60068]"
Dazhong Technology Network Studio of Tieling County,1,4402,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08,[211051]
Delta Ltd,42,30903,0.0013590913503543345,9.500076,1476.8259447843168,0.006432766185853703,[213220]
Deutsche Glasfaser Wholesale GmbH,147,26501,0.005546960492056903,0.0,89.32872134748428,0.0,[60294]
Deutsche Telekom AG,2,26501,7.546885023206672e-05,0.0,89.32872134748428,0.0,[3320]
Developed Methods LLC,41,4402,0.0093139482053612,0.004517,1387.4972234368324,3.255502010167188e-06,[400519]
Dialog Axiata Plc,3,26501,0.00011320327534810007,0.0,89.32872134748428,0.0,[18001]
Differ Communications Limited,1,4402,0.00022716946842344388,0.0625,1387.4972234368324,4.5045135186063597e-05,[399558]
Dimension Data,19,26501,0.0007169540772046338,0.0,89.32872134748428,0.0,"[10474, 3741]"
Dmitrii Vladimirovich Malkov,9,4402,0.002044525215810995,9.0,1387.4972234368324,0.006486499466793158,"[210695, 210852]"
ECO-INITIATIVE LLC,2,4402,0.00045433893684688776,3.1e-05,1387.4972234368324,2.2342387052287542e-08,[201572]
ENTEL PERU S.A.,1,26501,3.773442511603336e-05,0.0,89.32872134748428,0.0,[21575]
