as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
397165,62,5107,0.01214,992.0,3590.034241,0.27632,EpicUp Holdings Inc,US,Service,"Law, Business, and Consulting Services"
204790,8,5107,0.001566,128.0,3590.034241,0.035654,Falco ISP Services B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
22773,8,5107,0.001566,98.0,3590.034241,0.027298,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
204916,102,5107,0.019973,97.3125,3590.034241,0.027106,"RACKTECH CO., LTD.",TH,None,None
197706,2,5107,0.000392,32.0,3590.034241,0.008914,Keminet SHPK,AL,Computer and Information Technology,None
40970,2,5107,0.000392,32.0,3590.034241,0.008914,IP SERVICES Sp. zo.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
396356,2,5107,0.000392,32.0,3590.034241,0.008914,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
44812,29,5107,0.005678,29.0,3590.034241,0.008078,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
209368,9,5107,0.001762,24.0,3590.034241,0.006685,Noinet Societa Cooperativa,IT,Computer and Information Technology,Internet Service Provider (ISP)
210107,24,5107,0.004699,24.0,3590.034241,0.006685,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
32489,9,5107,0.001762,24.0,3590.034241,0.006685,Amanah Tech Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
49581,8,5107,0.001566,23.0,3590.034241,0.006407,Ferdinand Zink trading as Tube-Hosting,DE,Computer and Information Technology,Software Development
400842,7,5107,0.001371,22.0,3590.034241,0.006128,Tunbroker LLC,US,None,None
60781,9,5107,0.001762,21.000046,3590.034241,0.00585,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
35048,5,5107,0.000979,20.0,3590.034241,0.005571,Biterika Group LLC,RU,Computer and Information Technology,Software Development
213220,7,5107,0.001371,19.000046,3590.034241,0.005292,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
209641,4,5107,0.000783,19.0,3590.034241,0.005292,I-SERVERS LTD,GB,Education and Research,None
35574,4,5107,0.000783,19.0,3590.034241,0.005292,IGT LOTTERY S.P.A.,IT,Computer and Information Technology,Internet Service Provider (ISP)
16509,1212,5107,0.237321,17.020752,3590.034241,0.004741,"Amazon.com, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
35712,2,5107,0.000392,17.0,3590.034241,0.004735,AMAG Corporate Services AG,CH,Computer and Information Technology,None
212238,9,5107,0.001762,16.000122,3590.034241,0.004457,Datacamp Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
949,7,5107,0.001371,16.000092,3590.034241,0.004457,xTom,US,Computer and Information Technology,None
42275,4,5107,0.000783,16.000046,3590.034241,0.004457,Three Fourteen SASU,FR,Service,Other
34534,2,5107,0.000392,16.000015,3590.034241,0.004457,Harmony Hosting SARL,FR,Computer and Information Technology,Internet Service Provider (ISP)
35761,2,5107,0.000392,16.000015,3590.034241,0.004457,Mitko.Com Ltd.,BG,Computer and Information Technology,Internet Service Provider (ISP)
24940,2,5107,0.000392,16.000015,3590.034241,0.004457,Hetzner Online GmbH,DE,Computer and Information Technology,None
200428,1,5107,0.000196,16.0,3590.034241,0.004457,SouthernHill BV,NL,Computer and Information Technology,Internet Service Provider (ISP)
210144,1,5107,0.000196,16.0,3590.034241,0.004457,ZADEA SRL,IT,Computer and Information Technology,Internet Service Provider (ISP)
204623,1,5107,0.000196,16.0,3590.034241,0.004457,OOO New Line,RU,"Retail Stores, Wholesale, and E-commerce Sites",Other
35829,1,5107,0.000196,16.0,3590.034241,0.004457,"auth-servers, LLC",US,Computer and Information Technology,Hosting and Cloud Provider
3177,1,5107,0.000196,16.0,3590.034241,0.004457,Visparad Web Hosting Service LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
200000,1,5107,0.000196,16.0,3590.034241,0.004457,Hosting Ukraine LTD,UA,Computer and Information Technology,None
35579,1,5107,0.000196,16.0,3590.034241,0.004457,KELAG-Karntner Elektrizitats - Aktiengesellschaft,AT,Computer and Information Technology,Internet Service Provider (ISP)
3339,1,5107,0.000196,16.0,3590.034241,0.004457,FIBRAWORLD TELECOM S.A.U.,ES,Computer and Information Technology,Internet Service Provider (ISP)
44205,1,5107,0.000196,16.0,3590.034241,0.004457,Indigo Integrated Solutions Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
204594,1,5107,0.000196,16.0,3590.034241,0.004457,Galliker Transport AG,CH,"Freight, Shipment, and Postal Services",Other
3352,1,5107,0.000196,16.0,3590.034241,0.004457,TELEFONICA DE ESPANA S.A.U.,ES,Computer and Information Technology,Internet Service Provider (ISP)
51711,1,5107,0.000196,16.0,3590.034241,0.004457,Insys Ltd,GB,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)",None
34907,1,5107,0.000196,16.0,3590.034241,0.004457,IP SERVICES Sp. zo.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
204591,1,5107,0.000196,16.0,3590.034241,0.004457,AMALYZE AG,DE,Computer and Information Technology,None
52031,1,5107,0.000196,16.0,3590.034241,0.004457,Rustel LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
200187,1,5107,0.000196,16.0,3590.034241,0.004457,CloudKleyer Frankfurt GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
204394,1,5107,0.000196,16.0,3590.034241,0.004457,"Cortex, a.s.",CZ,Service,"Law, Business, and Consulting Services"
3549,1,5107,0.000196,16.0,3590.034241,0.004457,"Level 3 Parent, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
31543,1,5107,0.000196,16.0,3590.034241,0.004457,myNet GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
30813,1,5107,0.000196,16.0,3590.034241,0.004457,Fione Spolka z Ogranicznona Odpowiedzialnoscia Spolka Komandytowa,PL,Computer and Information Technology,Internet Service Provider (ISP)
204319,1,5107,0.000196,16.0,3590.034241,0.004457,Trigion Alarmcentrale BV,NL,Government and Public Administration,"Law Enforcement, Public Safety, and Justice"
52209,1,5107,0.000196,16.0,3590.034241,0.004457,Atis Omran Sevin PSJ,IR,Computer and Information Technology,Internet Service Provider (ISP)
5400,1,5107,0.000196,16.0,3590.034241,0.004457,British Telecommunications PLC,GB,Computer and Information Technology,Internet Service Provider (ISP)
206430,1,5107,0.000196,16.0,3590.034241,0.004457,INFOTEC TECNOLOGIA INTEGRAL Y TELECOMUNICACIONES SL,ES,"Media, Publishing, and Broadcasting",Radio and Television Providers
29075,1,5107,0.000196,16.0,3590.034241,0.004457,IELO-LIAZO SERVICES SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
208906,1,5107,0.000196,16.0,3590.034241,0.004457,"SYNOT ICT Services, a.s.",CZ,Service,"Law, Business, and Consulting Services"
44050,1,5107,0.000196,16.0,3590.034241,0.004457,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
206616,1,5107,0.000196,16.0,3590.034241,0.004457,wwcom AG,CH,Service,"Personal Care and Lifestyle (Barber Shops, Nail Salons, Diet Centers, Laundry, etc)"
205068,1,5107,0.000196,16.0,3590.034241,0.004457,ADVCOM SARL,FR,Computer and Information Technology,Software Development
197204,1,5107,0.000196,16.0,3590.034241,0.004457,TeleMaks Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
42929,1,5107,0.000196,16.0,3590.034241,0.004457,Artefact SARL,FR,Computer and Information Technology,Internet Service Provider (ISP)
42897,1,5107,0.000196,16.0,3590.034241,0.004457,Telnet LLC,RU,Construction and Real Estate,"Civil Engineering Construction (Utility Lines, Roads and Bridges)"
49655,1,5107,0.000196,16.0,3590.034241,0.004457,Easynet Group Ltd,GB,Service,"Law, Business, and Consulting Services"
207289,1,5107,0.000196,16.0,3590.034241,0.004457,Westfalen Weser Netz GmbH,DE,Service,"Law, Business, and Consulting Services"
207481,1,5107,0.000196,16.0,3590.034241,0.004457,Wurth IT GmbH,DE,Computer and Information Technology,None
205227,1,5107,0.000196,16.0,3590.034241,0.004457,"IT business solutions, MB",LT,Computer and Information Technology,Hosting and Cloud Provider
42034,1,5107,0.000196,16.0,3590.034241,0.004457,DN-Systems Enterprise Internet Solutions GmbH,DE,Computer and Information Technology,None
41327,1,5107,0.000196,16.0,3590.034241,0.004457,Fiber Telecom S.p.A.,IT,Computer and Information Technology,Internet Service Provider (ISP)
207995,1,5107,0.000196,16.0,3590.034241,0.004457,Lightning Fibre Ltd,GB,Computer and Information Technology,Internet Service Provider (ISP)
48288,1,5107,0.000196,16.0,3590.034241,0.004457,EWII Bredbaand A/S,DK,Computer and Information Technology,None
207092,1,5107,0.000196,16.0,3590.034241,0.004457,VIVARO GROUP LLC,AM,"Museums, Libraries, and Entertainment",Casinos and Gambling
50582,1,5107,0.000196,16.0,3590.034241,0.004457,Bent Oystein Bostad,NO,"Retail Stores, Wholesale, and E-commerce Sites",None
208016,1,5107,0.000196,16.0,3590.034241,0.004457,The Infrastructure Company GmbH,DE,Computer and Information Technology,None
208091,1,5107,0.000196,16.0,3590.034241,0.004457,XHOST INTERNET SOLUTIONS LP,GB,Computer and Information Technology,Internet Service Provider (ISP)
39913,1,5107,0.000196,16.0,3590.034241,0.004457,Manuel Wannemacher,DE,Service,Other
208124,1,5107,0.000196,16.0,3590.034241,0.004457,Negin Narmafzar Asak Research and Information Cooperative Company,IR,Computer and Information Technology,None
50782,1,5107,0.000196,16.0,3590.034241,0.004457,COSYS DATA GmbH,AT,Computer and Information Technology,Internet Service Provider (ISP)
39591,1,5107,0.000196,16.0,3590.034241,0.004457,Global-e ICT solutions B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
48352,1,5107,0.000196,16.0,3590.034241,0.004457,LIS Logistische Informationssysteme GmbH,DE,Computer and Information Technology,Software Development
208262,1,5107,0.000196,16.0,3590.034241,0.004457,Stefan Wahl trading as open 7 e.Kfm,DE,Community Groups and Nonprofits,None
208354,1,5107,0.000196,16.0,3590.034241,0.004457,Alfa.Bit.Omega S.R.L.,IT,"Media, Publishing, and Broadcasting",Online Informational Content
203361,1,5107,0.000196,16.0,3590.034241,0.004457,MASSELIN COMMUNICATION SAS,FR,Computer and Information Technology,Internet Service Provider (ISP)
43350,1,5107,0.000196,16.0,3590.034241,0.004457,NForce Entertainment B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
210167,1,5107,0.000196,16.0,3590.034241,0.004457,Valmet Automation Oy,FI,Manufacturing,Machinery
60021,1,5107,0.000196,16.0,3590.034241,0.004457,EDGE CLOUD NETWORK TECHNOLOGY PTE LTD.,SG,Computer and Information Technology,Technology Consulting Services
202421,1,5107,0.000196,16.0,3590.034241,0.004457,Wimaz S. L.,ES,Computer and Information Technology,Internet Service Provider (ISP)
25424,1,5107,0.000196,16.0,3590.034241,0.004457,"InterneXt 2000, s.r.o.",CZ,Computer and Information Technology,Internet Service Provider (ISP)
202053,1,5107,0.000196,16.0,3590.034241,0.004457,UpCloud Ltd,FI,Computer and Information Technology,Software Development
207083,1,5107,0.000196,16.0,3590.034241,0.004457,HostSlim B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
