as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,University of Illinois
174,9,30814,0.00029207503083014213,0.015656,1481.880452,1.056495480379007e-05,['Cogent Communications' 'Cogent Communications']
513,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,CERN - European Organization for Nuclear Research
577,30,26421,0.0011354604292040423,8e-06,88.328739,9.057074844009717e-08,Bell Canada
680,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
701,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,Verizon Business
812,40,26421,0.001513947238938723,0.0,88.328739,0.0,Rogers Communications Canada Inc.
835,1,26421,3.784868097346807e-05,1.5e-05,88.328739,1.698201533251822e-07,GoCodeIT Inc
852,25,26421,0.0009462170243367019,0.0,88.328739,0.0,TELUS Communications Inc.
906,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,DMIT Cloud Services
949,6,4393,0.0013658092419758707,9.2e-05,1393.551713,6.601836095622523e-08,xTom
1221,40,26421,0.001513947238938723,0.0,88.328739,0.0,Telstra Corporation Limited
1239,2,4393,0.00045526974732529026,2.0,1393.551713,0.00143518175991794,Sprint
1257,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,Tele2 Sverige AB
1299,73,26421,0.0027629537110631696,0.0,88.328739,0.0,Arelion Sweden AB
1547,10,26421,0.00037848680973468076,0.0,88.328739,0.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom"""
1659,10,26421,0.00037848680973468076,8e-06,88.328739,9.057074844009717e-08,National Chung Hsing University
1680,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,Cellcom Fixed Line Communication L.P
1921,5,4393,0.0011381743683132257,7.6e-05,1393.551713,5.453690687688172e-08,ipcom GmbH
1930,17,26421,0.0006434275765489572,0.0,88.328739,0.0,"Fundacao para a Ciencia e a Tecnologia, I.P."
1955,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,KIFU (Governmental Info Tech Development Agency)
2497,4,26421,0.0001513947238938723,0.0,88.328739,0.0,Internet Initiative Japan Inc.
2519,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,ARTERIA Networks Corporation
2527,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,Sony Network Communications Inc.
2860,11,26421,0.0004163354907081488,0.0,88.328739,0.0,"NOS COMUNICACOES, S.A."
3175,3,4393,0.0006829046209879354,3.0,1393.551713,0.00215277263987691,Citytelecom LLC
3214,3,26421,0.00011354604292040422,0.0,88.328739,0.0,xTom GmbH
3292,3,26421,0.00011354604292040422,0.0,88.328739,0.0,TDC Holding A/S
3303,15,26421,0.0005677302146020212,0.0,88.328739,0.0,Swisscom (Schweiz) AG
3320,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,Deutsche Telekom AG
3389,13,26421,0.000492032852655085,0.0,88.328739,0.0,Ford Motor Company
3462,3,26421,0.00011354604292040422,0.0,88.328739,0.0,"Chunghwa Telecom Co., Ltd."
3741,9,26421,0.00034063812876121267,0.0,88.328739,0.0,Dimension Data
4134,14,26421,0.0005298815336285531,0.0,88.328739,0.0,"No.31,Jin-rong Street"
4230,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,CLARO S.A.
4538,2,30814,6.490556240669826e-05,1.0,1481.880452,0.0006748182679988547,"['China Education and Research Network Center'
 'China Education and Research Network Center']"
4637,8,26421,0.0003027894477877446,0.0,88.328739,0.0,Telstra International Limited
4651,19,26421,0.0007191249384958934,0.0,88.328739,0.0,CAT Telecom Public Company Limited
4657,19,30814,0.0006166028428636334,0.0,1481.880452,0.0,['Starhub Ltd.' 'Starhub Ltd.']
4761,2,4393,0.00045526974732529026,0.0,1393.551713,0.0,PT. INDOSAT Tbk
4788,12,30814,0.00038943337444018953,0.0,1481.880452,0.0,['TM TECHNOLOGY SERVICES SDN BHD' 'TM TECHNOLOGY SERVICES SDN BHD']
4808,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,China Unicom
4811,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,China Telecom (Group)
4812,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,China Telecom (Group)
4835,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,China Telecom (Group)
4837,42,26421,0.0015896446008856592,0.0,88.328739,0.0,CHINA UNICOM Industrial Internet Backbone
5410,59,26421,0.0022330721774346165,8e-06,88.328739,9.057074844009717e-08,Bouygues Telecom SA
5432,31,26421,0.0011733091101775103,0.0,88.328739,0.0,Proximus NV
5606,31,26421,0.0011733091101775103,0.0,88.328739,0.0,GTS Telecom SRL
6233,3,26421,0.00011354604292040422,0.0,88.328739,0.0,xTom
6315,1,26421,3.784868097346807e-05,1.5e-05,88.328739,1.698201533251822e-07,"XMission, L.C."
6369,1,4393,0.00022763487366264513,1.5e-05,1393.551713,1.076386319938455e-08,Netrunner Inc
6697,33,26421,0.0012490064721244465,0.0,88.328739,0.0,Republican Unitary Telecommunication Enterprise Beltelecom
6718,2,26421,7.569736194693614e-05,0.0,88.328739,0.0,NAV COMMUNICATIONS SRL
6724,1,26421,3.784868097346807e-05,0.0,88.328739,0.0,Strato AG
6762,65,30814,0.0021094307782176932,0.0,1481.880452,0.0,['TELECOM ITALIA SPARKLE S.p.A.' 'TELECOM ITALIA SPARKLE S.p.A.']
6805,118,26421,0.004466144354869233,0.0,88.328739,0.0,Telefonica Germany GmbH & Co.OHG
