sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4529.0,0.0006623978803267829,3.0,1381.7532812952995,0.002171154605247403
Buildings (Residential or Commercial),15.0,4529.0,0.003311989401633915,1.006851,1381.7532812952995,0.0007286763951493176
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,4529.0,0.00022079929344226098,1.5e-05,1381.7532812952995,1.0855773026237016e-08
Chemical and Pharmaceutical Manufacturing,1.0,4529.0,0.00022079929344226098,1.5e-05,1381.7532812952995,1.0855773026237016e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,27196.0,0.00022062067951169288,0.0,87.33237598392694,0.0
"Colleges, Universities, and Professional Schools",16.0,31725.0,0.0005043341213553979,2.000008,1469.0856572792266,0.0013613964509762155
Computer and Network Security,1595.0,31725.0,0.050275807722616236,0.019902000000000003,1469.0856572792266,1.3547201894856743e-05
Electronics and Computer Components,2.0,4529.0,0.00044159858688452196,1.000015,1381.7532812952995,0.0007237290575221606
Elementary and Secondary Schools,1.0,4529.0,0.00022079929344226098,1.0,1381.7532812952995,0.0007237182017491344
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,27196.0,0.0001838505662597441,0.0,87.33237598392694,0.0
Hosting and Cloud Provider,8147.0,31725.0,0.2568006304176517,14.348773,1469.0856572792266,0.00976714525045067
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,27196.0,0.00014708045300779526,0.0,87.33237598392694,0.0
Internet Service Provider (ISP),5477.0,31725.0,0.17263987391646965,207.65751400000002,1469.0856572792266,0.14135153588292837
"Investment, Portfolio Management, Pensions and Funds",17.0,31725.0,0.0005358550039401103,15.000015,1469.0856572792266,0.010210442751023995
"Law Enforcement, Public Safety, and Justice",3.0,27196.0,0.00011031033975584644,0.0,87.33237598392694,0.0
"Law, Business, and Consulting Services",133.0,31725.0,0.004192277383766745,1004.0002589999999,1469.0856572792266,0.6834184610170565
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4529.0,0.0006623978803267829,3.0,1381.7532812952995,0.002171154605247403
"Military, Defense, National Security, and International Affairs",37.0,27196.0,0.0013604941903221062,1.5e-05,87.33237598392694,1.7175760800050454e-07
None,2796.0,31725.0,0.08813238770685579,175.37952900000005,1469.0856572792266,0.11938005665701354
Online Informational Content,20.0,31725.0,0.0006304176516942475,0.007956999999999999,1469.0856572792266,5.416294115032413e-06
Online Music and Video Streaming Services,9926.0,31725.0,0.312876280535855,0.043184,1469.0856572792266,2.939515458886009e-05
Other,96.0,31725.0,0.003026004728132388,6.1738110000000015,1469.0856572792266,0.004202485382257432
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4529.0,0.002870390814749393,0.006836,1381.7532812952995,4.9473376271570825e-06
Phone Provider,168.0,27196.0,0.006177379026327401,9.672119,87.33237598392694,0.11075066824908214
Real Estate (Residential and/or Commercial),3.0,4529.0,0.0006623978803267829,4.6e-05,1381.7532812952995,3.329103728046018e-08
"Recreation, Sports, and Performing Arts",6.0,27196.0,0.00022062067951169288,0.0,87.33237598392694,0.0
Software Development,3231.0,31725.0,0.10184397163120568,25.768779000000006,1469.0856572792266,0.01754069197552732
