org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
I-SERVERS LTD,47,27196,0.001728,30.0,87.33237598392694,0.343515,[209641],['GB'],['Education and Research'],['None']
HOSTKEY,168,27196,0.006177,9.672119,87.33237598392694,0.110751,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
JSC IOT,10,27196,0.000368,7.0,87.33237598392694,0.080154,[29182],['RU'],['Computer and Information Technology'],['None']
Delta Ltd,33,27196,0.001213,6.500015,87.33237598392694,0.074428,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,8,27196,0.000294,6.0,87.33237598392694,0.068703,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DEFSOLUTION LLC,9,27196,0.000331,5.0,87.33237598392694,0.057253,[197992],['US'],['None'],['None']
HOSTKEY B.V.,6,27196,0.000221,4.0,87.33237598392694,0.045802,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ScaleUp Technologies GmbH & Co. KG,4,27196,0.000147,4.0,87.33237598392694,0.045802,[29014],['DE'],['Computer and Information Technology'],['None']
AEZA INTERNATIONAL LTD,3,27196,0.00011,3.0,87.33237598392694,0.034352,[210644],['GB'],['None'],['None']
"RACKTECH CO., LTD.",4,27196,0.000147,3.0,87.33237598392694,0.034352,[204916],['TH'],['None'],['None']
Phan Nhat Nghi,2,27196,7.4e-05,2.0,87.33237598392694,0.022901,[199925],['VG'],['Construction and Real Estate'],['Other']
socialimprove LLC,4,27196,0.000147,2.0,87.33237598392694,0.022901,[48261],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FranTech Solutions,21,27196,0.000772,1.000015,87.33237598392694,0.011451,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Telnab Networks LLC,2,27196,7.4e-05,1.0,87.33237598392694,0.011451,[197619],['US'],['None'],['None']
LeaseWeb Netherlands B.V.,36,27196,0.001324,1.0,87.33237598392694,0.011451,[60781],['NL'],['Computer and Information Technology'],['None']
Sprious LLC,12,27196,0.000441,0.75,87.33237598392694,0.008588,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
VisualViet Company Limited,178,27196,0.006545,0.551773,87.33237598392694,0.006318,[135981],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,27196,0.000294,0.5,87.33237598392694,0.005725,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,1831,27196,0.067326,0.132749,87.33237598392694,0.0015199999999999999,"[36492, 396982, 15169]",['US'],"['Computer and Information Technology'
 'Media, Publishing, and Broadcasting']","['Software Development' 'Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Megacore Technology Company Limited,32,27196,0.001177,0.125,87.33237598392694,0.001431,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Altinea SAS,52,27196,0.001912,0.085693,87.33237598392694,0.000981,[41405],['FR'],['Computer and Information Technology'],['None']
Super Godzilla Communications GK,2,27196,7.4e-05,0.007812,87.33237598392694,8.9e-05,[138652],['JP'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
