sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4393.0,0.0006829046209879354,3.0,1393.55171251297,0.0021527726406292786
Buildings (Residential or Commercial),16.0,4393.0,0.003642157978602322,2.006851,1393.55171251297,0.0014400979755398364
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,26421.0,3.784868097346807e-05,0.0,88.3287388807959,0.0
Chemical and Pharmaceutical Manufacturing,1.0,4393.0,0.00022763487366264513,1.5e-05,1393.55171251297,1.0763863203146394e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26421.0,0.00022709208584080845,0.0,88.3287388807959,0.0
"Colleges, Universities, and Professional Schools",15.0,30814.0,0.0004867917180502369,1.000008,1481.880451393766,0.0006748236668210676
Computer and Network Security,1505.0,30814.0,0.04884143571104044,0.018529,1481.880451393766,1.250370769286602e-05
Electronics and Computer Components,2.0,4393.0,0.00045526974732529026,1.000015,1393.55171251297,0.0007176016440729628
Elementary and Secondary Schools,1.0,4393.0,0.00022763487366264513,1.0,1393.55171251297,0.0007175908802097596
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26421.0,0.00018924340486734038,0.0,88.3287388807959,0.0
Hosting and Cloud Provider,8001.0,30814.0,0.2596547024079964,14.348559,1481.880451393766,0.009682669736620539
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26421.0,0.0001513947238938723,0.0,88.3287388807959,0.0
Internet Service Provider (ISP),5248.0,30814.0,0.17031219575517623,216.653067,1481.880451393766,0.1462014474893905
"Investment, Portfolio Management, Pensions and Funds",17.0,30814.0,0.0005516972804569352,15.000015,1481.880451393766,0.010122284146397846
"Law Enforcement, Public Safety, and Justice",3.0,26421.0,0.00011354604292040422,0.0,88.3287388807959,0.0
"Law, Business, and Consulting Services",133.0,30814.0,0.004316219900045434,1004.0002589999999,1481.880451393766,0.6775177161259526
"Metal, Glass, Wood, and Paper Manufacturing",2.0,4393.0,0.00045526974732529026,2.0,1393.55171251297,0.0014351817604195192
"Military, Defense, National Security, and International Affairs",37.0,26421.0,0.0014004011960183187,1.5e-05,88.3287388807959,1.698201535543631e-07
None,2700.0,30814.0,0.08762250924904265,177.18806700000005,1481.880451393766,0.11956974453192078
Online Informational Content,20.0,30814.0,0.0006490556240669825,0.007956999999999999,1481.880451393766,5.369528960663549e-06
Online Music and Video Streaming Services,9579.0,30814.0,0.31086519114688127,0.043183,1481.880451393766,2.9140677278915933e-05
Other,96.0,30814.0,0.0031154669955215162,6.1738110000000015,1481.880451393766,0.0041662004476766615
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4393.0,0.0029592533576143867,0.006836,1393.55171251297,4.905451257113917e-06
Phone Provider,168.0,26421.0,0.006358578403542637,9.672119,88.3287388807959,0.10950138225173818
Real Estate (Residential and/or Commercial),3.0,4393.0,0.0006829046209879354,4.6e-05,1393.55171251297,3.300918048964894e-08
"Recreation, Sports, and Performing Arts",6.0,26421.0,0.00022709208584080845,0.0,88.3287388807959,0.0
Software Development,3229.0,30814.0,0.10479003050561433,28.761089,1481.880451393766,0.01940850827268089
