as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,3,26537,0.00011304970418660738,0.0,87.328462,0.0,University of Illinois
174,10,30951,0.00032309133792123035,0.015656,1478.892183,1.0586302490450043e-05,Cogent Communications
513,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,CERN - European Organization for Nuclear Research
577,30,26537,0.0011304970418660738,8e-06,87.328462,9.160816321258468e-08,Bell Canada
680,2,26537,7.536646945773825e-05,0.0,87.328462,0.0,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
701,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,Verizon Business
812,40,26537,0.001507329389154765,0.0,87.328462,0.0,Rogers Communications Canada Inc.
835,1,26537,3.7683234728869125e-05,1.5e-05,87.328462,1.717653060235963e-07,GoCodeIT Inc
852,25,26537,0.0009420808682217281,0.0,87.328462,0.0,TELUS Communications Inc.
906,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,DMIT Cloud Services
949,6,4414,0.001359311282283643,9.2e-05,1391.563721,6.611267497968927e-08,xTom
1221,40,26537,0.001507329389154765,0.0,87.328462,0.0,Telstra Corporation Limited
1239,2,4414,0.00045310376076121433,2.0,1391.563721,0.0014372320647758536,Sprint
1257,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,Tele2 Sverige AB
1299,73,26537,0.002750876135207446,0.0,87.328462,0.0,Arelion Sweden AB
1547,10,26537,0.00037683234728869125,0.0,87.328462,0.0,"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom"""
1653,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,Vetenskapsradet / SUNET
1659,10,26537,0.00037683234728869125,8e-06,87.328462,9.160816321258468e-08,National Chung Hsing University
1680,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,Cellcom Fixed Line Communication L.P
1921,4,4414,0.0009062075215224287,6.1e-05,1391.563721,4.383557797566354e-08,ipcom GmbH
1930,17,26537,0.0006406149903907751,0.0,87.328462,0.0,"Fundacao para a Ciencia e a Tecnologia, I.P."
1955,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,KIFU (Governmental Info Tech Development Agency)
2497,4,26537,0.0001507329389154765,0.0,87.328462,0.0,Internet Initiative Japan Inc.
2527,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,Sony Network Communications Inc.
2860,11,26537,0.0004145155820175604,0.0,87.328462,0.0,"NOS COMUNICACOES, S.A."
3175,3,4414,0.0006796556411418215,3.0,1391.563721,0.0021558480971637806,Citytelecom LLC
3214,3,26537,0.00011304970418660738,0.0,87.328462,0.0,xTom GmbH
3292,3,26537,0.00011304970418660738,0.0,87.328462,0.0,TDC Holding A/S
3303,15,26537,0.0005652485209330369,0.0,87.328462,0.0,Swisscom (Schweiz) AG
3320,2,26537,7.536646945773825e-05,0.0,87.328462,0.0,Deutsche Telekom AG
3389,13,26537,0.0004898820514752986,0.0,87.328462,0.0,Ford Motor Company
3462,3,26537,0.00011304970418660738,0.0,87.328462,0.0,"Chunghwa Telecom Co., Ltd."
3741,9,26537,0.00033914911255982216,0.0,87.328462,0.0,Dimension Data
4134,13,26537,0.0004898820514752986,0.0,87.328462,0.0,"No.31,Jin-rong Street"
4230,1,26537,3.7683234728869125e-05,0.0,87.328462,0.0,CLARO S.A.
