org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as
20i Limited,2,4414,0.00045310376076121433,3.1e-05,1391.5637212395668,2.2277097000190585e-08,[48254]
21vianet(China) Inc.,3,26537,0.00011304970418660738,0.0,87.32846163561149,0.0,[17428]
23M GmbH,2,30951,6.461826758424607e-05,1.0,1478.8921828751784,0.0006761818147255716,[47447]
24 SHELLS,15,30951,0.0004846370068818455,2.7e-05,1478.8921828751784,1.8256908997590433e-08,[55081]
3xK Tech GmbH,10,4414,0.0022655188038060714,10.0,1391.5637212395668,0.0071861603226421236,"[200373, 198571]"
AEZA INTERNATIONAL LTD,3,26537,0.00011304970418660738,3.0,87.32846163561149,0.03435306134806154,[210644]
AKILE LTD,2,4414,0.00045310376076121433,0.003922,1391.5637212395668,2.818412078540241e-06,[61112]
ALKON SAS,3,26537,0.00011304970418660738,0.0,87.32846163561149,0.0,[266768]
ANS ACADEMY LIMITED,5,30951,0.00016154566896061517,1.5e-05,1478.8921828751784,1.0142727220883573e-08,[61323]
ARLINK S.A.,2,26537,7.536646945773825e-05,0.0,87.32846163561149,0.0,[28075]
"AT&T Services, Inc.",3,4414,0.0006796556411418215,3.0,1391.5637212395668,0.002155848096792637,[7018]
Adrian Paschkowski,1,4414,0.00022655188038060717,0.003906,1391.5637212395668,2.8069142220240137e-06,[205987]
Akamai International B.V.,9584,30951,0.30965073826370715,0.039139,1478.8921828751784,2.6465080046544146e-05,[33905]
"Akamai Technologies, Inc.",1191,30951,0.03848017834641853,0.017303,1478.8921828751784,1.1699973940196564e-05,"[36183, 16625]"
Alex Liu,1,4414,0.00022655188038060717,1.5e-05,1391.5637212395668,1.0779240483963185e-08,[206368]
"Alibaba (US) Technology Co., Ltd.",2,4414,0.00045310376076121433,3.1e-05,1391.5637212395668,2.2277097000190585e-08,[37963]
Alliance LLC,3,4414,0.0006796556411418215,4.6e-05,1391.5637212395668,3.305633748415377e-08,[39900]
Altinea SAS,52,26537,0.0019595282059011944,0.085693,87.32846163561149,0.0009812722953664792,[41405]
AltusHost B.V.,10,30951,0.00032309133792123035,3e-05,1478.8921828751784,2.0285454441767147e-08,[51430]
"Amazon.com, Inc.",6213,30951,0.2007366482504604,0.021004,1478.8921828751784,1.4202522836495905e-05,[16509]
