sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4402.0,0.0006815084052703317,3.0,1387.4972234368324,0.0021621664889310524
Buildings (Residential or Commercial),15.0,4402.0,0.0034075420263516582,1.006851,1387.4972234368324,0.000725659830515573
Chemical and Pharmaceutical Manufacturing,1.0,4402.0,0.00022716946842344388,1.5e-05,1387.4972234368324,1.0810832444655262e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26501.0,0.00022640655069620014,0.0,89.32872134748428,0.0
"Colleges, Universities, and Professional Schools",15.0,30903.0,0.0004853897679836909,1.000008,1476.8259447843168,0.0006771332827214424
Computer and Network Security,1505.0,30903.0,0.04870077338769699,0.018529,1476.8259447843168,1.2546502223527817e-05
Electronics and Computer Components,2.0,4402.0,0.00045433893684688776,1.000015,1387.4972234368324,0.0007207329738094622
Elementary and Secondary Schools,1.0,4402.0,0.00022716946842344388,1.0,1387.4972234368324,0.0007207221629770175
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26501.0,0.0001886721255801668,0.0,89.32872134748428,0.0
Hosting and Cloud Provider,8087.0,30903.0,0.26168980357894056,14.348787999999999,1476.8259447843168,0.009715964193800488
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",3.0,26501.0,0.00011320327534810007,0.0,89.32872134748428,0.0
Internet Service Provider (ISP),5221.0,30903.0,0.16894799857619,215.65312799999998,1476.8259447843168,0.14602474229384904
"Investment, Portfolio Management, Pensions and Funds",17.0,30903.0,0.0005501084037148497,15.000015,1476.8259447843168,0.010156928142395737
"Law Enforcement, Public Safety, and Justice",3.0,26501.0,0.00011320327534810007,0.0,89.32872134748428,0.0
"Law, Business, and Consulting Services",133.0,30903.0,0.004303789276122059,1004.0002589999999,1476.8259447843168,0.679836552537428
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4402.0,0.0006815084052703317,3.0,1387.4972234368324,0.0021621664889310524
"Military, Defense, National Security, and International Affairs",37.0,26501.0,0.0013961737292932342,1.5e-05,89.32872134748428,1.679191168722851e-07
None,2683.0,30903.0,0.08682004983334951,176.12544000000003,1476.8259447843168,0.1192594432824122
Online Informational Content,20.0,30903.0,0.0006471863573115879,0.007956999999999999,1476.8259447843168,5.387906427363097e-06
Online Music and Video Streaming Services,9633.0,30903.0,0.3117173089991263,0.043184,1476.8259447843168,2.9241089752324747e-05
Other,96.0,30903.0,0.003106494515095622,6.1738110000000015,1476.8259447843168,0.004180459465656027
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4402.0,0.0029532030895047705,0.006836,1387.4972234368324,4.9268567061108915e-06
Phone Provider,168.0,26501.0,0.0063393834194936044,9.672119,89.32872134748428,0.10827557871757662
Real Estate (Residential and/or Commercial),3.0,4402.0,0.0006815084052703317,4.6e-05,1387.4972234368324,3.315321949694281e-08
"Recreation, Sports, and Performing Arts",6.0,26501.0,0.00022640655069620014,0.0,89.32872134748428,0.0
Software Development,3224.0,30903.0,0.10432644079862796,25.768916000000004,1476.8259447843168,0.017448851092444363
