sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4398.0,0.0006821282401091405,3.0,1392.49319511652,0.002154409091923044
Buildings (Residential or Commercial),15.0,4398.0,0.0034106412005457027,1.006851,1392.49319511652,0.0007230563162039362
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",1.0,26614.0,3.7574209062899225e-05,0.0,87.32851337779826,0.0
Chemical and Pharmaceutical Manufacturing,1.0,4398.0,0.00022737608003638017,1.5e-05,1392.49319511652,1.0772045459615221e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26614.0,0.00022544525437739535,0.0,87.32851337779826,0.0
"Colleges, Universities, and Professional Schools",15.0,31012.0,0.00048368373532826003,1.000008,1479.8217084943183,0.0006757624883185983
Computer and Network Security,1505.0,31012.0,0.04852960144460209,0.018529,1479.8217084943183,1.2521102977231491e-05
Electronics and Computer Components,2.0,4398.0,0.00045475216007276033,1.000015,1392.49319511652,0.0007181471360198078
Elementary and Secondary Schools,1.0,4398.0,0.00022737608003638017,1.0,1392.49319511652,0.000718136363974348
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26614.0,0.00018787104531449612,0.0,87.32851337779826,0.0
Hosting and Cloud Provider,8165.0,31012.0,0.26328517993034956,14.348727,1479.8217084943183,0.009696253891693124
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26614.0,0.0001502968362515969,0.0,87.32851337779826,0.0
Internet Service Provider (ISP),5241.0,31012.0,0.16899909712369404,216.653115,1479.8217084943183,0.1464048768553606
"Investment, Portfolio Management, Pensions and Funds",17.0,31012.0,0.0005481749000386947,15.000015,1479.8217084943183,0.010136366370285338
"Law Enforcement, Public Safety, and Justice",3.0,26614.0,0.00011272262718869767,0.0,87.32851337779826,0.0
"Law, Business, and Consulting Services",133.0,31012.0,0.0042886624532439055,1004.0002589999999,1479.8217084943183,0.6784602856120723
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4398.0,0.0006821282401091405,3.0,1392.49319511652,0.002154409091923044
"Military, Defense, National Security, and International Affairs",37.0,26614.0,0.0013902457353272713,1.5e-05,87.32851337779826,1.7176520496927968e-07
None,2693.0,31012.0,0.08683735328260028,178.12545900000003,1479.8217084943183,0.12036954045040889
Online Informational Content,20.0,31012.0,0.0006449116471043467,0.007956999999999999,1479.8217084943183,5.3769991035582576e-06
Online Music and Video Streaming Services,9634.0,31012.0,0.3106539404101638,0.043183,1479.8217084943183,2.9181218083317366e-05
Other,96.0,31012.0,0.003095575906100864,6.1738110000000015,1479.8217084943183,0.004171996507796673
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4398.0,0.0029558890404729424,0.006836,1392.49319511652,4.909180184128644e-06
Phone Provider,168.0,26614.0,0.00631246712256707,9.672119,87.32851337779826,0.11075556683481763
Real Estate (Residential and/or Commercial),3.0,4398.0,0.0006821282401091405,4.6e-05,1392.49319511652,3.303427274282001e-08
"Recreation, Sports, and Performing Arts",6.0,26614.0,0.00022544525437739535,0.0,87.32851337779826,0.0
Software Development,3222.0,31012.0,0.10389526634851025,25.764736000000003,1479.8217084943183,0.017410702824609176
