sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4395.0,0.0006825938566552901,3.0,1394.5556035637856,0.0021512229360618556
Buildings (Residential or Commercial),16.0,4395.0,0.0036405005688282138,2.006851,1394.5556035637856,0.0014390613001528905
Chemical and Pharmaceutical Manufacturing,1.0,4395.0,0.00022753128555176336,1.5e-05,1394.5556035637856,1.0756114680309279e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26456.0,0.00022679165406713032,0.0,87.32849692482083,0.0
"Colleges, Universities, and Professional Schools",15.0,30851.0,0.0004862079024991086,1.000008,1481.8841004886065,0.0006748220050881696
Computer and Network Security,1505.0,30851.0,0.0487828595507439,0.018529,1481.8841004886065,1.2503676902863472e-05
Electronics and Computer Components,2.0,4395.0,0.0004550625711035267,1.000015,1394.5556035637856,0.000717085068135299
Elementary and Secondary Schools,1.0,4395.0,0.00022753128555176336,1.0,1394.5556035637856,0.0007170743120206186
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26456.0,0.00018899304505594195,0.0,87.32849692482083,0.0
Hosting and Cloud Provider,8008.0,30851.0,0.2595701922141908,14.348529,1481.8841004886065,0.009682625648840558
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26456.0,0.00015119443604475356,0.0,87.32849692482083,0.0
Internet Service Provider (ISP),5280.0,30851.0,0.17114518167968623,215.657006,1481.8841004886065,0.14552892896879965
"Investment, Portfolio Management, Pensions and Funds",17.0,30851.0,0.0005510356228323231,15.000015,1481.8841004886065,0.010122259220578855
"Law Enforcement, Public Safety, and Justice",3.0,26456.0,0.00011339582703356516,0.0,87.32849692482083,0.0
"Law, Business, and Consulting Services",133.0,30851.0,0.004311043402158763,1004.0002589999999,1481.8841004886065,0.6775160477590394
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4395.0,0.0006825938566552901,3.0,1394.5556035637856,0.0021512229360618556
"Military, Defense, National Security, and International Affairs",37.0,26456.0,0.0013985485334139704,1.5e-05,87.32849692482083,1.7176523733041195e-07
None,2705.0,30851.0,0.08767949175067259,177.18803600000004,1481.8841004886065,0.1195694291757214
Online Informational Content,20.0,30851.0,0.0006482772033321448,0.007956999999999999,1481.8841004886065,5.3695157383606574e-06
Online Music and Video Streaming Services,9570.0,30851.0,0.3102006417944313,0.043183,1481.8841004886065,2.914060552087826e-05
Other,96.0,30851.0,0.0031117305759942953,6.1738110000000015,1481.8841004886065,0.00416619018853389
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4395.0,0.0029579067121729237,0.006836,1394.5556035637856,4.901919996972948e-06
Phone Provider,168.0,26456.0,0.006350166313879649,9.672119,87.32849692482083,0.11075558770153246
Real Estate (Residential and/or Commercial),3.0,4395.0,0.0006825938566552901,4.6e-05,1394.5556035637856,3.298541835294845e-08
"Recreation, Sports, and Performing Arts",6.0,26456.0,0.00022679165406713032,0.0,87.32849692482083,0.0
Software Development,3231.0,30851.0,0.104729182198308,28.76086,1481.8841004886065,0.01940830594681256
