as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name
38,3,26329,0.00011394280071404155,0.0,83.328715,0.0,[['UniversityofIllinois']]
174,8,31351,0.0002551752735159963,0.015656,3216.094661,4.868015916898411e-06,[['CogentCommunications']]
513,1,26329,3.798093357134719e-05,0.0,83.328715,0.0,[['CERN-EuropeanOrganizationforNuclearResearch']]
577,30,26329,0.0011394280071404155,8e-06,83.328715,9.600532061486847e-08,[['BellCanada']]
680,2,26329,7.596186714269437e-05,0.0,83.328715,0.0,[['VereinzurFoerderungeinesDeutschenForschungsnetzese.V.']]
701,1,26329,3.798093357134719e-05,0.0,83.328715,0.0,[['VerizonBusiness']]
812,40,26329,0.0015192373428538873,0.0,83.328715,0.0,[['RogersCommunicationsCanadaInc.']]
835,1,26329,3.798093357134719e-05,1.5e-05,83.328715,1.8000997615287838e-07,[['GoCodeITInc']]
852,25,26329,0.0009495233392836796,0.0,83.328715,0.0,[['TELUSCommunicationsInc.']]
906,1,26329,3.798093357134719e-05,0.0,83.328715,0.0,[['DMITCloudServices']]
924,1,5022,0.00019912385503783353,0.0625,3132.765946,1.9950421154124738e-05,[['CloudieNetworksLLC']]
945,1,5022,0.00019912385503783353,1.0,3132.765946,0.0003192067384659958,[['hkgoLLC']]
949,6,5022,0.0011947431302270011,9.2e-05,3132.765946,2.9367019938871615e-08,[['xTom']]
1221,40,26329,0.0015192373428538873,0.0,83.328715,0.0,[['TelstraCorporationLimited']]
1239,3,5022,0.0005973715651135006,3.0,3132.765946,0.0009576202153979875,[['Sprint']]
1257,1,26329,3.798093357134719e-05,0.0,83.328715,0.0,[['Tele2SverigeAB']]
1299,73,26329,0.0027726081507083444,0.0,83.328715,0.0,[['ArelionSwedenAB']]
1547,9,26329,0.00034182840214212463,0.0,83.328715,0.0,"[['Societateamixtapeactiunidetipinchis""Interdnestrcom""']]"
1659,10,26329,0.00037980933571347183,8e-06,83.328715,9.600532061486847e-08,[['NationalChungHsingUniversity']]
1680,1,26329,3.798093357134719e-05,0.0,83.328715,0.0,[['CellcomFixedLineCommunicationL.P']]
1764,1,5022,0.00019912385503783353,1.0,3132.765946,0.0003192067384659958,[['NextLayerTelekommunikationsdienstleistungs-undBeratungsGmbH']]
1921,1,5022,0.00019912385503783353,1.5e-05,3132.765946,4.788101076989938e-09,[['ipcomGmbH']]
1930,17,26329,0.0006456758707129021,0.0,83.328715,0.0,"[['FundacaoparaaCienciaeaTecnologia', 'I.P.']]"
