country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
GB,352,26682,0.013188,38.000354,94.32851166109427,0.40285,"[209641, 198231, 210644, 13213, 60068, 62217, 212238, 202888, 61323, 205544, 200241, 9002, 8943, 13285, 41357, 41000, 35826]"
RU,110,26682,0.0041199999999999995,20.000045,94.32851166109427,0.212025,"[29182, 213220, 44812, 30721, 45027, 51115, 59504, 49542, 200487, 204490, 210079, 199274, 8342, 28890, 34665, 25532, 16345]"
US,12269,26682,0.4598140000000001,19.557055,94.32851166109427,0.207326,"[395839, 197992, 48261, 53667, 197619, 64267, 36492, 396982, 41378, 62874, 397031, 46997, 13335, 396356, 61317, 6939, 46841, 216435, 46562, 16509, 30633, 33387, 19969, 200827, 6315, 55081, 8100, 397373, 40676, 12167, 11990, 21859, 11878, 26527, 32934, 48581, 54455, 38, 209622, 395747, 397224, 397226, 397232, 397423, 62571, 63410, 63949, 197598, 7922, 11917, 11426, 11019, 6233, 906, 701, 3389, 33760, 33438, 33363, 29789, 25923, 40630, 174, 36351, 17378, 17185, 16625, 15169, 15133, 15130, 15108, 14340, 22822, 22697, 20473, 19551, 398565]"
NL,9716,26682,0.364137,5.000093,94.32851166109427,0.053007,"[57043, 60781, 20940, 51430, 60893, 49981, 49544, 48635, 207375, 208492, 199752, 211786, 213192, 12859, 35470, 21342]"
DE,648,26682,0.024281999999999995,4.000015,94.32851166109427,0.042405,"[29014, 205100, 60294, 59437, 47447, 205766, 208058, 209114, 44974, 8422, 8560, 6805, 6724, 12360, 12306, 680, 3214, 3320, 44066, 29413, 29066, 15943, 24961]"
TH,57,26682,0.002136,3.0,94.32851166109427,0.031804,"[204916, 45758, 131445, 4651]"
VG,3,26682,0.00011199999999999998,2.0,94.32851166109427,0.021202,"[199925, 197730]"
VN,258,26682,0.009669000000000002,0.6767769999999999,94.32851166109427,0.007174,"[135981, 140810, 140824, 149151, 45899, 135967]"
FR,131,26682,0.004908999999999999,0.085716,94.32851166109427,0.000908,"[41405, 12876, 5410, 209453, 30781, 29075, 42487, 16276]"
JP,29,26682,0.0010849999999999998,0.007812,94.32851166109427,8.3e-05,"[138652, 38631, 7679, 9354, 9824, 9605, 2527, 2497, 17511]"
