sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,4379.0,0.0006850879196163508,3.0,1396.48391777277,0.002148252451617669
Buildings (Residential or Commercial),16.0,4379.0,0.003653802237953871,2.006851,1396.48391777277,0.0014370741935937903
"Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)",2.0,31058.0,6.439564685427266e-05,1.5e-05,1485.9140420082852,1.0094796587107267e-08
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26679.0,0.0002248959856066569,0.0,89.43012423551514,0.0
"Colleges, Universities, and Professional Schools",15.0,31058.0,0.0004829673514070449,1.000008,1485.9140420082852,0.0006729918230319975
Computer and Network Security,1511.0,31058.0,0.04865091119840299,0.018621000000000002,1485.9140420082852,1.2531680483234962e-05
Electronics and Computer Components,2.0,4379.0,0.00045672527974423386,1.000015,1396.48391777277,0.0007160948918014811
Elementary and Secondary Schools,1.0,4379.0,0.00022836263987211693,1.0,1396.48391777277,0.000716084150539223
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26679.0,0.00018741332133888076,0.0,89.43012423551514,0.0
Hosting and Cloud Provider,8042.0,31058.0,0.2589348960010303,14.348315000000001,1485.9140420082852,0.009656221419516001
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26679.0,0.0001499306570711046,0.0,89.43012423551514,0.0
Internet Service Provider (ISP),5385.0,31058.0,0.1733852791551291,218.694881,1485.9140420082852,0.14717868922244198
"Investment, Portfolio Management, Pensions and Funds",17.0,31058.0,0.0005473629982613175,15.000015,1485.9140420082852,0.010094806681903852
"Law Enforcement, Public Safety, and Justice",3.0,26679.0,0.00011244799280332846,0.0,89.43012423551514,0.0
"Law, Business, and Consulting Services",133.0,31058.0,0.004282310515809132,1004.0002589999999,1485.9140420082852,0.675678559200534
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4379.0,0.0006850879196163508,3.0,1396.48391777277,0.002148252451617669
"Military, Defense, National Security, and International Affairs",37.0,26679.0,0.0013868585779077177,1.5e-05,89.43012423551514,1.677287170092412e-07
None,2700.0,31058.0,0.08693412325326808,176.18019500000003,1485.9140420082852,0.1185668820801262
Online Informational Content,20.0,31058.0,0.0006439564685427265,0.007956999999999999,1485.9140420082852,5.354953096240834e-06
Online Music and Video Streaming Services,9635.0,31058.0,0.3102260287204585,0.043183,1485.9140420082852,2.906157340140354e-05
Other,98.0,31058.0,0.0031553866958593598,6.173842000000001,1485.9140420082852,0.004154911943395967
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4379.0,0.00296871431833752,0.006836,1396.48391777277,4.895151253086128e-06
Phone Provider,168.0,26679.0,0.006297087596986394,9.672119,89.43012423551514,0.10815280737538033
Real Estate (Residential and/or Commercial),3.0,4379.0,0.0006850879196163508,4.6e-05,1396.48391777277,3.293987092480426e-08
"Recreation, Sports, and Performing Arts",6.0,26679.0,0.0002248959856066569,0.0,89.43012423551514,0.0
Software Development,3230.0,31058.0,0.10399896966965033,28.760859999999997,1485.9140420082852,0.01935566875801799
