sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",3.0,30974.0,9.685542713243365e-05,3.0,1486.9139330016344,0.0020176016468847644
Buildings (Residential or Commercial),16.0,4366.0,0.0036646816307833257,2.006851,1393.4837651848793,0.0014401681958122726
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26608.0,0.0002254960914010824,0.0,93.43016781675502,0.0
"Colleges, Universities, and Professional Schools",15.0,30974.0,0.00048427713566216827,1.000008,1486.9139330016344,0.0006725392625659799
Computer and Network Security,1511.0,30974.0,0.048782850132369084,0.018621000000000002,1486.9139330016344,1.2523253422213734e-05
Electronics and Computer Components,2.0,4366.0,0.0004580852038479157,1.000015,1393.4837651848793,0.0007176366348748412
Elementary and Secondary Schools,1.0,4366.0,0.00022904260192395785,1.0,1393.4837651848793,0.0007176258704867837
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26608.0,0.000187913409500902,0.0,93.43016781675502,0.0
Hosting and Cloud Provider,7966.0,30974.0,0.2571834441789888,14.348253,1486.9139330016344,0.009649686294239753
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26608.0,0.0001503307276007216,0.0,93.43016781675502,0.0
Internet Service Provider (ISP),5374.0,30974.0,0.17350035513656614,216.690957,1486.9139330016344,0.1457320105694119
"Investment, Portfolio Management, Pensions and Funds",17.0,30974.0,0.0005488474204171241,15.000015,1486.9139330016344,0.010088018322432057
"Law Enforcement, Public Safety, and Justice",3.0,26608.0,0.0001127480457005412,0.0,93.43016781675502,0.0
"Law, Business, and Consulting Services",133.0,30974.0,0.004293923936204559,1004.0002589999999,1486.9139330016344,0.6752241920103766
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4366.0,0.0006871278057718735,3.0,1393.4837651848793,0.002152877611460351
"Military, Defense, National Security, and International Affairs",37.0,26608.0,0.0013905592303066748,1.5e-05,93.43016781675502,1.6054771548114485e-07
None,2706.0,30974.0,0.08736359527345515,179.18410100000003,1486.9139330016344,0.12050737909105534
Online Informational Content,20.0,30974.0,0.0006457028475495577,0.007956999999999999,1486.9139330016344,5.35135210142069e-06
Online Music and Video Streaming Services,9634.0,30974.0,0.3110350616646219,0.043184,1486.9139330016344,2.904270317302389e-05
Other,98.0,30974.0,0.003163943952992833,6.173842000000001,1486.9139330016344,0.004152117928935444
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4366.0,0.002977553825011452,0.006836,1393.4837651848793,4.905690450647654e-06
Phone Provider,168.0,26608.0,0.006313890559230307,9.672119,93.43016781675502,0.10352244062078501
Real Estate (Residential and/or Commercial),3.0,4366.0,0.0006871278057718735,4.6e-05,1393.4837651848793,3.3010790042392056e-08
"Recreation, Sports, and Performing Arts",6.0,26608.0,0.0002254960914010824,0.0,93.43016781675502,0.0
Software Development,3230.0,30974.0,0.10428100987925357,28.760845,1486.9139330016344,0.019342642745932483
