country,country_alias_num,country_all_num,country_ratio,sta_country_alias_num,sta_country_all_num,sat_country_ratio,as
US,3453,4381,0.788178,1085.9212029999999,1395.546448290348,0.778132,"[397165, 396356, 396319, 20473, 30633, 61317, 7018, 209242, 1239, 22773, 54113, 15317, 396362, 53667, 6939, 16509, 36183, 174, 13335, 400519, 33480, 199465, 36791, 60310, 36492, 15133, 19551, 40509, 46997, 201217, 16724, 32931, 398668, 20446, 41378, 20253, 46562, 40676, 50069, 949, 205157, 14153, 40138, 37963, 62874, 33760, 216435, 399358, 394923, 207487, 6369, 23145, 25923, 30081, 55081, 203283, 400797, 16625]"
RU,112,4381,0.025567,92.328293,1395.546448290348,0.06615999999999998,"[44812, 59504, 210695, 49542, 51659, 204490, 213220, 208626, 48108, 29182, 206873, 3175, 60389, 49392, 56534, 212521, 210852, 211027, 56434, 30721, 199669, 199186, 39900]"
TH,99,4381,0.022598,63.375,1395.546448290348,0.045412,[204916]
GB,89,4381,0.020315,30.010285,1395.546448290348,0.021506,"[62240, 198231, 62217, 209641, 44477, 64080, 202235, 199614, 61112, 202990, 136620, 206981, 212238, 56758, 48254, 205544, 13213, 198412, 209181, 61323, 58339, 52041, 203635, 202888]"
TR,29,4381,0.006619,27.000031,1395.546448290348,0.019348999999999998,"[210107, 25145, 43260, 196733, 201178]"
DE,27,4381,0.006160999999999999,24.003936000000003,1395.546448290348,0.017203,"[200373, 49581, 198571, 47447, 28753, 200081, 41108, 196968, 205987, 210937, 200393]"
PT,19,4381,0.004338,19.0,1395.546448290348,0.013614000000000001,"[209968, 56849, 51126, 52042]"
NL,29,4381,0.00662,9.040130999999999,1395.546448290348,0.006479,"[60781, 212477, 49981, 33905, 50867, 208685, 197919, 51430]"
HK,35,4381,0.00799,7.011398,1395.546448290348,0.005024,"[51837, 141444, 151338, 151407, 199974, 60539, 38008, 211759, 202662, 58453]"
UA,12,4381,0.0027389999999999997,7.000077,1395.546448290348,0.005016,"[47596, 201572, 201836]"
IN,170,4381,0.038804,4.039612,1395.546448290348,0.002894,"[207990, 45609, 216452]"
FR,4,4381,0.0009130000000000001,4.0,1395.546448290348,0.0028669999999999998,"[50902, 60703, 209146]"
LV,3,4381,0.0006850000000000001,3.0,1395.546448290348,0.00215,"[58061, 43317]"
SA,3,4381,0.000685,3.0,1395.546448290348,0.00215,[210499]
IT,4,4381,0.000914,2.0,1395.546448290348,0.001433,"[42692, 6762]"
LT,2,4381,0.000456,2.0,1395.546448290348,0.001434,"[51259, 150445]"
CA,14,4381,0.003195,1.0750420000000003,1395.546448290348,0.000771,"[396113, 399558, 53356, 202911, 202528, 205212, 203314, 398962, 54197, 63213, 139693]"
CN,8,4381,0.001826,1.066483,1395.546448290348,0.000765,"[4538, 151814, 200021, 206843, 211051, 197433]"
TW,2,4381,0.000456,1.003906,1395.546448290348,0.0007199999999999999,"[133375, 141173]"
CY,22,4381,0.005021,1.00032,1395.546448290348,0.000717,"[61178, 47583]"
CZ,2,4381,0.000457,1.000015,1395.546448290348,0.000717,[50113]
PK,1,4381,0.000228,1.0,1395.546448290348,0.000717,[147057]
PE,1,4381,0.000228,1.0,1395.546448290348,0.000717,[266732]
SG,2,4381,0.000456,1.0,1395.546448290348,0.000717,"[150347, 4657]"
AR,1,4381,0.000228,1.0,1395.546448290348,0.000717,[271991]
KR,1,4381,0.000228,1.0,1395.546448290348,0.000717,[135605]
JP,1,4381,0.000228,1.0,1395.546448290348,0.000717,[131910]
EG,1,4381,0.000228,1.0,1395.546448290348,0.000717,[36992]
ID,128,4381,0.029217,0.601807,1395.546448290348,0.000431,"[210842, 4761]"
VG,11,4381,0.0025109999999999998,0.042968,1395.546448290348,3.1e-05,"[199925, 197730]"
BR,15,4381,0.003423,0.010986,1395.546448290348,8.000000000000001e-06,"[270410, 28573, 263110]"
VN,4,4381,0.000914,0.007843000000000001,1395.546448290348,6e-06,"[38732, 140810]"
CH,1,4381,0.000228,0.003906,1395.546448290348,3e-06,[58057]
RO,35,4381,0.007989,0.002365,1395.546448290348,2e-06,[9009]
PH,20,4381,0.004565,0.000534,1395.546448290348,0.0,[200866]
AT,8,4381,0.001826,0.000122,1395.546448290348,0.0,"[207021, 1921, 205989]"
ES,2,4381,0.000457,3.1e-05,1395.546448290348,0.0,[197606]
BG,2,4381,0.000457,3.1e-05,1395.546448290348,0.0,[59711]
SE,2,4381,0.000456,3e-05,1395.546448290348,0.0,"[30811, 201633]"
PL,2,4381,0.000456,3e-05,1395.546448290348,0.0,"[15967, 201029]"
AU,1,4381,0.000228,1.5e-05,1395.546448290348,0.0,[133480]
VU,1,4381,0.000228,1.5e-05,1395.546448290348,0.0,[43357]
PA,1,4381,0.000228,1.5e-05,1395.546448290348,0.0,[141039]
IE,1,4381,0.000228,1.5e-05,1395.546448290348,0.0,[47720]
MY,1,4381,0.000228,0.0,1395.546448290348,0.0,[4788]
