org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
I-SERVERS LTD,47,26679,0.001762,30.0,89.43012423551514,0.335457,[209641],['GB'],['Education and Research'],['None']
HOSTKEY,168,26679,0.006297,9.672119,89.43012423551514,0.108153,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
JSC IOT,10,26679,0.000375,7.0,89.43012423551514,0.078273,[29182],['RU'],['Computer and Information Technology'],['None']
Delta Ltd,37,26679,0.001387,6.500015,89.43012423551514,0.072683,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
IP SERVER LLC,8,26679,0.0003,6.0,89.43012423551514,0.067091,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
DEFSOLUTION LLC,9,26679,0.000337,5.0,89.43012423551514,0.05591,[197992],['US'],['None'],['None']
HOSTKEY B.V.,6,26679,0.000225,4.0,89.43012423551514,0.044728,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ScaleUp Technologies GmbH & Co. KG,4,26679,0.00015,4.0,89.43012423551514,0.044728,[29014],['DE'],['Computer and Information Technology'],['None']
AEZA INTERNATIONAL LTD,3,26679,0.000112,3.0,89.43012423551514,0.033546,[210644],['GB'],['None'],['None']
"RACKTECH CO., LTD.",4,26679,0.00015,3.0,89.43012423551514,0.033546,[204916],['TH'],['None'],['None']
Phan Nhat Nghi,2,26679,7.5e-05,2.0,89.43012423551514,0.022364,[199925],['VG'],['Construction and Real Estate'],['Other']
socialimprove LLC,4,26679,0.00015,2.0,89.43012423551514,0.022364,[48261],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
FranTech Solutions,21,26679,0.000787,1.000015,89.43012423551514,0.011182,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
LeaseWeb Netherlands B.V.,36,26679,0.001349,1.0,89.43012423551514,0.011182,[60781],['NL'],['Computer and Information Technology'],['None']
Telnab Networks LLC,2,26679,7.5e-05,1.0,89.43012423551514,0.011182,[197619],['US'],['None'],['None']
Sprious LLC,12,26679,0.00045,0.75,89.43012423551514,0.008386,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
VisualViet Company Limited,178,26679,0.006672,0.551773,89.43012423551514,0.00617,[135981],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,26679,0.0003,0.5,89.43012423551514,0.005591,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Megacore Technology Company Limited,61,26679,0.002286,0.226578,89.43012423551514,0.002534,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
