sub_category,category_alias_num,category_all_num,category_ratio,sta_category_alias_num,sta_category_all_num,sat_category_ratio
"Banks, Credit Card Companies, Mortgage Providers",2.0,4384.0,0.0004562043795620438,2.0,1396.4762272834778,0.001432176188126409
Buildings (Residential or Commercial),16.0,4384.0,0.0036496350364963502,2.006851,1396.4762272834778,0.0014370821076588362
"Civil Engineering Construction (Utility Lines, Roads and Bridges)",6.0,26772.0,0.00022411474675033618,0.0,92.43035371688998,0.0
"Colleges, Universities, and Professional Schools",15.0,31156.0,0.00048144819617409166,1.000008,1488.9065810003679,0.0006716391832509154
Computer and Network Security,1512.0,31156.0,0.04852997817434844,0.018636000000000003,1488.9065810003679,1.251656768652257e-05
Electronics and Computer Components,2.0,4384.0,0.0004562043795620438,1.000015,1396.4762272834778,0.0007160988353846155
Elementary and Secondary Schools,1.0,4384.0,0.0002281021897810219,1.0,1396.4762272834778,0.0007160880940632045
"Government and Regulatory Agencies, Administrations, Departments, and Services",5.0,26772.0,0.00018676228895861348,0.0,92.43035371688998,0.0
Hosting and Cloud Provider,8124.0,31156.0,0.260752343047888,14.348452,1488.9065810003679,0.009636905486951067
"Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)",4.0,26772.0,0.00014940983116689077,0.0,92.43035371688998,0.0
Internet Service Provider (ISP),5418.0,31156.0,0.1738990884580819,218.687053,1488.9065810003679,0.1468776186435205
"Investment, Portfolio Management, Pensions and Funds",17.0,31156.0,0.0005456412889973039,15.000015,1488.9065810003679,0.010074517227213663
"Law Enforcement, Public Safety, and Justice",2.0,26772.0,7.470491558344539e-05,0.0,92.43035371688998,0.0
"Law, Business, and Consulting Services",133.0,31156.0,0.004268840672743613,1004.0002589999999,1488.9065810003679,0.6743205193743125
"Metal, Glass, Wood, and Paper Manufacturing",3.0,4384.0,0.0006843065693430657,3.0,1396.4762272834778,0.0021482642821896137
"Military, Defense, National Security, and International Affairs",37.0,26772.0,0.0013820409382937398,1.5e-05,92.43035371688998,1.6228435137167523e-07
None,2706.0,31156.0,0.08685325458980614,179.18016400000002,1488.9065810003679,0.12034345625607504
Online Informational Content,20.0,31156.0,0.0006419309282321222,0.007956999999999999,1488.9065810003679,5.344190227605712e-06
Online Music and Video Streaming Services,9611.0,31156.0,0.3084799075619463,0.043183,1488.9065810003679,2.900316282502168e-05
Other,99.0,31156.0,0.003177558094749005,7.173842000000001,1488.9065810003679,0.004818194836092426
"Other Schools, Instruction, and Exam Preparation (Trade Schools, Art Schools, Driving Instruction, etc.)",13.0,4384.0,0.0029653284671532845,0.006836,1396.4762272834778,4.895178211016066e-06
Phone Provider,168.0,26772.0,0.0062752129090094125,9.672119,92.43035371688998,0.1046422372203104
Real Estate (Residential and/or Commercial),3.0,4384.0,0.0006843065693430657,4.6e-05,1396.4762272834778,3.294005232690741e-08
"Recreation, Sports, and Performing Arts",6.0,26772.0,0.00022411474675033618,0.0,92.43035371688998,0.0
Software Development,3233.0,31156.0,0.10376813454872255,28.76112,1488.9065810003679,0.019316940610656683
