as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
209641,47,26608,0.001766,30.0,93.430168,0.321095,I-SERVERS LTD,GB,Education and Research,None
395839,168,26608,0.006314,9.672119,93.430168,0.103522,HOSTKEY,US,Computer and Information Technology,Phone Provider
29182,10,26608,0.000376,7.0,93.430168,0.074922,JSC IOT,RU,Computer and Information Technology,None
213220,37,26608,0.001391,6.500015,93.430168,0.069571,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
44812,8,26608,0.000301,6.0,93.430168,0.064219,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
197992,9,26608,0.000338,5.0,93.430168,0.053516,DEFSOLUTION LLC,US,None,None
57043,6,26608,0.000225,4.0,93.430168,0.042813,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
29014,4,26608,0.00015,4.0,93.430168,0.042813,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
198231,6,26608,0.000225,3.0,93.430168,0.03211,SIXNET OPERATION LTD,GB,None,None
204916,4,26608,0.00015,3.0,93.430168,0.03211,"RACKTECH CO., LTD.",TH,None,None
210644,3,26608,0.000113,3.0,93.430168,0.03211,AEZA INTERNATIONAL LTD,GB,None,None
199925,2,26608,7.5e-05,2.0,93.430168,0.021406,Phan Nhat Nghi,VG,Construction and Real Estate,Other
48261,4,26608,0.00015,2.0,93.430168,0.021406,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
53667,21,26608,0.000789,1.000015,93.430168,0.010703,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
197619,2,26608,7.5e-05,1.0,93.430168,0.010703,Telnab Networks LLC,US,None,None
60781,36,26608,0.001353,1.0,93.430168,0.010703,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
60389,1,26608,3.8e-05,1.0,93.430168,0.010703,Manir LLC,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
64267,12,26608,0.000451,0.75,93.430168,0.008027,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
135981,178,26608,0.00669,0.551773,93.430168,0.005906,VisualViet Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,26608,0.000301,0.5,93.430168,0.005352,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
140810,61,26608,0.002293,0.226578,93.430168,0.002425,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
36492,1550,26608,0.058253,0.128812,93.430168,0.001379,Google LLC,US,Computer and Information Technology,Software Development
41405,52,26608,0.001954,0.085693,93.430168,0.000917,Altinea SAS,FR,Computer and Information Technology,None
138652,2,26608,7.5e-05,0.007812,93.430168,8.4e-05,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
396982,4,26608,0.00015,0.003937,93.430168,4.2e-05,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
41378,16,26608,0.000601,0.000702,93.430168,8e-06,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,26608,7.5e-05,0.000488,93.430168,5e-06,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
397031,29,26608,0.00109,0.000443,93.430168,5e-06,"GALAXYGATE, LLC",US,Other,None
13213,179,26608,0.006727,0.000171,93.430168,2e-06,UK-2 Limited,GB,Computer and Information Technology,Hosting and Cloud Provider
9009,167,26608,0.006276,0.000151,93.430168,2e-06,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
205212,8,26608,0.000301,0.000122,93.430168,1e-06,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
46997,8,26608,0.000301,0.000122,93.430168,1e-06,Black Mesa Corporation,US,Health Care Services,Other
60068,9,26608,0.000338,0.000107,93.430168,1e-06,Datacamp Limited,GB,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
149485,15,26608,0.000564,9.8e-05,93.430168,1e-06,MonoCloud Pty Ltd,AU,"Media, Publishing, and Broadcasting",Online Informational Content
20940,9607,26608,0.361057,7.8e-05,93.430168,1e-06,Akamai International B.V.,NL,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
13335,1377,26608,0.051751,6.1e-05,93.430168,1e-06,"Cloudflare, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
45609,37,26608,0.001391,6.1e-05,93.430168,1e-06,Bharti Airtel Limited,IN,Computer and Information Technology,Internet Service Provider (ISP)
396356,41,26608,0.001541,5.9e-05,93.430168,1e-06,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
16509,4838,26608,0.181825,5.3e-05,93.430168,1e-06,"Amazon.com, Inc.",US,Computer and Information Technology,Hosting and Cloud Provider
56630,3,26608,0.000113,4.6e-05,93.430168,0.0,Melbikomas UAB,LT,Computer and Information Technology,None
62217,12,26608,0.000451,4.6e-05,93.430168,0.0,Vinters IT Ltd,GB,Computer and Information Technology,None
61317,3,26608,0.000113,4.6e-05,93.430168,0.0,Hivelocity Inc,US,Computer and Information Technology,None
262287,36,26608,0.001353,3.4e-05,93.430168,0.0,Latitude.sh LTDA,BR,Computer and Information Technology,Hosting and Cloud Provider
6939,610,26608,0.022925,3.2e-05,93.430168,0.0,Hurricane Electric LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
138997,4,26608,0.00015,3.1e-05,93.430168,0.0,Eons Data Communications Limited,HK,Computer and Information Technology,Internet Service Provider (ISP)
46841,2,26608,7.5e-05,3.1e-05,93.430168,0.0,"Fork Networking, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
216435,3,26608,0.000113,3.1e-05,93.430168,0.0,Plim Mobile Telecom LLC,US,None,None
46562,71,26608,0.002668,2.4e-05,93.430168,0.0,Performive LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
30633,65,26608,0.002443,2e-05,93.430168,0.0,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
19969,4,26608,0.00015,1.5e-05,93.430168,0.0,"Joe's Datacenter, LLC",US,Government and Public Administration,"Military, Defense, National Security, and International Affairs"
56655,4,26608,0.00015,1.5e-05,93.430168,0.0,TerraHost AS,NO,Computer and Information Technology,Internet Service Provider (ISP)
45027,2,26608,7.5e-05,1.5e-05,93.430168,0.0,"LLC ""Internet Tehnologii""",RU,Computer and Information Technology,Software Development
33387,11,26608,0.000413,1.5e-05,93.430168,0.0,"Nocix, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
30860,1,26608,3.8e-05,1.5e-05,93.430168,0.0,Virtual Systems LLC,UA,Computer and Information Technology,Internet Service Provider (ISP)
