as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
397165,62,4450,0.013933,992.0,1416.688859,0.700224,EpicUp Holdings Inc,US,Service,"Law, Business, and Consulting Services"
204916,103,4450,0.023146,66.4375,1416.688859,0.046896,"RACKTECH CO., LTD.",TH,None,None
396356,2,4450,0.000449,32.0,1416.688859,0.022588,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
44812,31,4450,0.006966,31.0,1416.688859,0.021882,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
210107,25,4450,0.005618,25.0,1416.688859,0.017647,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
396319,1,4450,0.000225,16.0,1416.688859,0.011294,Oxylabs,US,Computer and Information Technology,Internet Service Provider (ISP)
30633,15,4450,0.003371,14.000015,1416.688859,0.009882,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
20473,17,4450,0.00382,13.000061,1416.688859,0.009176,"The Constant Company, LLC",US,Computer and Information Technology,Internet Service Provider (ISP)
209968,13,4450,0.002921,13.0,1416.688859,0.009176,Kew Solutions Unipessoal Lda,PT,Finance and Insurance,"Investment, Portfolio Management, Pensions and Funds"
1239,10,4450,0.002247,10.0,1416.688859,0.007059,Sprint,US,Computer and Information Technology,Internet Service Provider (ISP)
59504,12,4450,0.002697,9.1875,1416.688859,0.006485,LLC Vpsville,RU,Computer and Information Technology,Software Development
198231,11,4450,0.002472,9.007812,1416.688859,0.006358,SIXNET OPERATION LTD,GB,None,None
62240,31,4450,0.006966,9.000565,1416.688859,0.006353,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
200373,9,4450,0.002022,9.0,1416.688859,0.006353,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
47596,9,4450,0.002022,7.000031,1416.688859,0.004941,IT Express Ltd.,UA,Service,"Law, Business, and Consulting Services"
49581,7,4450,0.001573,7.0,1416.688859,0.004941,Ferdinand Zink trading as Tube-Hosting,DE,Computer and Information Technology,Software Development
210695,7,4450,0.001573,7.0,1416.688859,0.004941,Dmitrii Vladimirovich Malkov,RU,None,None
7018,6,4450,0.001348,6.0,1416.688859,0.004235,"AT&T Services, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
49542,6,4450,0.001348,6.0,1416.688859,0.004235,ArtPlanet LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
51837,6,4450,0.001348,6.0,1416.688859,0.004235,Netex Limited,HK,Computer and Information Technology,Software Development
61317,14,4450,0.003146,5.012955,1416.688859,0.003539,Hivelocity Inc,US,Computer and Information Technology,None
60781,5,4450,0.001124,5.0,1416.688859,0.003529,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
62217,9,4450,0.002022,4.000763,1416.688859,0.002824,Vinters IT Ltd,GB,Computer and Information Technology,None
51659,4,4450,0.000899,4.0,1416.688859,0.002823,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
204490,4,4450,0.000899,4.0,1416.688859,0.002823,Kontel LLC,RU,Computer and Information Technology,Hosting and Cloud Provider
207990,4,4450,0.000899,4.0,1416.688859,0.002823,HostRoyale Technologies Pvt Ltd,IN,Computer and Information Technology,Internet Service Provider (ISP)
209242,16,4450,0.003596,3.000198,1416.688859,0.002118,"Cloudflare London, LLC",US,Service,"Law, Business, and Consulting Services"
213220,7,4450,0.001573,3.000061,1416.688859,0.002118,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
209641,3,4450,0.000674,3.0,1416.688859,0.002118,I-SERVERS LTD,GB,Education and Research,None
44477,3,4450,0.000674,3.0,1416.688859,0.002118,STARK INDUSTRIES SOLUTIONS LTD,GB,Manufacturing,"Metal, Glass, Wood, and Paper Manufacturing"
208626,3,4450,0.000674,3.0,1416.688859,0.002118,ServTech LTD,RU,Computer and Information Technology,Internet Service Provider (ISP)
3175,3,4450,0.000674,3.0,1416.688859,0.002118,Citytelecom LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
29182,3,4450,0.000674,3.0,1416.688859,0.002118,JSC IOT,RU,Computer and Information Technology,None
48108,3,4450,0.000674,3.0,1416.688859,0.002118,Sole trader Malkov Dmitrii Vladimirovich,RU,Computer and Information Technology,None
198571,3,4450,0.000674,3.0,1416.688859,0.002118,3xK Tech GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
60389,3,4450,0.000674,3.0,1416.688859,0.002118,Manir LLC,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
212477,3,4450,0.000674,3.0,1416.688859,0.002118,RoyaleHosting BV,NL,Computer and Information Technology,None
206873,3,4450,0.000674,3.0,1416.688859,0.002118,GalaxyStar LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
210499,3,4450,0.000674,3.0,1416.688859,0.002118,Al Asmary Abdullah Ibrahim A,SA,Computer and Information Technology,Software Development
211027,4,4450,0.000899,2.125,1416.688859,0.0015,Perfect Cloud Technologies LLC,RU,"Media, Publishing, and Broadcasting",Other
49392,5,4450,0.001124,2.000046,1416.688859,0.001412,LLC Baxet,RU,Computer and Information Technology,Internet Service Provider (ISP)
212521,3,4450,0.000674,2.000015,1416.688859,0.001412,Malkov D.V.,RU,Computer and Information Technology,Internet Service Provider (ISP)
56534,3,4450,0.000674,2.000015,1416.688859,0.001412,Comfortel Ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
202888,3,4450,0.000674,2.000015,1416.688859,0.001412,UPSTREAM NETWORK LTD,GB,None,None
