org_name,org_alias_num,org_all_num,org_ratio,sta_org_alias_num,sta_org_all_num,sat_org_ratio,as,country,category,sub_category
I-SERVERS LTD,47,27664,0.001699,30.0,95.43043706285349,0.314365,[209641],['GB'],['Education and Research'],['None']
HOSTKEY,168,27664,0.006073,9.672119,95.43043706285349,0.101353,[395839],['US'],['Computer and Information Technology'],['Phone Provider']
JSC IOT,10,27664,0.000361,7.0,95.43043706285349,0.073352,[29182],['RU'],['Computer and Information Technology'],['None']
IP SERVER LLC,9,27664,0.000325,7.0,95.43043706285349,0.073352,[44812],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Delta Ltd,37,27664,0.001337,6.500015,95.43043706285349,0.068113,[213220],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SIXNET OPERATION LTD,30,27664,0.001084,5.0,95.43043706285349,0.052394,[198231],['GB'],['None'],['None']
DEFSOLUTION LLC,9,27664,0.000325,5.0,95.43043706285349,0.052394,[197992],['US'],['None'],['None']
ScaleUp Technologies GmbH & Co. KG,4,27664,0.000145,4.0,95.43043706285349,0.041915,[29014],['DE'],['Computer and Information Technology'],['None']
HOSTKEY B.V.,6,27664,0.000217,4.0,95.43043706285349,0.041915,[57043],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
AEZA INTERNATIONAL LTD,3,27664,0.000108,3.0,95.43043706285349,0.031437,[210644],['GB'],['None'],['None']
"RACKTECH CO., LTD.",4,27664,0.000145,3.0,95.43043706285349,0.031437,[204916],['TH'],['None'],['None']
socialimprove LLC,4,27664,0.000145,2.0,95.43043706285349,0.020958,[48261],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Phan Nhat Nghi,2,27664,7.2e-05,2.0,95.43043706285349,0.020958,[199925],['VG'],['Construction and Real Estate'],['Other']
FranTech Solutions,21,27664,0.000759,1.000015,95.43043706285349,0.010479,[53667],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Clouvider Limited,1,27664,3.6e-05,1.0,95.43043706285349,0.010479,[62240],['GB'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Telnab Networks LLC,2,27664,7.2e-05,1.0,95.43043706285349,0.010479,[197619],['US'],['None'],['None']
LeaseWeb Netherlands B.V.,36,27664,0.001301,1.0,95.43043706285349,0.010479,[60781],['NL'],['Computer and Information Technology'],['None']
Manir LLC,1,27664,3.6e-05,1.0,95.43043706285349,0.010479,[60389],['RU'],['Finance and Insurance'],"['Banks, Credit Card Companies, Mortgage Providers']"
Sprious LLC,12,27664,0.000434,0.75,95.43043706285349,0.007859,[64267],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
VisualViet Company Limited,178,27664,0.006434,0.551773,95.43043706285349,0.005782,[135981],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SatGate LLC,8,27664,0.000289,0.5,95.43043706285349,0.005239,[30721],['RU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Megacore Technology Company Limited,61,27664,0.002205,0.226578,95.43043706285349,0.002374,[140810],['VN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Google LLC,1833,27664,0.06626,0.132993,95.43043706285349,0.001393,"[36492, 396982, 15169]",['US'],"['Computer and Information Technology'
 'Media, Publishing, and Broadcasting']","['Software Development' 'Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Altinea SAS,52,27664,0.00188,0.085693,95.43043706285349,0.000898,[41405],['FR'],['Computer and Information Technology'],['None']
Super Godzilla Communications GK,2,27664,7.2e-05,0.007812,95.43043706285349,8.2e-05,[138652],['JP'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Kirino LLC,16,27664,0.000578,0.000702,95.43043706285349,7e-06,[41378],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Web2Objects LLC,2,27664,7.2e-05,0.000488,95.43043706285349,5e-06,[62874],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"GALAXYGATE, LLC",29,27664,0.001048,0.000443,95.43043706285349,5e-06,[397031],['US'],['Other'],['None']
UK-2 Limited,179,27664,0.006471,0.000171,95.43043706285349,2e-06,[13213],['GB'],['Computer and Information Technology'],['Hosting and Cloud Provider']
M247 Europe SRL,167,27664,0.006037,0.000151,95.43043706285349,2e-06,[9009],['RO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Datacamp Limited,10,27664,0.000361,0.000122,95.43043706285349,1e-06,"[60068, 212238]",['GB'],"['Media, Publishing, and Broadcasting'
 'Computer and Information Technology']","['Online Music and Video Streaming Services'
 'Internet Service Provider (ISP)']"
Black Mesa Corporation,8,27664,0.000289,0.000122,95.43043706285349,1e-06,[46997],['US'],['Health Care Services'],['Other']
LoudTronix Inc.,8,27664,0.000289,0.000122,95.43043706285349,1e-06,[205212],['CA'],['Community Groups and Nonprofits'],['Other']
MonoCloud Pty Ltd,15,27664,0.000542,9.8e-05,95.43043706285349,1e-06,[149485],['AU'],"['Media, Publishing, and Broadcasting']",['Online Informational Content']
Akamai International B.V.,9726,27664,0.351576,8.1e-05,95.43043706285349,1e-06,"[20940, 21342]",['NL'],"['Media, Publishing, and Broadcasting']",['Online Music and Video Streaming Services']
Bharti Airtel Limited,81,27664,0.002928,6.2e-05,95.43043706285349,1e-06,"[45609, 9498]",['IN'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Cloudflare, Inc.",1391,27664,0.050282,6.1e-05,95.43043706285349,1e-06,"[13335, 395747]",['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Latitude.sh,41,27664,0.001482,5.9e-05,95.43043706285349,1e-06,[396356],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Amazon.com, Inc.",5452,27664,0.197079,5.6e-05,95.43043706285349,1e-06,[16509],['US'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Melbikomas UAB,3,27664,0.000108,4.6e-05,95.43043706285349,0.0,[56630],['LT'],['Computer and Information Technology'],['None']
Vinters IT Ltd,12,27664,0.000434,4.6e-05,95.43043706285349,0.0,[62217],['GB'],['Computer and Information Technology'],['None']
Hivelocity Inc,3,27664,0.000108,4.6e-05,95.43043706285349,0.0,[61317],['US'],['Computer and Information Technology'],['None']
Latitude.sh LTDA,36,27664,0.001301,3.4e-05,95.43043706285349,0.0,[262287],['BR'],['Computer and Information Technology'],['Hosting and Cloud Provider']
Hurricane Electric LLC,620,27664,0.022412,3.2e-05,95.43043706285349,0.0,[6939],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Eons Data Communications Limited,4,27664,0.000145,3.1e-05,95.43043706285349,0.0,[138997],['HK'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Plim Mobile Telecom LLC,3,27664,0.000108,3.1e-05,95.43043706285349,0.0,[216435],['US'],['None'],['None']
"Fork Networking, LLC",2,27664,7.2e-05,3.1e-05,95.43043706285349,0.0,[46841],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Performive LLC,71,27664,0.002567,2.4e-05,95.43043706285349,0.0,[46562],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
"Leaseweb USA, Inc.",68,27664,0.002458,2.3e-05,95.43043706285349,0.0,[30633],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
ERBCOM TELECOMUNICACOES EIRELI - ME,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[268972],['BR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
vv Network Inc,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[200827],['US'],['Computer and Information Technology'],['None']
"Joe's Datacenter, LLC",4,27664,0.000145,1.5e-05,95.43043706285349,0.0,[19969],['US'],['Government and Public Administration'],"['Military, Defense, National Security, and International Affairs']"
"XMission, L.C.",1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[6315],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
John Mark Gabriel Caguicla,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[200866],['PH'],['Computer and Information Technology'],['Software Development']
F3 Netze e.V.,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[205100],['DE'],['Service'],"['Law, Business, and Consulting Services']"
"Fastly, Inc.",1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[54113],['US'],['Computer and Information Technology'],['Software Development']
"Fly.io, Inc.",1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[40509],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
AltusHost B.V.,9,27664,0.000325,1.5e-05,95.43043706285349,0.0,[51430],['NL'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Virtual Systems LLC,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[30860],['UA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Netwerkvereniging Coloclue,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[8283],['NL'],['Computer and Information Technology'],['Hosting and Cloud Provider']
"LLC ""Internet Tehnologii""",2,27664,7.2e-05,1.5e-05,95.43043706285349,0.0,[45027],['RU'],['Computer and Information Technology'],['Software Development']
"Nocix, LLC",11,27664,0.000398,1.5e-05,95.43043706285349,0.0,[33387],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
SCALEWAY S.A.S.,5,27664,0.000181,1.5e-05,95.43043706285349,0.0,[12876],['FR'],['Computer and Information Technology'],['None']
UPSTREAM NETWORK LTD,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[202888],['GB'],['None'],['None']
GoCodeIT Inc,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[835],['CA'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
TerraHost AS,4,27664,0.000145,1.5e-05,95.43043706285349,0.0,[56655],['NO'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
HLL LLC,1,27664,3.6e-05,1.5e-05,95.43043706285349,0.0,[51115],['RU'],['Computer and Information Technology'],['None']
24 SHELLS,14,27664,0.000506,1.2e-05,95.43043706285349,0.0,[55081],['US'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Intergrid Group Pty Ltd,8,27664,0.000289,8e-06,95.43043706285349,0.0,[133480],['AU'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
Bouygues Telecom SA,59,27664,0.002133,8e-06,95.43043706285349,0.0,[5410],['FR'],['Computer and Information Technology'],['Internet Service Provider (ISP)']
