as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
209641,47,27664,0.001699,30.0,95.430437,0.314365,I-SERVERS LTD,GB,Education and Research,None
395839,168,27664,0.006073,9.672119,95.430437,0.101353,HOSTKEY,US,Computer and Information Technology,Phone Provider
44812,9,27664,0.000325,7.0,95.430437,0.073352,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
29182,10,27664,0.000361,7.0,95.430437,0.073352,JSC IOT,RU,Computer and Information Technology,None
213220,37,27664,0.001337,6.500015,95.430437,0.068113,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
198231,30,27664,0.001084,5.0,95.430437,0.052394,SIXNET OPERATION LTD,GB,None,None
197992,9,27664,0.000325,5.0,95.430437,0.052394,DEFSOLUTION LLC,US,None,None
29014,4,27664,0.000145,4.0,95.430437,0.041915,ScaleUp Technologies GmbH & Co. KG,DE,Computer and Information Technology,None
57043,6,27664,0.000217,4.0,95.430437,0.041915,HOSTKEY B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
210644,3,27664,0.000108,3.0,95.430437,0.031437,AEZA INTERNATIONAL LTD,GB,None,None
204916,4,27664,0.000145,3.0,95.430437,0.031437,"RACKTECH CO., LTD.",TH,None,None
48261,4,27664,0.000145,2.0,95.430437,0.020958,socialimprove LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
199925,2,27664,7.2e-05,2.0,95.430437,0.020958,Phan Nhat Nghi,VG,Construction and Real Estate,Other
53667,21,27664,0.000759,1.000015,95.430437,0.010479,FranTech Solutions,US,Computer and Information Technology,Hosting and Cloud Provider
60781,36,27664,0.001301,1.0,95.430437,0.010479,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
197619,2,27664,7.2e-05,1.0,95.430437,0.010479,Telnab Networks LLC,US,None,None
60389,1,27664,3.6e-05,1.0,95.430437,0.010479,Manir LLC,RU,Finance and Insurance,"Banks, Credit Card Companies, Mortgage Providers"
62240,1,27664,3.6e-05,1.0,95.430437,0.010479,Clouvider Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
64267,12,27664,0.000434,0.75,95.430437,0.007859,Sprious LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
135981,178,27664,0.006434,0.551773,95.430437,0.005782,VisualViet Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
30721,8,27664,0.000289,0.5,95.430437,0.005239,SatGate LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
140810,61,27664,0.002205,0.226578,95.430437,0.002374,Megacore Technology Company Limited,VN,Computer and Information Technology,Internet Service Provider (ISP)
36492,1551,27664,0.056066,0.129056,95.430437,0.001352,Google LLC,US,Computer and Information Technology,Software Development
41405,52,27664,0.00188,0.085693,95.430437,0.000898,Altinea SAS,FR,Computer and Information Technology,None
138652,2,27664,7.2e-05,0.007812,95.430437,8.2e-05,Super Godzilla Communications GK,JP,Computer and Information Technology,Internet Service Provider (ISP)
396982,4,27664,0.000145,0.003937,95.430437,4.1e-05,Google LLC,US,"Media, Publishing, and Broadcasting",Online Music and Video Streaming Services
41378,16,27664,0.000578,0.000702,95.430437,7e-06,Kirino LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
62874,2,27664,7.2e-05,0.000488,95.430437,5e-06,Web2Objects LLC,US,Computer and Information Technology,Internet Service Provider (ISP)
397031,29,27664,0.001048,0.000443,95.430437,5e-06,"GALAXYGATE, LLC",US,Other,None
13213,179,27664,0.006471,0.000171,95.430437,2e-06,UK-2 Limited,GB,Computer and Information Technology,Hosting and Cloud Provider
9009,167,27664,0.006037,0.000151,95.430437,2e-06,M247 Europe SRL,RO,Computer and Information Technology,Internet Service Provider (ISP)
205212,8,27664,0.000289,0.000122,95.430437,1e-06,LoudTronix Inc.,CA,Community Groups and Nonprofits,Other
46997,8,27664,0.000289,0.000122,95.430437,1e-06,Black Mesa Corporation,US,Health Care Services,Other
