as,as_alias_num,as_all_num,as_ratio,sta_as_alias_num,sta_as_all_num,sat_as_ratio,org_name,country,category,sub_category
397165,62,5281,0.01174,992.0,3782.320969,0.262273,EpicUp Holdings Inc,US,Service,"Law, Business, and Consulting Services"
204916,107,5281,0.020261,115.4375,3782.320969,0.03052,"RACKTECH CO., LTD.",TH,None,None
204790,7,5281,0.001326,112.0,3782.320969,0.029611,Falco ISP Services B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
22773,8,5281,0.001515,98.0,3782.320969,0.02591,Cox Communications Inc.,US,Computer and Information Technology,Internet Service Provider (ISP)
40970,3,5281,0.000568,48.0,3782.320969,0.012691,IP SERVICES Sp. zo.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
30633,19,5281,0.003598,46.000046,3782.320969,0.012162,"Leaseweb USA, Inc.",US,Computer and Information Technology,Internet Service Provider (ISP)
49581,9,5281,0.001704,39.0,3782.320969,0.010311,Ferdinand Zink trading as Tube-Hosting,DE,Computer and Information Technology,Software Development
60781,12,5281,0.002272,38.000061,3782.320969,0.010047,LeaseWeb Netherlands B.V.,NL,Computer and Information Technology,None
34907,2,5281,0.000379,32.0,3782.320969,0.00846,IP SERVICES Sp. zo.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
30823,2,5281,0.000379,32.0,3782.320969,0.00846,aurologic GmbH,DE,Computer and Information Technology,Internet Service Provider (ISP)
49191,2,5281,0.000379,32.0,3782.320969,0.00846,IP SERVICES Sp. zo.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
396356,2,5281,0.000379,32.0,3782.320969,0.00846,Latitude.sh,US,Computer and Information Technology,Internet Service Provider (ISP)
210434,2,5281,0.000379,32.0,3782.320969,0.00846,Hizakura Limited,GB,None,None
44812,31,5281,0.00587,31.0,3782.320969,0.008196,IP SERVER LLC,RU,Computer and Information Technology,Internet Service Provider (ISP)
210107,26,5281,0.004923,26.0,3782.320969,0.006874,PLUSWEB SUNUCU INTERNET HIZMETLERI TICARET LIMITED SIRKETI,TR,Computer and Information Technology,Internet Service Provider (ISP)
32489,9,5281,0.001704,24.0,3782.320969,0.006345,Amanah Tech Inc.,CA,Computer and Information Technology,Internet Service Provider (ISP)
209368,9,5281,0.001704,24.0,3782.320969,0.006345,Noinet Societa Cooperativa,IT,Computer and Information Technology,Internet Service Provider (ISP)
400842,8,5281,0.001515,23.0,3782.320969,0.006081,Tunbroker LLC,US,None,None
35048,7,5281,0.001326,22.0,3782.320969,0.005817,Biterika Group LLC,RU,Computer and Information Technology,Software Development
213220,8,5281,0.001515,19.000061,3782.320969,0.005023,Delta Ltd,RU,Computer and Information Technology,Internet Service Provider (ISP)
203498,4,5281,0.000757,19.0,3782.320969,0.005023,JSC Intellin,RU,Computer and Information Technology,None
209641,4,5281,0.000757,19.0,3782.320969,0.005023,I-SERVERS LTD,GB,Education and Research,None
49981,3,5281,0.000568,17.003906,3782.320969,0.004496,WorldStream B.V.,NL,Computer and Information Technology,Internet Service Provider (ISP)
197706,3,5281,0.000568,17.000015,3782.320969,0.004495,Keminet SHPK,AL,Computer and Information Technology,None
212238,9,5281,0.001704,16.000122,3782.320969,0.00423,Datacamp Limited,GB,Computer and Information Technology,Internet Service Provider (ISP)
42275,5,5281,0.000947,16.000061,3782.320969,0.00423,Three Fourteen SASU,FR,Service,Other
35761,2,5281,0.000379,16.000015,3782.320969,0.00423,Mitko.Com Ltd.,BG,Computer and Information Technology,Internet Service Provider (ISP)
35829,2,5281,0.000379,16.000015,3782.320969,0.00423,"auth-servers, LLC",US,Computer and Information Technology,Hosting and Cloud Provider
34534,2,5281,0.000379,16.000015,3782.320969,0.00423,Harmony Hosting SARL,FR,Computer and Information Technology,Internet Service Provider (ISP)
60111,1,5281,0.000189,16.0,3782.320969,0.00423,ASOM-Net Forening,DK,Computer and Information Technology,Internet Service Provider (ISP)
60636,1,5281,0.000189,16.0,3782.320969,0.00423,Coolnet Communications ltd,IL,Computer and Information Technology,Internet Service Provider (ISP)
200750,1,5281,0.000189,16.0,3782.320969,0.00423,Klikom.net Sp.z o.o.,PL,Computer and Information Technology,Internet Service Provider (ISP)
200430,1,5281,0.000189,16.0,3782.320969,0.00423,WEBO LLC,RU,Computer and Information Technology,Computer and Network Security
60584,1,5281,0.000189,16.0,3782.320969,0.00423,Prime Studio s.r.o.,CZ,Computer and Information Technology,Software Development
34665,1,5281,0.000189,16.0,3782.320969,0.00423,Petersburg Internet Network ltd.,RU,Computer and Information Technology,Internet Service Provider (ISP)
