org_name,as_x,alias_prefix_num,alias_prefix_64_num,as_y,alias_prefix_ratio,alias_prefix_64_ratio
Sama Tech s.r.o.,200222.0,1,1.3877787807814457e-17,[200222],1.984544368458446e-06,4.907163938983723e-31
SatGate LLC,245768.0,8,2147483648.0,[30721],1.5876354947667566e-05,7.59346839925664e-05
Satnet,319484.0,22,202.0,[14522],4.36599761060858e-05,7.14268822525554e-12
Saudi Telecom Company JSC,500380.0,20,740.0,[25019],3.969088736916891e-05,2.616628359747079e-11
Scalaxy B.V.,232244.0,4,17179869184.0,[58061],7.938177473833783e-06,0.0006074774719405312
ScaleUp Technologies GmbH & Co. KG,116056.0,4,17179869184.0,[29014],7.938177473833783e-06,0.0006074774719405312
"Scaleblade, Ltd.",312246.0,6,17180000256.0,[52041],1.1907266210750673e-05,0.0006074821066258335
Securebit AG,2031995.0,35,16777250.0,[58057],6.94590528960456e-05,5.932409209265767e-07
ServTech LTD,834504.0,4,12884967424.0,[208626],7.938177473833783e-06,0.0004556104212980495
Serverius Holding B.V.,1302783.0,7,17170432.0,"[50673, 208685]",1.3891810579209119e-05,6.07143774598767e-07
"Shanghai Luogu Network Technology Co., Ltd.",302928.0,2,131072.0,[151464],3.969088736916892e-06,4.634685302280664e-09
Shenzhen Tencent Computer Systems Company Limited,90180.0,2,2.0,[45090],3.969088736916892e-06,7.07196853985697e-14
"Shenzhen lesuyun Network Technology Co., Ltd",448539.0,3,4.163336342344337e-17,[149513],5.9536331053753366e-06,1.472149181695117e-30
Sigai Network LTD,199467.0,1,1048576.0,[199467],1.984544368458446e-06,3.707748241824531e-08
Signet B.V.,70940.0,2,2.7755575615628914e-17,[35470],3.969088736916892e-06,9.814327877967447e-31
"Sinewave, Inc.",59498.0,2,131072.0,[29749],3.969088736916892e-06,4.634685302280664e-09
Sky Telecom LLC,205255.0,1,34359738368.0,[205255],1.984544368458446e-06,0.0012149549438810624
Skydance Productions LLC,797336.0,2,2097152.0,[398668],3.969088736916892e-06,7.415496483649062e-08
Social Blade LLC,46644.0,1,65536.0,[46644],1.984544368458446e-06,2.317342651140332e-09
"Societatea mixta pe actiuni de tip inchis ""Interdnestrcom""",15470.0,10,2.220446049250313e-15,[1547],1.9845443684584455e-05,7.851462302373958e-29
Societe Francaise Du Radiotelephone - SFR SA,77785.0,5,5.0,[15557],9.922721842292227e-06,1.7679921349642426e-13
SoftLayer Technologies Inc.,72702.0,2,2.0,[36351],3.969088736916892e-06,7.07196853985697e-14
Sole trader Malkov Dmitrii Vladimirovich,1010268.0,21,85899411456.0,[48108],4.1675431737627355e-05,0.003037389677045307
"SolidNetwork Technologies, Inc.",28802.0,2,8589934592.0,[14401],3.969088736916892e-06,0.0003037387359702656
Sony Network Communications Inc.,2527.0,1,1.0,[2527],1.984544368458446e-06,3.535984269928485e-14
Spaceship Landings LLC,400743.0,1,65536.0,[400743],1.984544368458446e-06,2.317342651140332e-09
Sprint,6195.0,5,21474836480.0,[1239],9.922721842292227e-06,0.000759346839925664
Sprious LLC,771204.0,12,3221225472.0,[64267],2.3814532421501346e-05,0.0001139020259888496
"StackPath, LLC.",1527282.0,55,1577485.0,"[33438, 20446]",0.0001091499402652145,5.5779621460481364e-08
Starhub Ltd.,153227.0,22,16777956.0,"[4657, 55430]",4.36599761060858e-05,5.932658849755225e-07
Start Telecom LLC,205145.0,1,34359738368.0,[205145],1.984544368458446e-06,0.0012149549438810624
"State of North Dakota, ITD",19530.0,1,1.0,[19530],1.984544368458446e-06,3.535984269928485e-14
SteveYi Experiment Network,282346.0,2,33554432.0,[141173],3.969088736916892e-06,1.18647943738385e-06
Strato AG,6724.0,1,1.0,[6724],1.984544368458446e-06,3.535984269928485e-14
Super Godzilla Communications GK,277304.0,2,33554432.0,[138652],3.969088736916892e-06,1.18647943738385e-06
Swisscom (Schweiz) AG,59454.0,18,228.0,[3303],3.5721798632252025e-05,8.062044135436946e-12
Sys-DataCom s.r.o.,44002.0,1,1.0,[44002],1.984544368458446e-06,3.535984269928485e-14
TDC Holding A/S,9876.0,3,33.0,[3292],5.9536331053753366e-06,1.1668748090764e-12
TEFINCOM S.A.,282078.0,2,131072.0,[141039],3.969088736916892e-06,4.634685302280664e-09
TELECOM ITALIA SPARKLE S.p.A.,2718324.0,402,1695.8671875,[6762],0.0007977868361202952,5.996559698887861e-11
TELESISTEMA S.R.L.,264642.0,1,2.220446049250313e-16,[264642],1.984544368458446e-06,7.851462302373957e-30
TELUS Communications Inc.,76680.0,90,450.0,[852],0.0001786089931612601,1.5911929214678183e-11
TM TECHNOLOGY SERVICES SDN BHD,378252.0,79,934.0,[4788],0.0001567790051082172,3.3026093081132054e-11
TNNet Oy,30798.0,1,1.3877787807814457e-17,[30798],1.984544368458446e-06,4.907163938983723e-31
TOHU Public Internet,140731.0,1,65536.0,[140731],1.984544368458446e-06,2.317342651140332e-09
TPG Internet Pty Ltd,113175.0,15,240.0,[7545],2.9768165526876684e-05,8.486362247828365e-12
TRUE INTERNET CORPORATION CO. LTD.,7470.0,1,1.0,[7470],1.984544368458446e-06,3.535984269928485e-14
TT DOTCOM SDN BHD,109230.0,11,9.853229343548264e-16,[9930],2.18299880530429e-05,3.4840863966784437e-29
"Taiwan Fixed Network, Telco and Network Service Provider.",506124.0,51,411.0,[9924],0.00010121176279138072,1.4532895349406074e-11
TalkTalk Communications Limited,13285.0,1,1.3877787807814457e-17,[13285],1.984544368458446e-06,4.907163938983723e-31
Telconet S.A,55894.0,2,2.0,[27947],3.969088736916892e-06,7.07196853985697e-14
Tele2 Sverige AB,1158954.0,922,921.0,[1257],0.0018297499077186868,3.256641512604135e-11
Telefonica Germany GmbH & Co.OHG,884650.0,130,1.8041124150158794e-15,[6805],0.00025799076789959795,6.37931312067884e-29
Telekomunikasi Indonesia (PT),825291.0,107,4262.0,[7713],0.00021234624742505367,1.5070364958435204e-10
TelemaxX Telekommunikation GmbH,12843.0,1,65536.0,[12843],1.984544368458446e-06,2.317342651140332e-09
Telenet BVBA,27392.0,4,4.0,[6848],7.938177473833783e-06,1.414393707971394e-13
Telfly Technology Limited,375453.0,9,32769.0,[41717],1.7860899316126012e-05,1.1587066854128653e-09
Telmex Colombia S.A.,14080.0,1,256.0,[14080],1.984544368458446e-06,9.052119731016922e-12
Telnab Networks LLC,1976190.0,10,68719476736.0,[197619],1.9845443684584455e-05,0.0024299098877621247
Telstra Corporation Limited,50061.0,41,41.0,[1221],8.136631910679626e-05,1.4497535506706789e-12
Telstra International Limited,496159.0,107,512.0,[4637],0.00021234624742505367,1.8104239462033843e-11
TerraHost AS,339930.0,6,393216.0,[56655],1.1907266210750673e-05,1.3904055906841993e-08
"The Constant Company, LLC",31671731.0,1547,330713072768.23267,[20473],0.0030700901380052155,0.011693962231681851
Tianhong Peng,600063.0,3,16908288.0,[200021],5.9536331053753366e-06,5.978744039942057e-07
"Tianjij,300000",54619686.0,933,195.38400745391846,[58542],0.0018515798957717297,6.908747769526456e-12
Tier.Net Technologies LLC,1987115.0,5,12884967425.0,[397423],9.922721842292227e-06,0.00045561042133340936
"TierPoint, LLC",121646.0,7,9.71445146547012e-17,[17378],1.3891810579209119e-05,3.435014757288606e-30
Tri-State Generation and Transmission Association Inc.,11250.0,1,16777216.0,[11250],1.984544368458446e-06,5.93239718691925e-07
Triple T Broadband Public Company Limited,13681642.0,299,974.0,[45758],0.0005933787661690752,3.444048678910344e-11
Turk Telekomunikasyon Anonim Sirketi,63847.0,7,1537.0,[9121],1.3891810579209119e-05,5.4348078228800814e-11
Turkiye Cumhuriyet Merkez Bankasi Anonim Sirketi,135424.0,4,4.0,[33856],7.938177473833783e-06,1.414393707971394e-13
UAB Rakrejus,186846.0,3,12288.0,[62282],5.9536331053753366e-06,4.3450174708881227e-10
UK On-line Agri-sales Limited,404470.0,2,8589934592.0,[202235],3.969088736916892e-06,0.0003037387359702656
UK-2 Limited,779567.0,59,487424.0,[13213],0.00011708811773904829,1.723523596785622e-08
"UnReal Servers, LLC",128472.0,2,103079215104.0,[64236],3.969088736916892e-06,0.0036448648316431873
Unitary enterprise A1,42772.0,1,1.3877787807814457e-17,[42772],1.984544368458446e-06,4.907163938983723e-31
United States Department of Justice,45390.0,3,4.163336342344337e-17,[15130],5.9536331053753366e-06,1.472149181695117e-30
Universitas Brawijaya,92038.0,2,8589934592.0,[46019],3.969088736916892e-06,0.0003037387359702656
Universitatea TRANSILVANIA Brasov,25304.0,1,1.0,[25304],1.984544368458446e-06,3.535984269928485e-14
University of Illinois,114.0,3,4.163336342344337e-17,[38],5.9536331053753366e-06,1.472149181695117e-30
"Unlimited Net, LLC",23980.0,2,8192.0,[11990],3.969088736916892e-06,2.896678313925415e-10
VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,135905.0,1,256.0,[135905],1.984544368458446e-06,9.052119731016922e-12
VMHaus Limited,683100.0,5,4194305.0,[136620],9.922721842292227e-06,1.4830996503282394e-07
VNIDC TECHNOLOGY COMPANY LIMITED,281648.0,2,8192.0,[140824],3.969088736916892e-06,2.896678313925415e-10
VNSUN CLOUD COMPANY LIMITED,298302.0,2,8192.0,[149151],3.969088736916892e-06,2.896678313925415e-10
VOCUS PTY LTD,198303.0,21,21.0,[9443],4.1675431737627355e-05,7.425566966849818e-13
Veganet Teknolojileri ve Hizmetleri LTD STI,14428330.0,70,252060893185.0,[206119],0.0001389181057920912,0.008912833533662842
Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,2040.0,3,2.0,[680],5.9536331053753366e-06,7.07196853985697e-14
Verizon Business,14437.0,5,2097155.0,"[701, 6167]",9.922721842292227e-06,7.415507091601872e-08
Vetenskapsradet / SUNET,18183.0,11,10.0,[1653],2.18299880530429e-05,3.535984269928485e-13
Vialis SEM,127461.0,3,6.661338147750939e-16,[42487],5.9536331053753366e-06,2.3554386907121873e-29
Vietnam Posts and Telecommunications (VNPT),21113540.0,460,466090.0,[45899],0.000912890409490885,1.6480869083709677e-08
Vinters IT Ltd,2177595.0,35,38659555342.0,[62217],6.94590528960456e-05,0.0013669957957174173
Virtual Systems LLC,30860.0,1,65536.0,[30860],1.984544368458446e-06,2.317342651140332e-09
Virtueon Solutions LLC,790392.0,4,34359738370.0,[197598],7.938177473833783e-06,0.001214954943951782
VisualViet Company Limited,10470537.0,77,6828326912.0,[135981],0.0001528099163713003,0.00024144856550761346
Vodafone Australia Pty Ltd,668060.0,5,393216.0,[133612],9.922721842292227e-06,1.3904055906841993e-08
Vodafone Group PLC,2546.0,2,33554432.0,[1273],3.969088736916892e-06,1.18647943738385e-06
Vodafone Idea Ltd. (VIL),7917298.0,155,1340.0,"[55410, 55644, 38266]",0.0003076043771110591,4.7382189217041703e-11
Vodafone Libertel B.V.,101745.0,3,3.0,[33915],5.9536331053753366e-06,1.0607952809785456e-13
Vodafone Net Iletisim Hizmetler AS,15924.0,1,68719476736.0,[15924],1.984544368458446e-06,0.0024299098877621247
Voxility LLP,12892.0,4,4.0,[3223],7.938177473833783e-06,1.414393707971394e-13
Voyager Internet Ltd.,56030.0,1,1.0,[56030],1.984544368458446e-06,3.535984269928485e-14
"WENZHOU, ZHEJIANG Province, P.R.China.",157142986.0,1166,447.99702575802803,[134771],0.0023139787336225476,1.5841104360551335e-11
WIFI TELEKOM BILISIM SANAYI VE TICARET ANONIM SIRKETI,205893.0,1,4294967296.0,[205893],1.984544368458446e-06,0.0001518693679851328
Web Werks,66960.0,2,33554432.0,[33480],3.969088736916892e-06,1.18647943738385e-06
Web Werks India Pvt. Ltd.,133296.0,1,16777216.0,[133296],1.984544368458446e-06,5.93239718691925e-07
Web2Objects LLC,440118.0,7,2621440.0,[62874],1.3891810579209119e-05,9.269370604561328e-08
"WestHost, Inc.",29854.0,1,4294967296.0,[29854],1.984544368458446e-06,0.0001518693679851328
Wicked Networks Limited,282888.0,2,8589934592.0,[141444],3.969088736916892e-06,0.0003037387359702656
WideOpenWest Finance LLC,267584.0,16,54329344.0,[16724],3.175270989533513e-05,1.9210770577953354e-06
Wideband Networks Pty Ltd,4764.0,1,1.0,[4764],1.984544368458446e-06,3.535984269928485e-14
WorldLink Communications,332519.0,19,214.0,[17501],3.7706343000710464e-05,7.567006337646957e-12
WorldStream B.V.,249905.0,5,8589934595.0,[49981],9.922721842292227e-06,0.0003037387360763451
Worthington City Schools,36359.0,1,65536.0,[36359],1.984544368458446e-06,2.317342651140332e-09
XFIBER AS,8896.0,1,1.0,[8896],1.984544368458446e-06,3.535984269928485e-14
"XMission, L.C.",795690.0,126,393216.0,[6315],0.00025005259042576417,1.3904055906841993e-08
Xiufeng Guo,421874.0,2,131072.0,[210937],3.969088736916892e-06,4.634685302280664e-09
Xplornet Communications Inc.,643860.0,28,28.0,[22995],5.5567242316836476e-05,9.900755955799758e-13
XuanMing Liu,1382031.0,7,589825.0,[197433],1.3891810579209119e-05,2.0856119220105687e-08
Zappie Host LLC,244552.0,4,67108864.0,[61138],7.938177473833783e-06,2.3729588747677e-06
Zen Internet Ltd,13037.0,1,1.0,[13037],1.984544368458446e-06,3.535984269928485e-14
Zenex 5ive Limited,418362.0,2,131072.0,[209181],3.969088736916892e-06,4.634685302280664e-09
Zenlayer Inc,43718.0,2,4096.0625,[21859],3.969088736916892e-06,1.4483612568643944e-10
eTOP sp. z o.o.,83412.0,4,8.881784197001252e-16,[20853],7.938177473833783e-06,3.140584920949583e-29
firstcolo GmbH,264396.0,6,8.326672684688674e-17,[44066],1.1907266210750673e-05,2.944298363390234e-30
hkgo LLC,13230.0,14,305659904.0,[945],2.7783621158418238e-05,1.0808086124918509e-05
hosTELyon SAS,418292.0,2,8589934592.0,[209146],3.969088736916892e-06,0.0003037387359702656
i3D.net B.V,99088.0,2,2.0,[49544],3.969088736916892e-06,7.07196853985697e-14
"iZus Co., Ltd",9703650.0,165,165.0,[58810],0.00032744982079564353,5.834374045382001e-12
iiNet Limited,75887.0,16,16.0,"[4802, 4739]",3.175270989533513e-05,5.657574831885576e-13
ipcom GmbH,34578.0,18,1179648.0,[1921],3.5721798632252025e-05,4.1712167720525976e-08
its communications Inc.,9365.0,1,1.3877787807814457e-17,[9365],1.984544368458446e-06,4.907163938983723e-31
manitu GmbH,34240.0,1,1.0,[34240],1.984544368458446e-06,3.535984269928485e-14
mnihyc Network Global,140938.0,1,268435456.0,[140938],1.984544368458446e-06,9.4918354990708e-06
myLoc managed IT AG,24961.0,1,1.0,[24961],1.984544368458446e-06,3.535984269928485e-14
"nextdns, Inc.",139756.0,4,12884901888.0,[34939],7.938177473833783e-06,0.0004556081039553984
noris network AG,185055.0,15,15.0,[12337],2.9768165526876684e-05,5.303976404892728e-13
relaxt Webdienstleistungsagentur GmbH,411978.0,2,131072.0,[205989],3.969088736916892e-06,4.634685302280664e-09
ropa GmbH,592911.0,3,6.661338147750939e-16,[197637],5.9536331053753366e-06,2.3554386907121873e-29
socialimprove LLC,965220.0,20,137438953472.0,[48261],3.969088736916891e-05,0.0048598197755242495
telematis Netzwerke GmbH,619670.0,10,10.0,[61967],1.9845443684584455e-05,3.535984269928485e-13
"trafficforce, UAB",5125594.0,25,223338299409.0,"[133944, 201341, 212144]",4.961360921146114e-05,0.007897207135828022
"tzulo, inc.",23756.0,2,8192.0,[11878],3.969088736916892e-06,2.896678313925415e-10
uPress Inc,838488.0,4,4.718447854656915e-16,[209622],7.938177473833783e-06,1.668435739254466e-29
ungleich glarus ag,426162.0,2,2.7755575615628914e-17,[213081],3.969088736916892e-06,9.814327877967447e-31
vv Network Inc,401654.0,2,65537.0,[200827],3.969088736916892e-06,2.317378010983031e-09
wilhelm.tel GmbH,4974216.0,312,1.0783041126671833e-14,[15943],0.000619177842959035,3.812866380590353e-28
xTom,31985.0,17,917504.0,"[6233, 949]",3.373725426379358e-05,3.2442797115964647e-08
xTom GmbH,12856.0,4,65536.0,[3214],7.938177473833783e-06,2.317342651140332e-09
xTom Hong Kong Limited,9312.0,1,1.3877787807814457e-17,[9312],1.984544368458446e-06,4.907163938983723e-31
xTom Pty Ltd,8888.0,1,1.3877787807814457e-17,[8888],1.984544368458446e-06,4.907163938983723e-31
