as,alias_prefix_num,alias_prefix_64_num,org_name,alias_prefix_ratio,alias_prefix_64_ratio
9930,11,9.853229343548264e-16,TT DOTCOM SDN BHD,2.2095407971621463e-05,7.862829353125039e-29
10013,1,1.3877787807814457e-17,"FreeBit Co.,Ltd.",2.0086734519655874e-06,1.107440753961273e-30
10474,10,10.0,Dimension Data,2.0086734519655874e-05,7.979951626999824e-13
10881,284,284.0,FUNPAR - Fundacao da UFPR para o DCTC,0.0005704632603582268,2.2663062620679502e-11
11019,168,33.0,"HAProxy Technologies, Inc.",0.00033745713993021866,2.633384036909942e-12
11250,1,16777216.0,Tri-State Generation and Transmission Association Inc.,2.0086734519655874e-06,1.3388137211572749e-06
11426,2,2.7755575615628914e-17,Charter Communications Inc,4.017346903931175e-06,2.214881507922546e-30
11878,2,8192.0,"tzulo, inc.",4.017346903931175e-06,6.537176372838256e-10
11990,2,8192.0,"Unlimited Net, LLC",4.017346903931175e-06,6.537176372838256e-10
12025,1,65536.0,Iron Mountain Data Center,2.0086734519655874e-06,5.229741098270605e-09
12167,3,12288.0,LightWave Networks,6.026020355896762e-06,9.805764559257383e-10
12306,4,5.551115123125783e-17,Plus.line AG,8.03469380786235e-06,4.429763015845092e-30
12322,5,5.0,Free SAS,1.0043367259827937e-05,3.989975813499912e-13
12337,15,15.0,noris network AG,3.0130101779483812e-05,1.1969927440499736e-12
12360,4,8.881784197001252e-16,KEVAG Telekom GmbH,8.03469380786235e-06,7.087620825352147e-29
12668,2,2.0,"LLC ""KomTehCentr""",4.017346903931175e-06,1.595990325399965e-13
12843,1,65536.0,TelemaxX Telekommunikation GmbH,2.0086734519655874e-06,5.229741098270605e-09
12847,3,3.0,Latvijas Mobilais Telefons SIA,6.026020355896762e-06,2.393985488099947e-13
12849,5,65.0,Hot-Net internet services Ltd.,1.0043367259827937e-05,5.186968557549886e-12
